,age,job,marital,education,age_scaled,cluster,deposit,loan,housing,total_products_bought
4792,40,technician,single,tertiary,-0.10544431369496943,2,1,0,0,1
4793,46,admin.,married,secondary,0.39691169175417296,1,1,0,0,1
4794,38,management,single,tertiary,-0.2728963155113502,2,1,0,0,1
4795,74,retired,divorced,secondary,2.741239717183504,0,1,0,0,1
4796,35,services,single,tertiary,-0.5240743182359214,2,1,0,0,1
4797,50,unemployed,married,secondary,0.7318156953869345,1,1,0,0,1
4798,54,management,married,primary,1.066719699019696,0,1,0,0,1
4799,35,management,divorced,tertiary,-0.5240743182359214,2,1,0,1,2
4800,36,unemployed,single,tertiary,-0.440348317327731,2,1,0,0,1
4801,30,blue-collar,single,secondary,-0.9427043227768733,3,1,0,0,1
4802,36,services,married,secondary,-0.440348317327731,1,1,0,0,1
4803,41,management,married,tertiary,-0.02171831278677903,2,1,0,0,1
4804,30,admin.,single,secondary,-0.9427043227768733,3,1,0,0,1
4805,39,entrepreneur,married,primary,-0.1891703146031598,2,1,0,1,2
4806,34,services,single,tertiary,-0.6078003191441118,2,1,0,0,1
4807,32,services,married,secondary,-0.7752523209604926,3,1,1,1,3
4808,35,unemployed,married,primary,-0.5240743182359214,2,1,0,0,1
4809,50,management,married,tertiary,0.7318156953869345,2,1,0,0,1
4810,28,services,married,secondary,-1.1101563245932542,3,1,1,1,3
4811,44,blue-collar,married,primary,0.22945968993779214,1,1,0,1,2
4812,32,blue-collar,married,primary,-0.7752523209604926,1,1,0,0,1
4813,30,management,single,tertiary,-0.9427043227768733,2,1,0,0,1
4814,59,retired,married,secondary,1.485349703560648,0,1,0,0,1
4815,35,technician,divorced,secondary,-0.5240743182359214,3,1,1,1,3
4816,30,blue-collar,married,secondary,-0.9427043227768733,1,1,1,1,3
4817,42,management,married,unknown,0.062007688121411365,2,1,0,1,2
4818,63,retired,married,secondary,1.8202537071934095,0,1,0,0,1
4819,35,technician,single,secondary,-0.5240743182359214,3,1,0,1,2
4820,43,unemployed,divorced,secondary,0.14573368902960177,1,1,0,0,1
4821,27,technician,single,tertiary,-1.1938823255014446,3,1,0,0,1
4822,29,self-employed,single,tertiary,-1.0264303236850638,3,1,0,0,1
4823,54,unemployed,married,secondary,1.066719699019696,0,1,0,0,1
4824,80,retired,married,primary,3.243595722632646,0,1,0,0,1
4825,57,blue-collar,married,secondary,1.3178977017442672,0,1,0,0,1
4826,33,management,single,tertiary,-0.6915263200523022,2,1,0,0,1
4827,65,retired,married,primary,1.9877057090097905,0,1,0,0,1
4828,59,admin.,married,secondary,1.485349703560648,0,1,0,0,1
4829,30,housemaid,single,tertiary,-0.9427043227768733,3,1,0,0,1
4830,28,blue-collar,married,secondary,-1.1101563245932542,3,1,0,1,2
4831,29,technician,married,secondary,-1.0264303236850638,3,1,1,0,2
4832,31,self-employed,married,tertiary,-0.858978321868683,2,1,1,1,3
4833,31,management,single,secondary,-0.858978321868683,3,1,0,1,2
4834,49,blue-collar,married,secondary,0.6480896944787441,1,1,0,1,2
4835,43,unemployed,married,tertiary,0.14573368902960177,2,1,0,0,1
4836,40,unemployed,single,tertiary,-0.10544431369496943,2,1,0,0,1
4837,39,unemployed,married,primary,-0.1891703146031598,2,1,0,1,2
4838,71,technician,married,secondary,2.4900617144589328,0,1,0,0,1
4839,38,self-employed,single,tertiary,-0.2728963155113502,2,1,0,0,1
4840,30,management,single,tertiary,-0.9427043227768733,2,1,0,1,2
4841,45,unemployed,married,secondary,0.3131856908459825,1,1,0,1,2
4842,67,retired,divorced,secondary,2.1551577108261712,0,1,0,0,1
4843,58,admin.,married,secondary,1.4016237026524576,0,1,0,1,2
4844,45,admin.,divorced,secondary,0.3131856908459825,1,1,0,1,2
4845,34,management,married,tertiary,-0.6078003191441118,2,1,0,0,1
4846,27,technician,single,tertiary,-1.1938823255014446,3,1,0,1,2
4847,51,blue-collar,married,primary,0.8155416962951249,1,1,0,0,1
4848,38,management,married,unknown,-0.2728963155113502,2,1,0,0,1
4849,28,management,single,tertiary,-1.1101563245932542,3,1,0,0,1
4850,25,student,single,secondary,-1.3613343273178253,3,1,0,0,1
4851,37,services,married,secondary,-0.3566223164195406,1,1,0,0,1
4852,38,blue-collar,married,secondary,-0.2728963155113502,1,1,0,1,2
4853,37,technician,single,secondary,-0.3566223164195406,3,1,0,0,1
4854,34,management,single,tertiary,-0.6078003191441118,2,1,0,0,1
4855,37,technician,single,tertiary,-0.3566223164195406,3,1,0,0,1
4856,76,retired,divorced,primary,2.9086917189998847,0,1,0,0,1
4857,48,management,married,tertiary,0.5643636935705537,2,1,0,0,1
4858,49,technician,divorced,tertiary,0.6480896944787441,1,1,0,1,2
4859,62,housemaid,married,secondary,1.7365277062852191,0,1,0,0,1
4860,33,services,single,unknown,-0.6915263200523022,3,1,0,0,1
4861,19,student,single,unknown,-1.8636903327669676,3,1,0,0,1
4862,25,student,single,secondary,-1.3613343273178253,3,1,0,0,1
4863,31,services,divorced,primary,-0.858978321868683,3,1,0,1,2
4864,38,technician,single,tertiary,-0.2728963155113502,3,1,0,0,1
4865,31,technician,single,tertiary,-0.858978321868683,3,1,0,1,2
4866,24,student,single,tertiary,-1.4450603282260157,3,1,0,0,1
4867,24,self-employed,single,tertiary,-1.4450603282260157,3,1,0,0,1
4868,26,technician,single,secondary,-1.277608326409635,3,1,0,0,1
4869,73,retired,married,tertiary,2.6575137162753135,0,1,0,0,1
4870,29,entrepreneur,married,secondary,-1.0264303236850638,3,1,1,1,3
4871,49,admin.,married,secondary,0.6480896944787441,1,1,0,1,2
4872,42,management,married,primary,0.062007688121411365,2,1,0,1,2
4873,68,retired,single,tertiary,2.2388837117343616,0,1,0,0,1
4874,60,management,married,tertiary,1.5690757044688384,0,1,0,0,1
4875,53,management,divorced,tertiary,0.9829936981115057,0,1,0,0,1
4876,62,retired,married,secondary,1.7365277062852191,0,1,0,0,1
4877,33,management,single,tertiary,-0.6915263200523022,2,1,0,1,2
4878,36,housemaid,married,primary,-0.440348317327731,2,1,0,1,2
4879,46,services,married,primary,0.39691169175417296,1,1,0,1,2
4880,37,housemaid,married,secondary,-0.3566223164195406,1,1,1,0,2
4881,53,blue-collar,married,secondary,0.9829936981115057,0,1,0,0,1
4882,34,admin.,married,secondary,-0.6078003191441118,1,1,0,0,1
4883,24,blue-collar,single,secondary,-1.4450603282260157,3,1,0,0,1
4884,36,management,married,tertiary,-0.440348317327731,2,1,0,0,1
4885,34,technician,married,secondary,-0.6078003191441118,3,1,0,1,2
4886,48,blue-collar,single,primary,0.5643636935705537,1,1,0,0,1
4887,43,self-employed,single,unknown,0.14573368902960177,1,1,0,0,1
4888,32,technician,divorced,tertiary,-0.7752523209604926,3,1,0,0,1
4889,46,blue-collar,married,secondary,0.39691169175417296,1,1,0,1,2
4890,32,blue-collar,single,secondary,-0.7752523209604926,3,1,0,1,2
4891,45,blue-collar,married,primary,0.3131856908459825,1,1,0,1,2
4892,29,unemployed,single,primary,-1.0264303236850638,3,1,0,0,1
4893,25,management,single,tertiary,-1.3613343273178253,3,1,1,1,3
4894,20,student,single,secondary,-1.7799643318587772,3,1,0,0,1
4895,45,blue-collar,married,secondary,0.3131856908459825,1,1,0,1,2
4896,42,admin.,divorced,secondary,0.062007688121411365,1,1,0,1,2
4897,29,blue-collar,married,secondary,-1.0264303236850638,3,1,1,1,3
4898,23,self-employed,single,tertiary,-1.528786329134206,3,1,0,0,1
4899,37,management,married,tertiary,-0.3566223164195406,2,1,0,0,1
4900,35,management,married,tertiary,-0.5240743182359214,2,1,0,0,1
4901,61,retired,married,tertiary,1.6528017053770288,0,1,0,0,1
4902,31,management,single,tertiary,-0.858978321868683,2,1,0,0,1
4903,41,management,married,primary,-0.02171831278677903,2,1,0,1,2
4904,34,blue-collar,divorced,secondary,-0.6078003191441118,1,1,0,1,2
4905,32,services,single,secondary,-0.7752523209604926,3,1,0,1,2
4906,32,technician,married,tertiary,-0.7752523209604926,2,1,0,1,2
4907,34,technician,single,secondary,-0.6078003191441118,3,1,0,1,2
4908,35,blue-collar,married,unknown,-0.5240743182359214,1,1,0,1,2
4909,44,admin.,married,secondary,0.22945968993779214,1,1,0,0,1
4910,32,services,single,unknown,-0.7752523209604926,3,1,0,0,1
4911,34,admin.,married,secondary,-0.6078003191441118,1,1,0,1,2
4912,50,entrepreneur,married,primary,0.7318156953869345,1,1,0,1,2
4913,32,technician,single,secondary,-0.7752523209604926,3,1,0,1,2
4914,23,blue-collar,married,secondary,-1.528786329134206,3,1,0,0,1
4915,32,blue-collar,single,secondary,-0.7752523209604926,3,1,1,0,2
4916,60,housemaid,married,secondary,1.5690757044688384,0,1,0,0,1
4917,44,admin.,single,secondary,0.22945968993779214,1,1,0,0,1
4918,30,admin.,married,secondary,-0.9427043227768733,3,1,0,1,2
4919,37,technician,married,unknown,-0.3566223164195406,2,1,0,0,1
4920,35,technician,single,tertiary,-0.5240743182359214,3,1,0,0,1
4921,36,services,divorced,secondary,-0.440348317327731,1,1,1,0,2
4922,39,management,married,secondary,-0.1891703146031598,2,1,0,1,2
4923,25,technician,married,tertiary,-1.3613343273178253,3,1,0,1,2
4924,33,management,single,tertiary,-0.6915263200523022,2,1,0,1,2
4925,28,blue-collar,single,secondary,-1.1101563245932542,3,1,0,1,2
4926,31,self-employed,single,tertiary,-0.858978321868683,3,1,1,1,3
4927,56,retired,married,primary,1.2341717008360769,0,1,0,0,1
4928,41,entrepreneur,married,secondary,-0.02171831278677903,1,1,0,0,1
4929,68,retired,divorced,primary,2.2388837117343616,0,1,0,0,1
4930,61,admin.,married,tertiary,1.6528017053770288,0,1,0,0,1
4931,37,management,single,tertiary,-0.3566223164195406,2,1,1,1,3
4932,28,student,single,secondary,-1.1101563245932542,3,1,0,0,1
4933,46,admin.,married,secondary,0.39691169175417296,1,1,0,1,2
4934,53,services,divorced,secondary,0.9829936981115057,0,1,1,1,3
4935,32,services,single,secondary,-0.7752523209604926,3,1,0,1,2
4936,33,admin.,single,secondary,-0.6915263200523022,3,1,0,1,2
4937,57,housemaid,married,tertiary,1.3178977017442672,0,1,0,0,1
4938,41,technician,married,tertiary,-0.02171831278677903,2,1,0,1,2
4939,24,technician,single,secondary,-1.4450603282260157,3,1,0,0,1
4940,45,student,single,unknown,0.3131856908459825,1,1,0,0,1
4941,49,management,married,secondary,0.6480896944787441,1,1,0,1,2
4942,30,blue-collar,single,primary,-0.9427043227768733,3,1,0,1,2
4943,26,services,single,secondary,-1.277608326409635,3,1,0,0,1
4944,57,management,married,tertiary,1.3178977017442672,0,1,0,0,1
4945,39,blue-collar,married,unknown,-0.1891703146031598,1,1,0,1,2
4946,40,technician,single,tertiary,-0.10544431369496943,2,1,0,1,2
4947,52,retired,divorced,tertiary,0.8992676972033152,0,1,0,1,2
4948,35,technician,single,tertiary,-0.5240743182359214,3,1,0,0,1
4949,46,admin.,divorced,secondary,0.39691169175417296,1,1,0,0,1
4950,49,services,divorced,secondary,0.6480896944787441,1,1,0,0,1
4951,22,student,single,secondary,-1.6125123300423965,3,1,0,0,1
4952,36,technician,married,tertiary,-0.440348317327731,2,1,0,0,1
4953,38,technician,married,secondary,-0.2728963155113502,1,1,0,1,2
4954,40,management,married,tertiary,-0.10544431369496943,2,1,1,1,3
4955,24,technician,married,secondary,-1.4450603282260157,3,1,0,1,2
4956,78,retired,divorced,primary,3.0761437208162654,0,1,0,0,1
4957,25,technician,single,secondary,-1.3613343273178253,3,1,0,0,1
4958,63,management,married,tertiary,1.8202537071934095,0,1,0,0,1
4959,31,management,single,tertiary,-0.858978321868683,2,1,0,0,1
4960,41,technician,single,secondary,-0.02171831278677903,3,1,0,1,2
4961,50,retired,married,secondary,0.7318156953869345,0,1,0,0,1
4962,27,self-employed,single,tertiary,-1.1938823255014446,3,1,0,0,1
4963,27,blue-collar,single,secondary,-1.1938823255014446,3,1,0,1,2
4964,50,technician,divorced,secondary,0.7318156953869345,1,1,0,0,1
4965,44,management,married,tertiary,0.22945968993779214,2,1,0,0,1
4966,26,self-employed,single,tertiary,-1.277608326409635,3,1,0,0,1
4967,46,technician,married,unknown,0.39691169175417296,1,1,0,0,1
4968,36,services,married,secondary,-0.440348317327731,1,1,0,0,1
4969,35,management,single,tertiary,-0.5240743182359214,2,1,0,0,1
4970,68,retired,married,secondary,2.2388837117343616,0,1,0,0,1
4971,50,admin.,divorced,secondary,0.7318156953869345,1,1,1,0,2
4972,36,services,married,unknown,-0.440348317327731,2,1,0,0,1
4973,34,admin.,divorced,secondary,-0.6078003191441118,3,1,0,0,1
4974,30,management,single,tertiary,-0.9427043227768733,2,1,0,0,1
4975,22,admin.,single,secondary,-1.6125123300423965,3,1,0,0,1
4976,59,admin.,married,secondary,1.485349703560648,0,1,0,1,2
4977,60,blue-collar,married,primary,1.5690757044688384,0,1,0,0,1
4978,32,technician,married,secondary,-0.7752523209604926,3,1,0,0,1
4979,46,self-employed,married,tertiary,0.39691169175417296,2,1,0,0,1
4980,23,student,single,secondary,-1.528786329134206,3,1,0,0,1
4981,22,self-employed,single,secondary,-1.6125123300423965,3,1,1,0,2
4982,59,services,married,secondary,1.485349703560648,0,1,0,1,2
4983,26,management,single,tertiary,-1.277608326409635,3,1,0,0,1
4984,35,management,divorced,tertiary,-0.5240743182359214,2,1,0,1,2
4985,53,retired,married,secondary,0.9829936981115057,0,1,0,1,2
4986,39,management,married,tertiary,-0.1891703146031598,2,1,0,1,2
4987,32,technician,married,secondary,-0.7752523209604926,3,1,1,0,2
4988,41,management,married,tertiary,-0.02171831278677903,2,1,0,0,1
4989,37,admin.,single,secondary,-0.3566223164195406,3,1,1,1,3
4990,35,management,married,tertiary,-0.5240743182359214,2,1,0,1,2
4991,42,management,married,tertiary,0.062007688121411365,2,1,0,0,1
4992,27,admin.,divorced,secondary,-1.1938823255014446,3,1,0,1,2
4993,57,unknown,married,unknown,1.3178977017442672,0,1,0,0,1
4994,41,blue-collar,married,primary,-0.02171831278677903,1,1,0,1,2
4995,37,housemaid,single,secondary,-0.3566223164195406,3,1,0,1,2
4996,44,unemployed,divorced,tertiary,0.22945968993779214,2,1,0,0,1
4997,32,technician,single,tertiary,-0.7752523209604926,3,1,0,1,2
4998,34,admin.,married,tertiary,-0.6078003191441118,2,1,0,1,2
4999,42,services,married,tertiary,0.062007688121411365,2,1,0,0,1
5000,54,admin.,married,secondary,1.066719699019696,0,1,0,1,2
5001,48,self-employed,married,tertiary,0.5643636935705537,1,1,0,0,1
5002,73,retired,married,primary,2.6575137162753135,0,1,0,0,1
5003,33,management,married,tertiary,-0.6915263200523022,2,1,0,0,1
5004,42,management,married,tertiary,0.062007688121411365,2,1,0,1,2
5005,57,admin.,married,secondary,1.3178977017442672,0,1,0,0,1
5006,29,services,single,primary,-1.0264303236850638,3,1,0,0,1
5007,47,blue-collar,married,secondary,0.48063769266236334,1,1,0,0,1
5008,51,management,married,tertiary,0.8155416962951249,2,1,0,0,1
5009,34,management,married,tertiary,-0.6078003191441118,2,1,0,0,1
5010,25,technician,single,secondary,-1.3613343273178253,3,1,0,1,2
5011,50,admin.,married,secondary,0.7318156953869345,1,1,0,0,1
5012,47,admin.,single,secondary,0.48063769266236334,1,1,0,0,1
5013,40,technician,married,secondary,-0.10544431369496943,1,1,0,1,2
5014,79,retired,married,secondary,3.159869721724456,0,1,0,0,1
5015,30,student,single,secondary,-0.9427043227768733,3,1,0,0,1
5016,54,self-employed,single,tertiary,1.066719699019696,0,1,1,0,2
5017,53,blue-collar,married,primary,0.9829936981115057,0,1,0,1,2
5018,33,blue-collar,divorced,secondary,-0.6915263200523022,1,1,0,1,2
5019,60,management,married,tertiary,1.5690757044688384,0,1,0,0,1
5020,35,self-employed,single,tertiary,-0.5240743182359214,2,1,0,0,1
5021,46,admin.,married,secondary,0.39691169175417296,1,1,0,0,1
5022,52,services,married,primary,0.8992676972033152,0,1,0,1,2
5023,50,management,married,tertiary,0.7318156953869345,2,1,1,0,2
5024,47,admin.,married,secondary,0.48063769266236334,1,1,0,0,1
5025,73,retired,married,tertiary,2.6575137162753135,0,1,0,0,1
5026,35,admin.,married,tertiary,-0.5240743182359214,2,1,0,0,1
5027,26,blue-collar,married,secondary,-1.277608326409635,3,1,1,1,3
5028,46,management,married,tertiary,0.39691169175417296,2,1,0,1,2
5029,42,management,married,tertiary,0.062007688121411365,2,1,0,1,2
5030,29,self-employed,single,tertiary,-1.0264303236850638,3,1,0,0,1
5031,30,management,single,tertiary,-0.9427043227768733,2,1,0,0,1
5032,37,management,married,tertiary,-0.3566223164195406,2,1,0,0,1
5033,28,admin.,single,unknown,-1.1101563245932542,3,1,0,0,1
5034,32,blue-collar,married,secondary,-0.7752523209604926,1,1,0,1,2
5035,53,management,married,tertiary,0.9829936981115057,0,1,0,0,1
5036,41,self-employed,married,secondary,-0.02171831278677903,1,1,0,1,2
5037,40,services,married,secondary,-0.10544431369496943,1,1,0,1,2
5038,53,technician,married,tertiary,0.9829936981115057,0,1,0,0,1
5039,64,retired,divorced,primary,1.9039797081015999,0,1,0,0,1
5040,32,technician,married,secondary,-0.7752523209604926,3,1,0,1,2
5041,48,technician,married,secondary,0.5643636935705537,1,1,0,0,1
5042,35,admin.,single,secondary,-0.5240743182359214,3,1,0,1,2
5043,43,management,married,tertiary,0.14573368902960177,2,1,0,0,1
5044,25,services,single,secondary,-1.3613343273178253,3,1,0,0,1
5045,43,management,married,tertiary,0.14573368902960177,2,1,0,0,1
5046,29,management,single,tertiary,-1.0264303236850638,2,1,0,1,2
5047,61,management,single,tertiary,1.6528017053770288,0,1,0,0,1
5048,64,retired,married,unknown,1.9039797081015999,0,1,0,0,1
5049,27,technician,single,tertiary,-1.1938823255014446,3,1,0,0,1
5050,38,technician,single,tertiary,-0.2728963155113502,3,1,1,1,3
5051,36,management,married,tertiary,-0.440348317327731,2,1,0,0,1
5052,61,self-employed,married,tertiary,1.6528017053770288,0,1,0,0,1
5053,49,blue-collar,divorced,primary,0.6480896944787441,1,1,0,1,2
5054,33,blue-collar,single,primary,-0.6915263200523022,3,1,0,0,1
5055,25,blue-collar,single,secondary,-1.3613343273178253,3,1,0,1,2
5056,33,blue-collar,single,secondary,-0.6915263200523022,3,1,0,0,1
5057,51,management,married,tertiary,0.8155416962951249,2,1,0,0,1
5058,32,blue-collar,married,secondary,-0.7752523209604926,1,1,0,1,2
5059,32,admin.,married,secondary,-0.7752523209604926,3,1,1,0,2
5060,72,retired,married,primary,2.573787715367123,0,1,0,0,1
5061,34,admin.,married,secondary,-0.6078003191441118,1,1,0,1,2
5062,38,technician,married,secondary,-0.2728963155113502,1,1,0,0,1
5063,35,management,married,tertiary,-0.5240743182359214,2,1,0,0,1
5064,38,technician,divorced,tertiary,-0.2728963155113502,2,1,0,0,1
5065,43,blue-collar,single,primary,0.14573368902960177,1,1,1,0,2
5066,31,technician,single,tertiary,-0.858978321868683,3,1,0,0,1
5067,30,management,married,tertiary,-0.9427043227768733,2,1,0,0,1
5068,22,student,single,primary,-1.6125123300423965,3,1,0,0,1
5069,46,admin.,married,secondary,0.39691169175417296,1,1,1,1,3
5070,52,management,married,tertiary,0.8992676972033152,0,1,0,0,1
5071,35,technician,single,tertiary,-0.5240743182359214,3,1,0,1,2
5072,71,retired,married,primary,2.4900617144589328,0,1,0,0,1
5073,30,management,single,tertiary,-0.9427043227768733,2,1,0,1,2
5074,25,student,single,secondary,-1.3613343273178253,3,1,0,0,1
5075,34,management,single,tertiary,-0.6078003191441118,2,1,0,1,2
5076,51,admin.,married,secondary,0.8155416962951249,0,1,0,0,1
5077,25,services,single,secondary,-1.3613343273178253,3,1,0,1,2
5078,48,management,married,tertiary,0.5643636935705537,2,1,0,1,2
5079,42,blue-collar,married,secondary,0.062007688121411365,1,1,0,1,2
5080,55,management,married,unknown,1.1504456999278865,0,1,0,1,2
5081,38,admin.,single,secondary,-0.2728963155113502,3,1,0,0,1
5082,26,blue-collar,single,secondary,-1.277608326409635,3,1,0,1,2
5083,27,admin.,married,tertiary,-1.1938823255014446,2,1,0,0,1
5084,75,retired,married,primary,2.8249657180916943,0,1,0,0,1
5085,32,technician,single,secondary,-0.7752523209604926,3,1,0,0,1
5086,39,management,single,tertiary,-0.1891703146031598,2,1,0,0,1
5087,46,technician,single,secondary,0.39691169175417296,1,1,0,0,1
5088,40,management,married,tertiary,-0.10544431369496943,2,1,0,1,2
5089,36,blue-collar,divorced,secondary,-0.440348317327731,1,1,0,0,1
5090,54,self-employed,divorced,primary,1.066719699019696,0,1,0,1,2
5091,42,management,married,tertiary,0.062007688121411365,2,1,0,1,2
5092,42,management,married,tertiary,0.062007688121411365,2,1,0,0,1
5093,37,blue-collar,single,secondary,-0.3566223164195406,1,1,0,1,2
5094,25,student,single,unknown,-1.3613343273178253,3,1,0,0,1
5095,29,management,single,tertiary,-1.0264303236850638,2,1,0,0,1
5096,32,management,single,tertiary,-0.7752523209604926,2,1,0,1,2
5097,64,retired,married,secondary,1.9039797081015999,0,1,0,1,2
5098,55,management,married,tertiary,1.1504456999278865,0,1,0,0,1
5099,56,management,married,primary,1.2341717008360769,0,1,0,0,1
5100,28,admin.,single,unknown,-1.1101563245932542,3,1,0,1,2
5101,52,management,divorced,tertiary,0.8992676972033152,0,1,0,0,1
5102,36,technician,divorced,secondary,-0.440348317327731,3,1,0,1,2
5103,25,student,married,tertiary,-1.3613343273178253,2,1,0,1,2
5104,66,self-employed,married,tertiary,2.071431709917981,0,1,0,0,1
5105,31,management,single,tertiary,-0.858978321868683,2,1,0,1,2
5106,43,technician,divorced,unknown,0.14573368902960177,1,1,0,0,1
5107,59,management,married,tertiary,1.485349703560648,0,1,0,0,1
5108,35,management,married,unknown,-0.5240743182359214,2,1,1,1,3
5109,48,admin.,married,primary,0.5643636935705537,1,1,1,1,3
5110,38,admin.,married,tertiary,-0.2728963155113502,2,1,0,0,1
5111,27,admin.,married,secondary,-1.1938823255014446,3,1,0,0,1
5112,25,student,single,secondary,-1.3613343273178253,3,1,0,0,1
5113,56,management,married,unknown,1.2341717008360769,0,1,0,0,1
5114,54,management,divorced,tertiary,1.066719699019696,0,1,0,1,2
5115,36,unemployed,married,tertiary,-0.440348317327731,2,1,0,0,1
5116,31,admin.,single,secondary,-0.858978321868683,3,1,0,0,1
5117,62,entrepreneur,married,secondary,1.7365277062852191,0,1,0,0,1
5118,31,technician,single,tertiary,-0.858978321868683,3,1,0,0,1
5119,66,retired,divorced,unknown,2.071431709917981,0,1,0,0,1
5120,32,management,single,tertiary,-0.7752523209604926,2,1,0,1,2
5121,40,services,divorced,secondary,-0.10544431369496943,1,1,0,1,2
5122,43,blue-collar,married,primary,0.14573368902960177,1,1,0,1,2
5123,51,housemaid,divorced,secondary,0.8155416962951249,0,1,0,0,1
5124,34,blue-collar,married,secondary,-0.6078003191441118,1,1,0,0,1
5125,47,management,married,tertiary,0.48063769266236334,2,1,0,0,1
5126,36,management,single,tertiary,-0.440348317327731,2,1,0,1,2
5127,27,technician,single,tertiary,-1.1938823255014446,3,1,0,0,1
5128,52,services,divorced,secondary,0.8992676972033152,0,1,1,1,3
5129,44,housemaid,single,primary,0.22945968993779214,1,1,0,0,1
5130,26,technician,married,secondary,-1.277608326409635,3,1,0,0,1
5131,32,technician,married,secondary,-0.7752523209604926,3,1,0,0,1
5132,34,management,married,tertiary,-0.6078003191441118,2,1,0,1,2
5133,35,technician,married,tertiary,-0.5240743182359214,2,1,0,0,1
5134,32,management,single,tertiary,-0.7752523209604926,2,1,0,1,2
5135,43,self-employed,married,secondary,0.14573368902960177,1,1,0,1,2
5136,50,unemployed,married,primary,0.7318156953869345,1,1,0,0,1
5137,40,blue-collar,married,primary,-0.10544431369496943,1,1,0,1,2
5138,29,self-employed,single,tertiary,-1.0264303236850638,3,1,0,1,2
5139,32,technician,married,secondary,-0.7752523209604926,3,1,0,1,2
5140,50,management,married,tertiary,0.7318156953869345,2,1,0,0,1
5141,65,unemployed,married,secondary,1.9877057090097905,0,1,0,0,1
5142,59,self-employed,married,tertiary,1.485349703560648,0,1,0,0,1
5143,44,entrepreneur,married,tertiary,0.22945968993779214,2,1,0,0,1
5144,33,admin.,married,secondary,-0.6915263200523022,1,1,0,1,2
5145,33,management,single,tertiary,-0.6915263200523022,2,1,0,0,1
5146,57,unemployed,married,secondary,1.3178977017442672,0,1,0,0,1
5147,38,management,single,tertiary,-0.2728963155113502,2,1,0,1,2
5148,49,management,married,tertiary,0.6480896944787441,2,1,0,0,1
5149,45,blue-collar,married,unknown,0.3131856908459825,1,1,0,1,2
5150,25,technician,single,secondary,-1.3613343273178253,3,1,1,0,2
5151,22,housemaid,single,secondary,-1.6125123300423965,3,1,0,0,1
5152,32,management,single,tertiary,-0.7752523209604926,2,1,0,0,1
5153,36,services,single,secondary,-0.440348317327731,3,1,0,0,1
5154,32,management,divorced,tertiary,-0.7752523209604926,2,1,1,0,2
5155,45,blue-collar,single,secondary,0.3131856908459825,1,1,0,0,1
5156,35,housemaid,single,secondary,-0.5240743182359214,3,1,0,1,2
5157,23,student,single,secondary,-1.528786329134206,3,1,0,0,1
5158,50,blue-collar,married,primary,0.7318156953869345,1,1,0,0,1
5159,31,management,married,tertiary,-0.858978321868683,2,1,0,0,1
5160,61,retired,married,tertiary,1.6528017053770288,0,1,0,1,2
5161,42,blue-collar,married,primary,0.062007688121411365,1,1,0,1,2
5162,39,blue-collar,married,secondary,-0.1891703146031598,1,1,0,0,1
5163,37,technician,single,secondary,-0.3566223164195406,3,1,0,0,1
5164,30,blue-collar,single,secondary,-0.9427043227768733,3,1,0,1,2
5165,55,unemployed,divorced,secondary,1.1504456999278865,0,1,0,1,2
5166,30,services,divorced,primary,-0.9427043227768733,3,1,0,1,2
5167,57,management,married,tertiary,1.3178977017442672,0,1,0,0,1
5168,31,unemployed,single,tertiary,-0.858978321868683,3,1,0,0,1
5169,37,entrepreneur,divorced,secondary,-0.3566223164195406,1,1,1,1,3
5170,34,blue-collar,married,secondary,-0.6078003191441118,1,1,0,0,1
5171,31,technician,married,secondary,-0.858978321868683,3,1,0,1,2
5172,52,technician,married,tertiary,0.8992676972033152,0,1,0,0,1
5173,48,unemployed,divorced,secondary,0.5643636935705537,1,1,0,0,1
5174,73,retired,married,primary,2.6575137162753135,0,1,0,0,1
5175,54,retired,divorced,tertiary,1.066719699019696,0,1,0,0,1
5176,38,admin.,married,secondary,-0.2728963155113502,1,1,0,0,1
5177,39,blue-collar,married,primary,-0.1891703146031598,1,1,0,0,1
5178,44,self-employed,single,tertiary,0.22945968993779214,2,1,0,1,2
5179,29,admin.,single,secondary,-1.0264303236850638,3,1,0,0,1
5180,51,management,married,tertiary,0.8155416962951249,2,1,0,0,1
5181,31,blue-collar,married,secondary,-0.858978321868683,1,1,0,1,2
5182,33,services,single,secondary,-0.6915263200523022,3,1,0,1,2
5183,39,self-employed,married,tertiary,-0.1891703146031598,2,1,0,0,1
5184,30,technician,married,secondary,-0.9427043227768733,3,1,0,1,2
5185,39,technician,married,secondary,-0.1891703146031598,1,1,0,1,2
5186,25,management,married,tertiary,-1.3613343273178253,2,1,0,0,1
5187,57,admin.,single,secondary,1.3178977017442672,0,1,0,1,2
5188,35,management,married,tertiary,-0.5240743182359214,2,1,0,0,1
5189,27,blue-collar,single,secondary,-1.1938823255014446,3,1,0,0,1
5190,27,technician,single,secondary,-1.1938823255014446,3,1,0,1,2
5191,28,self-employed,single,tertiary,-1.1101563245932542,3,1,0,0,1
5192,41,admin.,single,secondary,-0.02171831278677903,1,1,0,1,2
5193,46,blue-collar,married,primary,0.39691169175417296,1,1,0,1,2
5194,38,management,divorced,secondary,-0.2728963155113502,2,1,0,1,2
5195,35,technician,married,secondary,-0.5240743182359214,3,1,0,0,1
5196,24,services,single,secondary,-1.4450603282260157,3,1,1,1,3
