id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,year,date,weekday
5908,34,technician,single,secondary,no,0,no,no,cellular,28,aug,195,6,-1,0,unknown,no,2010,2010-08-28,Saturday
5909,48,management,divorced,tertiary,no,174,no,no,cellular,6,aug,290,2,-1,0,unknown,no,2010,2010-08-06,Friday
5910,47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,no,2010,2010-04-17,Saturday
5911,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no,2010,2010-11-17,Wednesday
5912,55,retired,divorced,tertiary,no,816,no,no,cellular,18,nov,113,3,-1,0,unknown,no,2010,2010-11-18,Thursday
5913,51,management,single,tertiary,no,1202,yes,no,cellular,18,nov,99,1,-1,0,unknown,no,2010,2010-11-18,Thursday
5914,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no,2010,2010-11-17,Wednesday
5915,33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,no,2010,2010-08-22,Sunday
5916,33,blue-collar,married,unknown,no,2655,yes,no,cellular,21,nov,195,1,-1,0,unknown,no,2010,2010-11-21,Sunday
5917,29,management,single,tertiary,no,499,yes,no,cellular,15,may,338,1,-1,0,unknown,no,2010,2010-05-15,Saturday
5918,57,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,no,2010,2010-06-09,Wednesday
5919,60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no,2010,2010-10-07,Thursday
5920,51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,no,2010,2010-05-14,Friday
5921,45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,2,-1,0,unknown,no,2010,2010-05-28,Friday
5922,45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,no,2010,2010-08-26,Thursday
5923,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no,2010,2010-04-16,Friday
5924,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,no,2010,2010-05-13,Thursday
5925,47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no,2010,2010-11-19,Friday
5926,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no,2010,2010-04-17,Saturday
5927,40,unemployed,married,secondary,no,1077,yes,yes,cellular,17,nov,148,2,-1,0,unknown,no,2010,2010-11-17,Wednesday
5928,48,blue-collar,divorced,secondary,no,501,yes,no,cellular,15,may,12,5,-1,0,unknown,no,2010,2010-05-15,Saturday
5929,39,technician,single,tertiary,no,21,yes,no,unknown,23,may,58,1,-1,0,unknown,no,2010,2010-05-23,Sunday
5930,38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,no,2010,2010-04-20,Tuesday
5931,32,services,single,secondary,no,1659,yes,no,unknown,30,may,120,6,-1,0,unknown,no,2010,2010-05-30,Sunday
5932,27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,may,13,3,-1,0,unknown,no,2010,2010-05-18,Tuesday
5933,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no,2010,2010-11-20,Saturday
5934,40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no,2010,2010-04-20,Tuesday
5935,41,technician,married,tertiary,no,63,no,no,cellular,25,aug,36,3,-1,0,unknown,no,2010,2010-08-25,Wednesday
5936,40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
5937,39,blue-collar,married,secondary,no,284,yes,yes,cellular,17,apr,1426,2,318,6,failure,no,2010,2010-04-17,Saturday
5938,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no,2010,2010-11-18,Thursday
5939,31,services,single,secondary,no,2038,yes,no,unknown,20,may,148,1,-1,0,unknown,no,2010,2010-05-20,Thursday
5940,27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no,2010,2010-07-21,Wednesday
5941,56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,47,2,-1,0,unknown,no,2010,2010-02-05,Friday
5942,39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,no,2010,2010-05-11,Tuesday
5943,52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,unknown,no,2010,2010-11-17,Wednesday
5944,58,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,5,-1,0,unknown,no,2010,2010-05-05,Wednesday
5945,48,technician,single,tertiary,no,0,no,no,unknown,16,jun,73,4,-1,0,unknown,no,2010,2010-06-16,Wednesday
5946,33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,no,2010,2010-02-05,Friday
5947,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,no,2010,2010-06-18,Friday
5948,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no,2010,2010-08-26,Thursday
5949,36,management,divorced,secondary,no,1655,yes,no,cellular,18,nov,155,2,-1,0,unknown,no,2010,2010-11-18,Thursday
5950,35,technician,single,secondary,no,196,yes,no,cellular,21,nov,318,1,-1,0,unknown,no,2010,2010-11-21,Sunday
5951,45,technician,single,tertiary,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,no,2010,2010-08-22,Sunday
5952,51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,-1,0,unknown,no,2010,2010-07-07,Wednesday
5953,43,housemaid,married,primary,no,0,yes,no,cellular,25,aug,152,3,-1,0,unknown,no,2010,2010-08-25,Wednesday
5954,45,technician,divorced,tertiary,no,206,no,no,cellular,13,aug,376,4,-1,0,unknown,no,2010,2010-08-13,Friday
5955,30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,no,2010,2010-06-12,Saturday
5956,40,management,married,tertiary,no,0,no,no,cellular,22,aug,61,4,-1,0,unknown,no,2010,2010-08-22,Sunday
5957,56,services,married,primary,no,444,yes,no,unknown,6,jun,432,1,-1,0,unknown,no,2010,2010-06-06,Sunday
5958,48,management,divorced,tertiary,no,1401,yes,no,unknown,20,jun,72,3,-1,0,unknown,no,2010,2010-06-20,Sunday
5959,32,admin.,married,secondary,no,205,no,no,cellular,18,jul,197,3,-1,0,unknown,no,2010,2010-07-18,Sunday
5960,47,admin.,single,secondary,no,3957,yes,no,telephone,11,may,58,3,334,3,other,no,2010,2010-05-11,Tuesday
5961,30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,-1,0,unknown,no,2010,2010-08-26,Thursday
5962,37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,unknown,no,2010,2010-11-17,Wednesday
5963,52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,no,2010,2010-05-14,Friday
5964,49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no,2010,2010-07-04,Sunday
5965,53,management,married,tertiary,no,-601,yes,no,unknown,30,may,509,2,-1,0,unknown,no,2010,2010-05-30,Sunday
5966,53,services,married,secondary,no,197,yes,no,cellular,17,apr,307,1,-1,0,unknown,no,2010,2010-04-17,Saturday
5967,34,technician,divorced,secondary,no,-276,yes,no,unknown,29,may,175,3,-1,0,unknown,no,2010,2010-05-29,Saturday
5968,40,admin.,married,secondary,no,824,yes,no,cellular,17,apr,359,1,-1,0,unknown,no,2010,2010-04-17,Saturday
5969,39,services,married,secondary,no,636,yes,no,telephone,12,may,15,1,-1,0,unknown,no,2010,2010-05-12,Wednesday
5970,33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,other,no,2010,2010-02-04,Thursday
5971,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,-1,0,unknown,no,2010,2010-05-13,Thursday
5972,31,management,single,tertiary,no,2983,yes,no,cellular,2,jul,153,1,-1,0,unknown,no,2010,2010-07-02,Friday
5973,45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,no,2010,2010-11-21,Sunday
5974,23,admin.,single,secondary,no,252,yes,no,cellular,15,may,56,1,-1,0,unknown,no,2010,2010-05-15,Saturday
5975,51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no,2010,2010-06-05,Saturday
5976,34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no,2010,2010-05-07,Friday
5977,36,management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no,2010,2010-05-27,Thursday
5978,42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,no,2010,2010-07-14,Wednesday
5979,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,-1,0,unknown,no,2010,2010-05-29,Saturday
5980,46,management,married,secondary,no,10,yes,no,cellular,29,jul,122,7,-1,0,unknown,no,2010,2010-07-29,Thursday
5981,37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,no,2010,2010-09-16,Thursday
5982,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,no,2010,2010-01-30,Saturday
5983,30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,no,2010,2010-04-17,Saturday
5984,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no,2010,2010-05-16,Sunday
5985,46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,no,2010,2010-08-27,Friday
5986,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no,2010,2010-08-13,Friday
5987,36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no,2010,2010-06-04,Friday
5988,46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,no,2010,2010-06-16,Wednesday
5989,31,blue-collar,single,secondary,no,530,no,yes,cellular,18,nov,251,2,-1,0,unknown,no,2010,2010-11-18,Thursday
5990,52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,unknown,no,2010,2010-11-17,Wednesday
5991,48,admin.,single,secondary,no,479,yes,yes,unknown,18,jun,533,3,-1,0,unknown,no,2010,2010-06-18,Friday
5992,45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no,2010,2010-06-20,Sunday
5993,36,management,single,tertiary,no,2163,no,no,cellular,5,jun,317,1,-1,0,unknown,no,2010,2010-06-05,Saturday
5994,53,retired,married,primary,no,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no,2010,2010-05-06,Thursday
5995,35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,no,2010,2010-07-22,Thursday
5996,44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no,2010,2010-05-19,Wednesday
5997,38,management,married,tertiary,no,1354,yes,no,cellular,29,jan,50,2,-1,0,unknown,no,2010,2010-01-29,Friday
5998,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown,no,2010,2010-07-07,Wednesday
5999,51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no,2010,2010-05-27,Thursday
6000,32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no,2010,2010-05-07,Friday
6001,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown,no,2010,2010-05-05,Wednesday
6002,31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown,no,2010,2010-08-07,Saturday
6003,52,management,married,tertiary,no,499,no,no,cellular,6,aug,115,4,-1,0,unknown,no,2010,2010-08-06,Friday
6004,26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no,2010,2010-05-13,Thursday
6005,40,services,married,secondary,no,1305,no,no,cellular,22,jul,255,1,-1,0,unknown,no,2010,2010-07-22,Thursday
6006,35,technician,single,secondary,no,300,yes,no,unknown,9,may,338,4,-1,0,unknown,no,2010,2010-05-09,Sunday
6007,54,admin.,married,primary,no,976,yes,no,unknown,3,jun,137,3,-1,0,unknown,no,2010,2010-06-03,Thursday
6008,36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,-1,0,unknown,no,2010,2010-02-04,Thursday
6009,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,20,nov,260,1,-1,0,unknown,no,2010,2010-11-20,Saturday
6010,29,unemployed,single,secondary,no,2424,no,no,cellular,6,feb,93,1,-1,0,unknown,no,2010,2010-02-06,Saturday
6011,49,management,divorced,tertiary,no,-2049,yes,no,unknown,30,may,169,3,-1,0,unknown,no,2010,2010-05-30,Sunday
6012,52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no,2010,2010-05-29,Saturday
6013,52,management,married,secondary,no,189,no,no,cellular,22,aug,90,2,-1,0,unknown,no,2010,2010-08-22,Sunday
6014,47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no,2010,2010-01-30,Saturday
6015,33,services,divorced,secondary,no,327,yes,no,unknown,7,may,109,1,-1,0,unknown,no,2010,2010-05-07,Friday
6016,30,technician,single,secondary,no,426,yes,no,telephone,17,nov,127,4,111,6,failure,no,2010,2010-11-17,Wednesday
6017,52,self-employed,divorced,secondary,no,1291,yes,no,cellular,19,nov,559,1,169,2,failure,no,2010,2010-11-19,Friday
6018,54,management,divorced,tertiary,no,3473,yes,no,cellular,12,aug,306,2,-1,0,unknown,no,2010,2010-08-12,Thursday
6019,59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,-1,0,unknown,no,2010,2010-05-12,Wednesday
6020,35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no,2010,2010-05-06,Thursday
6021,29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no,2010,2010-05-27,Thursday
6022,33,technician,single,secondary,no,-479,no,no,cellular,7,aug,235,1,-1,0,unknown,no,2010,2010-08-07,Saturday
6023,32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,no,2010,2010-05-13,Thursday
6024,50,blue-collar,married,primary,no,0,no,no,unknown,9,jun,199,4,-1,0,unknown,no,2010,2010-06-09,Wednesday
6025,54,entrepreneur,married,secondary,no,0,no,no,unknown,9,jun,96,1,-1,0,unknown,no,2010,2010-06-09,Wednesday
6026,49,technician,single,secondary,no,1202,yes,no,unknown,18,jun,122,1,-1,0,unknown,no,2010,2010-06-18,Friday
6027,39,admin.,single,secondary,no,2854,yes,no,unknown,2,jun,64,1,-1,0,unknown,no,2010,2010-06-02,Wednesday
6028,34,management,single,tertiary,no,9,no,no,cellular,11,jul,439,2,-1,0,unknown,no,2010,2010-07-11,Sunday
6029,31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no,2010,2010-11-19,Friday
6030,46,technician,divorced,tertiary,no,0,yes,no,cellular,11,aug,249,5,-1,0,unknown,no,2010,2010-08-11,Wednesday
6031,59,retired,married,secondary,no,2467,no,no,cellular,20,nov,972,2,-1,0,unknown,no,2010,2010-11-20,Saturday
6032,32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,no,2010,2010-04-20,Tuesday
6033,39,admin.,married,secondary,no,47,yes,no,cellular,16,aug,143,2,371,6,failure,no,2010,2010-08-16,Monday
6034,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no,2010,2010-04-17,Saturday
6035,33,technician,divorced,secondary,no,522,no,yes,cellular,7,jul,559,4,-1,0,unknown,no,2010,2010-07-07,Wednesday
6036,59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,no,2010,2010-06-16,Wednesday
6037,28,blue-collar,single,secondary,no,-193,no,no,cellular,18,jul,580,7,-1,0,unknown,no,2010,2010-07-18,Sunday
6038,48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown,no,2010,2010-05-29,Saturday
6039,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown,no,2010,2010-07-17,Saturday
6040,41,technician,married,secondary,no,201,no,yes,cellular,14,jul,53,8,-1,0,unknown,no,2010,2010-07-14,Wednesday
6041,33,admin.,single,secondary,no,598,yes,no,unknown,28,may,189,1,-1,0,unknown,no,2010,2010-05-28,Friday
6042,37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no,2010,2010-11-02,Tuesday
6043,30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no,2010,2010-04-16,Friday
6044,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no,2010,2010-02-03,Wednesday
6045,53,blue-collar,divorced,primary,no,559,no,no,telephone,9,feb,16,5,-1,0,unknown,no,2010,2010-02-09,Tuesday
6046,26,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157,2,-1,0,unknown,no,2010,2010-07-16,Friday
6047,59,retired,married,primary,no,-411,no,no,cellular,29,jan,225,1,-1,0,unknown,no,2010,2010-01-29,Friday
6048,44,blue-collar,single,secondary,no,36,yes,no,unknown,8,may,712,1,-1,0,unknown,no,2010,2010-05-08,Saturday
6049,55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,-1,0,unknown,no,2010,2010-01-28,Thursday
6050,26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no,2010,2010-05-14,Friday
6051,41,blue-collar,married,primary,no,3658,yes,no,cellular,9,apr,268,1,330,1,failure,no,2010,2010-04-09,Friday
6052,28,management,single,tertiary,no,-227,yes,no,unknown,4,jun,298,2,-1,0,unknown,no,2010,2010-06-04,Friday
6053,40,management,married,tertiary,no,423,yes,no,cellular,30,jul,134,24,-1,0,unknown,no,2010,2010-07-30,Friday
6054,47,unemployed,divorced,secondary,no,947,no,no,cellular,5,feb,124,2,-1,0,unknown,no,2010,2010-02-05,Friday
6055,39,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,2010,2010-05-08,Saturday
6056,38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no,2010,2010-06-09,Wednesday
6057,37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,no,2010,2010-01-29,Friday
6058,36,blue-collar,married,secondary,no,2894,yes,no,cellular,17,jul,747,1,-1,0,unknown,no,2010,2010-07-17,Saturday
6059,53,management,married,secondary,no,2693,no,no,cellular,21,nov,140,1,-1,0,unknown,no,2010,2010-11-21,Sunday
6060,47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no,2010,2010-01-28,Thursday
6061,28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,2,-1,0,unknown,no,2010,2010-01-30,Saturday
6062,32,student,single,unknown,no,1583,yes,no,unknown,20,may,57,1,-1,0,unknown,no,2010,2010-05-20,Thursday
6063,25,management,single,tertiary,no,2399,yes,no,unknown,3,jun,193,2,-1,0,unknown,no,2010,2010-06-03,Thursday
6064,39,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,157,3,486,1,other,no,2010,2010-09-24,Friday
6065,60,retired,married,secondary,no,194,no,yes,cellular,30,jul,61,5,-1,0,unknown,no,2010,2010-07-30,Friday
6066,39,admin.,married,secondary,no,1221,no,no,unknown,12,jun,97,1,-1,0,unknown,no,2010,2010-06-12,Saturday
6067,31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,235,5,-1,0,unknown,no,2010,2010-05-27,Thursday
6068,45,admin.,married,secondary,no,256,no,no,cellular,21,nov,135,2,-1,0,unknown,no,2010,2010-11-21,Sunday
6069,36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109,14,-1,0,unknown,no,2010,2010-08-26,Thursday
6070,44,services,married,secondary,no,1335,yes,no,cellular,30,jul,94,5,-1,0,unknown,no,2010,2010-07-30,Friday
6071,33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no,2010,2010-02-05,Friday
6072,31,management,married,tertiary,no,0,no,no,cellular,26,aug,76,2,-1,0,unknown,no,2010,2010-08-26,Thursday
6073,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,no,2010,2010-04-13,Tuesday
6074,50,self-employed,married,secondary,no,5312,no,no,cellular,23,jul,106,3,-1,0,unknown,no,2010,2010-07-23,Friday
6075,40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,281,1,-1,0,unknown,no,2010,2010-04-20,Tuesday
6076,33,technician,married,secondary,no,0,no,no,cellular,13,aug,78,2,-1,0,unknown,no,2010,2010-08-13,Friday
6077,42,admin.,married,secondary,no,-1386,yes,yes,cellular,15,jul,56,4,-1,0,unknown,no,2010,2010-07-15,Thursday
6078,42,management,single,tertiary,no,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no,2010,2010-08-13,Friday
6079,33,blue-collar,married,secondary,yes,2,no,no,unknown,23,may,74,4,-1,0,unknown,no,2010,2010-05-23,Sunday
6080,40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no,2010,2010-07-07,Wednesday
6081,52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no,2010,2010-06-20,Sunday
6082,49,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,no,2010,2010-06-09,Wednesday
6083,30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,-1,0,unknown,no,2010,2010-08-05,Thursday
6084,26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29,jul,63,5,-1,0,unknown,no,2010,2010-07-29,Thursday
6085,40,management,married,secondary,no,-240,no,yes,unknown,28,may,160,3,-1,0,unknown,no,2010,2010-05-28,Friday
6086,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no,2010,2010-05-27,Thursday
6087,55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no,2010,2010-05-06,Thursday
6088,48,self-employed,married,secondary,no,1559,no,no,cellular,24,dec,520,3,133,3,failure,no,2010,2010-12-24,Friday
6089,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown,no,2010,2010-04-15,Thursday
6090,54,admin.,married,secondary,no,0,yes,yes,cellular,23,jul,117,1,-1,0,unknown,no,2010,2010-07-23,Friday
6091,36,management,married,secondary,no,1989,no,no,unknown,17,jun,344,2,-1,0,unknown,no,2010,2010-06-17,Thursday
6092,34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no,2010,2010-04-17,Saturday
6093,39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no,2010,2010-08-06,Friday
6094,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,no,2010,2010-04-14,Wednesday
6095,42,blue-collar,married,secondary,no,349,yes,no,cellular,7,apr,226,2,-1,0,unknown,no,2010,2010-04-07,Wednesday
6096,55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,no,2010,2010-11-21,Sunday
6097,85,retired,married,unknown,no,1934,no,no,telephone,12,jan,140,1,-1,0,unknown,no,2010,2010-01-12,Tuesday
6098,63,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,2,93,1,success,no,2010,2010-02-04,Thursday
6099,37,admin.,single,secondary,no,9,yes,no,cellular,14,may,165,1,-1,0,unknown,no,2010,2010-05-14,Friday
6100,24,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no,2010,2010-06-27,Sunday
6101,34,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no,2010,2010-08-07,Saturday
6102,28,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no,2010,2010-07-08,Thursday
6103,58,retired,divorced,tertiary,no,499,yes,yes,cellular,29,jan,181,1,-1,0,unknown,no,2010,2010-01-29,Friday
6104,49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no,2010,2010-05-13,Thursday
6105,31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,103,1,-1,0,unknown,no,2010,2010-07-07,Wednesday
6106,56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,no,2010,2010-05-26,Wednesday
6107,43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no,2010,2010-07-28,Wednesday
6108,32,blue-collar,single,secondary,no,1342,yes,no,unknown,23,may,109,2,-1,0,unknown,no,2010,2010-05-23,Sunday
6109,55,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown,no,2010,2010-08-06,Friday
6110,55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no,2010,2010-06-16,Wednesday
6111,31,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,no,2010,2010-05-15,Saturday
6112,49,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no,2010,2010-05-08,Saturday
6113,41,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown,no,2010,2010-11-20,Saturday
6114,56,retired,divorced,primary,no,48,yes,no,cellular,14,may,132,2,-1,0,unknown,no,2010,2010-05-14,Friday
6115,50,blue-collar,divorced,primary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no,2010,2010-05-12,Wednesday
6116,37,technician,single,secondary,no,6714,yes,no,unknown,23,may,90,1,-1,0,unknown,no,2010,2010-05-23,Sunday
6117,35,blue-collar,married,primary,no,623,yes,no,cellular,6,may,97,2,-1,0,unknown,no,2010,2010-05-06,Thursday
6118,52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no,2010,2010-11-20,Saturday
6119,33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown,no,2010,2010-08-29,Sunday
6120,42,management,married,tertiary,no,9916,yes,no,cellular,21,nov,306,1,-1,0,unknown,no,2010,2010-11-21,Sunday
6121,33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no,2010,2010-06-18,Friday
6122,35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown,no,2010,2010-05-08,Saturday
6123,28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,no,2010,2010-10-29,Friday
6124,41,admin.,divorced,secondary,no,2550,yes,no,cellular,15,may,894,2,347,2,failure,no,2010,2010-05-15,Saturday
6125,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,no,2010,2010-07-03,Saturday
6126,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no,2010,2010-02-02,Tuesday
6127,40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no,2010,2010-05-30,Sunday
6128,37,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no,2010,2010-07-15,Thursday
6129,33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,-1,0,unknown,no,2010,2010-01-29,Friday
