id,age,job,marital,education,default,balance,housing,loan,contact,day,month,date_2025,month_num,weekday,duration,campaign,pdays,previous,poutcome,deposit
4785,75,retired,married,secondary,no,291,no,no,cellular,12,aug,12/08/2025,8,Tuesday,350,1,182,2,success,yes
4786,30,management,single,tertiary,no,4889,no,no,cellular,11,aug,11/08/2025,8,Monday,545,2,-1,0,unknown,yes
4787,30,management,single,tertiary,no,502,no,yes,cellular,18,jul,18/07/2025,7,Friday,572,1,-1,0,unknown,yes
4788,50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,13/11/2025,11,Thursday,176,2,197,2,success,yes
4789,37,management,married,tertiary,no,3556,no,no,cellular,9,nov,09/11/2025,11,Sunday,268,1,-1,0,unknown,yes
4790,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,06/02/2025,2,Thursday,1658,1,262,1,failure,yes
4791,26,management,single,tertiary,no,3944,yes,no,cellular,14,may,14/05/2025,5,Wednesday,974,2,-1,0,unknown,yes
4792,49,services,married,secondary,no,202,yes,no,cellular,17,nov,17/11/2025,11,Monday,651,2,104,1,failure,yes
4793,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,14/04/2025,4,Monday,184,1,-1,0,unknown,yes
4794,46,admin.,married,secondary,no,974,no,no,cellular,17,mar,17/03/2025,3,Monday,178,1,-1,0,unknown,yes
4795,38,management,single,tertiary,no,3141,no,no,cellular,9,nov,09/11/2025,11,Sunday,347,4,189,2,success,yes
4796,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,19/10/2025,10,Sunday,343,3,-1,0,unknown,yes
4797,35,services,single,tertiary,no,0,no,no,cellular,3,jul,03/07/2025,7,Thursday,704,1,-1,0,unknown,yes
4798,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,09/06/2025,6,Monday,239,4,-1,0,unknown,yes
4799,54,management,married,primary,no,2587,no,no,cellular,2,jun,02/06/2025,6,Monday,236,2,-1,0,unknown,yes
4800,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,13/08/2025,8,Wednesday,1314,2,-1,0,unknown,yes
4801,36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,03/02/2025,2,Monday,298,1,-1,0,unknown,yes
4802,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,23/06/2025,6,Monday,1407,1,-1,0,unknown,yes
4803,36,services,married,secondary,no,394,no,no,cellular,5,aug,05/08/2025,8,Tuesday,324,1,-1,0,unknown,yes
4804,41,management,married,tertiary,no,5561,no,no,cellular,20,aug,20/08/2025,8,Wednesday,649,2,-1,0,unknown,yes
4805,30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,04/08/2025,8,Monday,250,1,92,2,failure,yes
4806,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,27/10/2025,10,Monday,150,1,-1,0,unknown,yes
4807,34,services,single,tertiary,no,3119,no,no,cellular,16,oct,16/10/2025,10,Thursday,306,1,-1,0,unknown,yes
4808,32,services,married,secondary,no,264,yes,yes,cellular,19,nov,19/11/2025,11,Wednesday,1502,1,-1,0,unknown,yes
4809,35,unemployed,married,primary,no,3285,no,no,cellular,21,nov,21/11/2025,11,Friday,1555,2,-1,0,unknown,yes
4810,50,management,married,tertiary,no,1396,no,no,cellular,25,aug,25/08/2025,8,Monday,731,6,-1,0,unknown,yes
4811,28,services,married,secondary,no,510,yes,yes,cellular,8,jul,08/07/2025,7,Tuesday,1767,2,-1,0,unknown,yes
4812,44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,15/05/2025,5,Thursday,679,1,366,4,failure,yes
4813,32,blue-collar,married,primary,no,634,no,no,cellular,29,jan,29/01/2025,1,Wednesday,696,1,-1,0,unknown,yes
4814,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,12/08/2025,8,Tuesday,796,4,-1,0,unknown,yes
4815,59,retired,married,secondary,no,0,no,no,unknown,5,jun,05/06/2025,6,Thursday,812,1,-1,0,unknown,yes
4816,35,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,06/05/2025,5,Tuesday,954,1,-1,0,unknown,yes
4817,30,blue-collar,married,secondary,no,278,yes,yes,unknown,23,may,23/05/2025,5,Friday,1073,1,-1,0,unknown,yes
4818,42,management,married,unknown,no,849,yes,no,cellular,8,oct,08/10/2025,10,Wednesday,667,1,321,1,other,yes
4819,63,retired,married,secondary,no,1612,no,no,telephone,17,feb,17/02/2025,2,Monday,233,2,-1,0,unknown,yes
4820,35,technician,single,secondary,no,204,yes,no,cellular,25,may,25/05/2025,5,Sunday,236,1,-1,0,unknown,yes
4821,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,30/04/2025,4,Wednesday,323,1,-1,0,unknown,yes
4822,27,technician,single,tertiary,no,4661,no,no,cellular,8,apr,08/04/2025,4,Tuesday,114,1,-1,0,unknown,yes
4823,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,13/07/2025,7,Sunday,178,1,181,4,success,yes
4824,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,25/05/2025,5,Sunday,352,3,186,2,failure,yes
4825,80,retired,married,primary,no,1468,no,no,cellular,13,jan,13/01/2025,1,Monday,330,3,-1,0,unknown,yes
4826,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,21/08/2025,8,Thursday,819,10,-1,0,unknown,yes
4827,33,management,single,tertiary,no,224,no,no,cellular,23,sep,23/09/2025,9,Tuesday,409,2,92,4,success,yes
4828,65,retired,married,primary,no,1760,no,no,cellular,18,aug,18/08/2025,8,Monday,855,4,-1,0,unknown,yes
4829,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,17/06/2025,6,Tuesday,243,3,91,6,success,yes
4830,30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,04/08/2025,8,Monday,139,1,92,5,success,yes
4831,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,04/05/2025,5,Sunday,226,2,319,1,success,yes
4832,29,technician,married,secondary,no,95,no,yes,cellular,3,feb,03/02/2025,2,Monday,172,3,-1,0,unknown,yes
4833,31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,21/11/2025,11,Friday,635,1,135,2,failure,yes
4834,31,management,single,secondary,no,360,yes,no,cellular,18,may,18/05/2025,5,Sunday,309,1,-1,0,unknown,yes
4835,49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,04/08/2025,8,Monday,605,2,92,4,success,yes
4836,43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,16/07/2025,7,Wednesday,745,1,281,1,failure,yes
4837,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,mar,02/03/2025,3,Sunday,263,2,180,2,success,yes
4838,39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,28/07/2025,7,Monday,429,2,184,3,success,yes
4839,71,technician,married,secondary,no,3020,no,no,telephone,30,jul,30/07/2025,7,Wednesday,304,1,270,3,failure,yes
4840,38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,18/06/2025,6,Wednesday,1603,10,-1,0,unknown,yes
4841,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,21/11/2025,11,Friday,710,1,-1,0,unknown,yes
4842,45,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,07/01/2025,1,Tuesday,118,1,-1,0,unknown,yes
4843,67,retired,divorced,secondary,no,704,no,no,cellular,6,may,06/05/2025,5,Tuesday,613,1,87,3,success,yes
4844,58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,23/06/2025,6,Monday,790,4,141,1,other,yes
4845,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,05/03/2025,3,Wednesday,182,1,107,2,other,yes
4846,34,management,married,tertiary,no,8000,no,no,cellular,12,feb,12/02/2025,2,Wednesday,291,1,260,2,failure,yes
4847,27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,24/05/2025,5,Saturday,168,1,389,1,failure,yes
4848,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,11/08/2025,8,Monday,663,3,-1,0,unknown,yes
4849,38,management,married,unknown,no,3576,no,no,cellular,26,may,26/05/2025,5,Monday,579,1,-1,0,unknown,yes
4850,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,16/06/2025,6,Monday,292,1,504,1,failure,yes
4851,25,student,single,secondary,no,2354,no,no,cellular,5,feb,05/02/2025,2,Wednesday,226,7,-1,0,unknown,yes
4852,37,services,married,secondary,no,775,no,no,cellular,14,aug,14/08/2025,8,Thursday,150,2,-1,0,unknown,yes
4853,38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,21/05/2025,5,Wednesday,611,2,-1,0,unknown,yes
4854,37,technician,single,secondary,no,4,no,no,cellular,11,aug,11/08/2025,8,Monday,933,1,-1,0,unknown,yes
4855,34,management,married,tertiary,no,5,no,no,cellular,18,aug,18/08/2025,8,Monday,370,2,-1,0,unknown,yes
4856,37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,06/04/2025,4,Sunday,1138,2,138,1,failure,yes
4857,76,retired,divorced,primary,no,802,no,no,cellular,9,mar,09/03/2025,3,Sunday,241,1,181,5,success,yes
4858,48,management,married,tertiary,no,2351,no,no,cellular,15,sep,15/09/2025,9,Monday,150,1,105,3,success,yes
4859,49,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,12/03/2025,3,Wednesday,229,1,-1,0,unknown,yes
4860,62,housemaid,married,secondary,no,2,no,no,cellular,3,nov,03/11/2025,11,Monday,322,1,-1,0,unknown,yes
4861,33,services,single,unknown,no,2297,no,no,cellular,27,jul,27/07/2025,7,Sunday,527,1,-1,0,unknown,yes
4862,19,student,single,unknown,no,779,no,no,cellular,1,apr,01/04/2025,4,Tuesday,184,4,-1,0,unknown,yes
4863,25,student,single,secondary,no,108,no,no,cellular,29,apr,29/04/2025,4,Tuesday,305,3,-1,0,unknown,yes
4864,31,services,divorced,primary,no,459,yes,no,cellular,7,may,07/05/2025,5,Wednesday,623,1,293,1,success,yes
4865,38,technician,single,tertiary,no,110,no,no,unknown,17,jun,17/06/2025,6,Tuesday,1051,3,-1,0,unknown,yes
4866,31,technician,single,tertiary,no,13711,yes,no,cellular,20,nov,20/11/2025,11,Thursday,1532,3,-1,0,unknown,yes
4867,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,27/04/2025,4,Sunday,97,1,-1,0,unknown,yes
4868,24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,27/04/2025,4,Sunday,122,1,-1,0,unknown,yes
4869,26,technician,single,secondary,no,181,no,no,cellular,20,apr,20/04/2025,4,Sunday,158,2,-1,0,unknown,yes
4870,73,retired,married,tertiary,no,448,no,no,cellular,24,mar,24/03/2025,3,Monday,136,1,-1,0,unknown,yes
4871,29,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,13/05/2025,5,Tuesday,482,2,-1,0,unknown,yes
4872,49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,30/04/2025,4,Wednesday,252,1,168,1,success,yes
4873,42,management,married,primary,no,5310,yes,no,cellular,25,nov,25/11/2025,11,Tuesday,968,2,97,4,success,yes
4874,68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,26/01/2025,1,Sunday,708,1,96,3,success,yes
4875,60,management,married,tertiary,no,2281,no,no,cellular,5,feb,05/02/2025,2,Wednesday,230,2,-1,0,unknown,yes
4876,53,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,20/11/2025,11,Thursday,295,3,-1,0,unknown,yes
4877,62,retired,married,secondary,no,1495,no,no,cellular,2,feb,02/02/2025,2,Sunday,265,1,-1,0,unknown,yes
4878,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,18/05/2025,5,Sunday,536,2,-1,0,unknown,yes
4879,36,housemaid,married,primary,no,78,yes,no,telephone,30,jul,30/07/2025,7,Wednesday,2692,9,-1,0,unknown,yes
4880,46,services,married,primary,no,437,yes,no,cellular,13,may,13/05/2025,5,Tuesday,546,3,-1,0,unknown,yes
4881,37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,05/02/2025,2,Wednesday,630,3,-1,0,unknown,yes
4882,53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,03/02/2025,2,Monday,211,1,-1,0,unknown,yes
4883,34,admin.,married,secondary,no,155,no,no,cellular,5,feb,05/02/2025,2,Wednesday,696,2,-1,0,unknown,yes
4884,24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,08/07/2025,7,Tuesday,210,5,-1,0,unknown,yes
4885,36,management,married,tertiary,no,495,no,no,cellular,11,sep,11/09/2025,9,Thursday,91,1,37,5,success,yes
4886,34,technician,married,secondary,no,294,yes,no,cellular,9,dec,09/12/2025,12,Tuesday,265,1,184,3,success,yes
4887,48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,02/02/2025,2,Sunday,1790,2,-1,0,unknown,yes
4888,43,self-employed,single,unknown,no,3173,no,no,unknown,15,may,15/05/2025,5,Thursday,746,1,-1,0,unknown,yes
4889,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,22/08/2025,8,Friday,671,2,-1,0,unknown,yes
4890,46,blue-collar,married,secondary,no,640,yes,no,cellular,12,mar,12/03/2025,3,Wednesday,215,1,182,4,success,yes
4891,32,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,15/05/2025,5,Thursday,692,3,-1,0,unknown,yes
4892,45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,16/05/2025,5,Friday,528,1,-1,0,unknown,yes
4893,29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,17/11/2025,11,Monday,309,3,208,4,success,yes
4894,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,16/04/2025,4,Wednesday,1034,1,-1,0,unknown,yes
4895,20,student,single,secondary,no,502,no,no,cellular,30,apr,30/04/2025,4,Wednesday,261,1,-1,0,unknown,yes
4896,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,26/05/2025,5,Monday,745,4,-1,0,unknown,yes
4897,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,16/05/2025,5,Friday,844,1,-1,0,unknown,yes
4898,29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,10/07/2025,7,Thursday,627,1,-1,0,unknown,yes
4899,23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,16/09/2025,9,Tuesday,393,1,183,3,success,yes
4900,37,management,married,tertiary,no,630,no,no,cellular,30,apr,30/04/2025,4,Wednesday,315,1,87,1,success,yes
4901,35,management,married,tertiary,no,2161,no,no,cellular,9,sep,09/09/2025,9,Tuesday,569,3,-1,0,unknown,yes
4902,61,retired,married,tertiary,no,32685,no,no,cellular,2,mar,02/03/2025,3,Sunday,1447,2,-1,0,unknown,yes
4903,31,management,single,tertiary,no,3384,no,no,cellular,16,sep,16/09/2025,9,Tuesday,153,1,104,2,success,yes
4904,41,management,married,primary,no,5310,yes,no,cellular,17,nov,17/11/2025,11,Monday,984,1,-1,0,unknown,yes
4905,34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,13/05/2025,5,Tuesday,2231,1,-1,0,unknown,yes
4906,32,services,single,secondary,no,772,yes,no,unknown,15,may,15/05/2025,5,Thursday,697,3,-1,0,unknown,yes
4907,32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,05/02/2025,2,Wednesday,783,1,175,5,failure,yes
4908,34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,18/11/2025,11,Tuesday,835,1,-1,0,unknown,yes
4909,35,blue-collar,married,unknown,no,520,yes,no,cellular,17,apr,17/04/2025,4,Thursday,476,1,-1,0,unknown,yes
4910,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,03/11/2025,11,Monday,289,1,-1,0,unknown,yes
4911,32,services,single,unknown,no,2378,no,no,cellular,17,nov,17/11/2025,11,Monday,1132,2,-1,0,unknown,yes
4912,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,07/05/2025,5,Wednesday,1806,2,287,3,other,yes
4913,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,15/05/2025,5,Thursday,651,32,-1,0,unknown,yes
4914,32,technician,single,secondary,no,116,yes,no,cellular,20,aug,20/08/2025,8,Wednesday,718,2,-1,0,unknown,yes
4915,23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,14/08/2025,8,Thursday,100,2,-1,0,unknown,yes
4916,32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,23/07/2025,7,Wednesday,2078,6,-1,0,unknown,yes
4917,60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,03/08/2025,8,Sunday,676,2,181,5,failure,yes
4918,44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,10/11/2025,11,Monday,95,1,95,3,success,yes
4919,30,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,21/11/2025,11,Friday,566,4,-1,0,unknown,yes
4920,37,technician,married,unknown,no,189,no,no,cellular,16,jun,16/06/2025,6,Monday,162,2,-1,0,unknown,yes
4921,35,technician,single,tertiary,no,1880,no,no,cellular,20,may,20/05/2025,5,Tuesday,154,1,-1,0,unknown,yes
4922,36,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,15/07/2025,7,Tuesday,687,7,-1,0,unknown,yes
4923,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,11/08/2025,8,Monday,744,2,-1,0,unknown,yes
4924,25,technician,married,tertiary,no,839,yes,no,cellular,18,may,18/05/2025,5,Sunday,700,3,-1,0,unknown,yes
4925,33,management,single,tertiary,no,952,yes,no,cellular,29,apr,29/04/2025,4,Tuesday,1241,5,-1,0,unknown,yes
4926,28,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,09/05/2025,5,Friday,2016,2,-1,0,unknown,yes
4927,31,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,28/01/2025,1,Tuesday,872,1,-1,0,unknown,yes
4928,56,retired,married,primary,no,1947,no,no,cellular,2,mar,02/03/2025,3,Sunday,225,2,123,5,failure,yes
4929,41,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,30/04/2025,4,Wednesday,460,1,-1,0,unknown,yes
4930,68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,14/09/2025,9,Sunday,404,2,91,4,success,yes
4931,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,12/03/2025,3,Wednesday,156,1,-1,0,unknown,yes
4932,37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,20/04/2025,4,Sunday,885,5,150,7,failure,yes
4933,28,student,single,secondary,no,153,no,no,cellular,23,jul,23/07/2025,7,Wednesday,1124,2,-1,0,unknown,yes
4934,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,27/03/2025,3,Thursday,229,2,-1,0,unknown,yes
4935,53,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,02/07/2025,7,Wednesday,25,1,417,1,success,yes
4936,32,services,single,secondary,no,-198,yes,no,unknown,21,may,21/05/2025,5,Wednesday,681,3,-1,0,unknown,yes
4937,33,admin.,single,secondary,no,5,yes,no,cellular,15,may,15/05/2025,5,Thursday,934,2,368,2,failure,yes
4938,57,housemaid,married,tertiary,no,2326,no,no,cellular,17,apr,17/04/2025,4,Thursday,378,1,-1,0,unknown,yes
4939,41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,19/11/2025,11,Wednesday,814,1,-1,0,unknown,yes
4940,24,technician,single,secondary,no,598,no,no,cellular,12,may,12/05/2025,5,Monday,762,1,182,2,success,yes
4941,45,student,single,unknown,no,1527,no,no,cellular,8,mar,08/03/2025,3,Saturday,132,1,-1,0,unknown,yes
4942,49,management,married,secondary,no,1623,yes,no,cellular,19,nov,19/11/2025,11,Wednesday,1081,2,-1,0,unknown,yes
4943,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,05/05/2025,5,Monday,259,1,-1,0,unknown,yes
4944,26,services,single,secondary,no,1445,no,no,telephone,23,oct,23/10/2025,10,Thursday,171,1,-1,0,unknown,yes
4945,57,management,married,tertiary,no,256,no,no,cellular,5,jun,05/06/2025,6,Thursday,304,2,91,1,success,yes
4946,39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,30/07/2025,7,Wednesday,650,2,-1,0,unknown,yes
4947,40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,04/05/2025,5,Sunday,392,2,91,3,success,yes
4948,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,19/06/2025,6,Thursday,500,2,-1,0,unknown,yes
4949,35,technician,single,tertiary,no,670,no,no,cellular,13,apr,13/04/2025,4,Sunday,278,4,182,2,success,yes
4950,46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,28/07/2025,7,Monday,573,5,-1,0,unknown,yes
4951,49,services,divorced,secondary,no,947,no,no,unknown,20,jun,20/06/2025,6,Friday,808,2,-1,0,unknown,yes
4952,22,student,single,secondary,no,71,no,no,cellular,13,jul,13/07/2025,7,Sunday,337,1,181,2,success,yes
4953,36,technician,married,tertiary,no,521,no,no,cellular,20,oct,20/10/2025,10,Monday,347,3,-1,0,unknown,yes
4954,38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,27/02/2025,2,Thursday,99,1,102,6,success,yes
4955,40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,11/05/2025,5,Sunday,474,1,256,1,success,yes
4956,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,18/08/2025,8,Monday,460,2,-1,0,unknown,yes
4957,78,retired,divorced,primary,no,229,no,no,telephone,22,oct,22/10/2025,10,Wednesday,97,1,-1,0,unknown,yes
4958,25,technician,single,secondary,no,325,no,no,cellular,22,oct,22/10/2025,10,Wednesday,716,3,-1,0,unknown,yes
4959,63,management,married,tertiary,no,5112,no,no,telephone,13,nov,13/11/2025,11,Thursday,2184,2,95,3,failure,yes
4960,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,18/08/2025,8,Monday,384,11,-1,0,unknown,yes
4961,41,technician,single,secondary,no,650,yes,no,cellular,20,nov,20/11/2025,11,Thursday,2420,3,-1,0,unknown,yes
4962,50,retired,married,secondary,no,8648,no,no,cellular,12,may,12/05/2025,5,Monday,731,3,176,1,failure,yes
4963,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,12/11/2025,11,Wednesday,123,1,196,1,success,yes
4964,27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,29/05/2025,5,Thursday,733,1,-1,0,unknown,yes
4965,50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,20/06/2025,6,Friday,716,2,-1,0,unknown,yes
4966,44,management,married,tertiary,no,1791,no,no,telephone,12,aug,12/08/2025,8,Tuesday,201,1,182,2,success,yes
4967,26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,30/04/2025,4,Wednesday,394,1,-1,0,unknown,yes
4968,46,technician,married,unknown,no,3308,no,no,cellular,28,jul,28/07/2025,7,Monday,219,2,-1,0,unknown,yes
4969,36,services,married,secondary,no,4721,no,no,cellular,9,jun,09/06/2025,6,Monday,150,1,92,5,success,yes
4970,35,management,single,tertiary,no,18111,no,no,cellular,14,aug,14/08/2025,8,Thursday,172,4,-1,0,unknown,yes
4971,68,retired,married,secondary,no,1146,no,no,cellular,3,mar,03/03/2025,3,Monday,153,2,110,3,success,yes
4972,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,05/11/2025,11,Wednesday,169,1,-1,0,unknown,yes
4973,36,services,married,unknown,no,618,no,no,cellular,13,jul,13/07/2025,7,Sunday,360,1,335,2,success,yes
4974,34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,11/03/2025,3,Tuesday,101,7,-1,0,unknown,yes
4975,30,management,single,tertiary,no,1028,no,no,cellular,4,feb,04/02/2025,2,Tuesday,1294,2,-1,0,unknown,yes
4976,22,admin.,single,secondary,no,114,no,no,cellular,30,mar,30/03/2025,3,Sunday,517,1,-1,0,unknown,yes
4977,59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,10/07/2025,7,Thursday,982,1,-1,0,unknown,yes
4978,60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,12/08/2025,8,Tuesday,429,2,-1,0,unknown,yes
4979,32,technician,married,secondary,no,660,no,no,cellular,25,oct,25/10/2025,10,Saturday,226,2,490,1,failure,yes
4980,46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,19/11/2025,11,Wednesday,1084,1,100,4,failure,yes
4981,23,student,single,secondary,no,794,no,no,cellular,26,jul,26/07/2025,7,Saturday,607,3,171,3,other,yes
4982,22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,10/08/2025,8,Sunday,164,1,109,2,other,yes
4983,59,services,married,secondary,no,2965,yes,no,cellular,13,may,13/05/2025,5,Tuesday,1970,3,-1,0,unknown,yes
4984,26,management,single,tertiary,no,222,no,no,cellular,28,jun,28/06/2025,6,Saturday,247,1,63,2,success,yes
4985,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,09/07/2025,7,Wednesday,1121,1,-1,0,unknown,yes
4986,53,retired,married,secondary,no,665,yes,no,cellular,22,apr,22/04/2025,4,Tuesday,371,2,-1,0,unknown,yes
4987,39,management,married,tertiary,no,285,yes,no,cellular,15,jul,15/07/2025,7,Tuesday,838,3,-1,0,unknown,yes
4988,32,technician,married,secondary,no,473,no,yes,cellular,10,aug,10/08/2025,8,Sunday,1064,1,95,3,success,yes
4989,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,07/08/2025,8,Thursday,182,2,99,1,failure,yes
4990,37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,07/05/2025,5,Wednesday,732,2,-1,0,unknown,yes
4991,35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,03/11/2025,11,Monday,102,1,-1,0,unknown,yes
4992,42,management,married,tertiary,no,294,no,no,cellular,26,aug,26/08/2025,8,Tuesday,513,1,-1,0,unknown,yes
4993,27,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,16/07/2025,7,Wednesday,652,1,-1,0,unknown,yes
4994,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,23/10/2025,10,Thursday,301,1,-1,0,unknown,yes
4995,41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,06/06/2025,6,Friday,554,2,-1,0,unknown,yes
4996,37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,18/05/2025,5,Sunday,899,3,-1,0,unknown,yes
4997,44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,05/02/2025,2,Wednesday,1960,3,-1,0,unknown,yes
4998,32,technician,single,tertiary,no,654,yes,no,cellular,25,may,25/05/2025,5,Sunday,615,4,-1,0,unknown,yes
4999,34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,05/08/2025,8,Tuesday,203,1,92,5,success,yes
5000,42,services,married,tertiary,no,4216,no,no,cellular,12,jun,12/06/2025,6,Thursday,186,2,-1,0,unknown,yes
5001,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,11/11/2025,11,Tuesday,167,1,-1,0,unknown,yes
5002,48,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,29/01/2025,1,Wednesday,1249,3,-1,0,unknown,yes
5003,73,retired,married,primary,no,5539,no,no,telephone,6,aug,06/08/2025,8,Wednesday,338,1,-1,0,unknown,yes
5004,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,30/04/2025,4,Wednesday,1373,2,-1,0,unknown,yes
5005,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,17/11/2025,11,Monday,525,3,-1,0,unknown,yes
5006,57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,19/08/2025,8,Tuesday,687,4,-1,0,unknown,yes
5007,29,services,single,primary,no,339,no,no,unknown,4,jul,04/07/2025,7,Friday,1576,3,-1,0,unknown,yes
5008,47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,08/08/2025,8,Friday,784,2,-1,0,unknown,yes
