,cluster_demografico,nombre_segmento
5756,3,Consolidados Técnicos
5757,2,Activos Directivos
5758,3,Consolidados Técnicos
5759,2,Activos Directivos
5760,3,Consolidados Técnicos
5761,1,Activos Operarios
5762,3,Consolidados Técnicos
5763,1,Activos Operarios
5764,3,Consolidados Técnicos
5765,0,Seniors Jubilados
5766,0,Seniors Jubilados
5767,0,Seniors Jubilados
5768,0,Seniors Jubilados
5769,0,Seniors Jubilados
5770,1,Activos Operarios
5771,2,Activos Directivos
5772,3,Consolidados Técnicos
5773,1,Activos Operarios
5774,1,Activos Operarios
5775,0,Seniors Jubilados
5776,2,Activos Directivos
5777,3,Consolidados Técnicos
5778,3,Consolidados Técnicos
5779,2,Activos Directivos
5780,3,Consolidados Técnicos
5781,0,Seniors Jubilados
5782,0,Seniors Jubilados
5783,1,Activos Operarios
5784,3,Consolidados Técnicos
5785,2,Activos Directivos
5786,1,Activos Operarios
5787,1,Activos Operarios
5788,2,Activos Directivos
5789,0,Seniors Jubilados
5790,3,Consolidados Técnicos
5791,3,Consolidados Técnicos
5792,2,Activos Directivos
5793,1,Activos Operarios
5794,3,Consolidados Técnicos
5795,3,Consolidados Técnicos
5796,1,Activos Operarios
5797,0,Seniors Jubilados
5798,3,Consolidados Técnicos
5799,0,Seniors Jubilados
5800,1,Activos Operarios
5801,1,Activos Operarios
5802,2,Activos Directivos
5803,1,Activos Operarios
5804,0,Seniors Jubilados
5805,3,Consolidados Técnicos
5806,3,Consolidados Técnicos
5807,3,Consolidados Técnicos
5808,3,Consolidados Técnicos
5809,3,Consolidados Técnicos
5810,3,Consolidados Técnicos
5811,2,Activos Directivos
5812,1,Activos Operarios
5813,1,Activos Operarios
5814,2,Activos Directivos
5815,2,Activos Directivos
5816,3,Consolidados Técnicos
5817,1,Activos Operarios
5818,0,Seniors Jubilados
5819,2,Activos Directivos
5820,1,Activos Operarios
5821,1,Activos Operarios
5822,3,Consolidados Técnicos
5823,2,Activos Directivos
5824,0,Seniors Jubilados
5825,2,Activos Directivos
5826,0,Seniors Jubilados
5827,2,Activos Directivos
5828,3,Consolidados Técnicos
5829,2,Activos Directivos
5830,1,Activos Operarios
5831,0,Seniors Jubilados
5832,3,Consolidados Técnicos
5833,2,Activos Directivos
5834,3,Consolidados Técnicos
5835,0,Seniors Jubilados
5836,3,Consolidados Técnicos
5837,3,Consolidados Técnicos
5838,0,Seniors Jubilados
5839,2,Activos Directivos
5840,1,Activos Operarios
5841,1,Activos Operarios
5842,1,Activos Operarios
5843,3,Consolidados Técnicos
5844,2,Activos Directivos
5845,3,Consolidados Técnicos
5846,3,Consolidados Técnicos
5847,2,Activos Directivos
5848,3,Consolidados Técnicos
5849,0,Seniors Jubilados
5850,0,Seniors Jubilados
5851,2,Activos Directivos
5852,1,Activos Operarios
5853,2,Activos Directivos
5854,3,Consolidados Técnicos
5855,2,Activos Directivos
5856,2,Activos Directivos
5857,3,Consolidados Técnicos
5858,1,Activos Operarios
5859,2,Activos Directivos
5860,3,Consolidados Técnicos
5861,3,Consolidados Técnicos
5862,2,Activos Directivos
5863,0,Seniors Jubilados
5864,3,Consolidados Técnicos
5865,2,Activos Directivos
5866,1,Activos Operarios
5867,1,Activos Operarios
5868,1,Activos Operarios
5869,3,Consolidados Técnicos
5870,1,Activos Operarios
5871,1,Activos Operarios
5872,2,Activos Directivos
5873,3,Consolidados Técnicos
5874,3,Consolidados Técnicos
5875,2,Activos Directivos
5876,1,Activos Operarios
5877,2,Activos Directivos
5878,2,Activos Directivos
5879,3,Consolidados Técnicos
5880,2,Activos Directivos
5881,1,Activos Operarios
5882,2,Activos Directivos
5883,3,Consolidados Técnicos
5884,2,Activos Directivos
5885,1,Activos Operarios
5886,3,Consolidados Técnicos
5887,3,Consolidados Técnicos
5888,1,Activos Operarios
5889,3,Consolidados Técnicos
5890,3,Consolidados Técnicos
5891,1,Activos Operarios
5892,2,Activos Directivos
5893,3,Consolidados Técnicos
5894,1,Activos Operarios
5895,1,Activos Operarios
5896,0,Seniors Jubilados
5897,1,Activos Operarios
5898,2,Activos Directivos
5899,2,Activos Directivos
5900,3,Consolidados Técnicos
5901,2,Activos Directivos
5902,1,Activos Operarios
5903,1,Activos Operarios
5904,2,Activos Directivos
5905,1,Activos Operarios
5906,3,Consolidados Técnicos
5907,1,Activos Operarios
5908,2,Activos Directivos
5909,3,Consolidados Técnicos
5910,3,Consolidados Técnicos
5911,0,Seniors Jubilados
5912,3,Consolidados Técnicos
5913,2,Activos Directivos
5914,1,Activos Operarios
5915,1,Activos Operarios
5916,2,Activos Directivos
5917,0,Seniors Jubilados
5918,0,Seniors Jubilados
5919,3,Consolidados Técnicos
5920,3,Consolidados Técnicos
5921,3,Consolidados Técnicos
5922,2,Activos Directivos
5923,1,Activos Operarios
5924,3,Consolidados Técnicos
5925,1,Activos Operarios
5926,3,Consolidados Técnicos
5927,3,Consolidados Técnicos
5928,2,Activos Directivos
5929,3,Consolidados Técnicos
5930,1,Activos Operarios
5931,1,Activos Operarios
5932,3,Consolidados Técnicos
5933,2,Activos Directivos
5934,3,Consolidados Técnicos
5935,3,Consolidados Técnicos
5936,3,Consolidados Técnicos
5937,3,Consolidados Técnicos
5938,1,Activos Operarios
5939,1,Activos Operarios
5940,0,Seniors Jubilados
5941,3,Consolidados Técnicos
5942,3,Consolidados Técnicos
5943,0,Seniors Jubilados
5944,3,Consolidados Técnicos
5945,1,Activos Operarios
5946,3,Consolidados Técnicos
5947,3,Consolidados Técnicos
5948,2,Activos Directivos
5949,1,Activos Operarios
5950,3,Consolidados Técnicos
5951,3,Consolidados Técnicos
5952,3,Consolidados Técnicos
5953,3,Consolidados Técnicos
5954,1,Activos Operarios
5955,2,Activos Directivos
5956,0,Seniors Jubilados
5957,2,Activos Directivos
5958,1,Activos Operarios
5959,3,Consolidados Técnicos
5960,1,Activos Operarios
5961,2,Activos Directivos
5962,3,Consolidados Técnicos
5963,3,Consolidados Técnicos
5964,3,Consolidados Técnicos
5965,3,Consolidados Técnicos
5966,1,Activos Operarios
5967,3,Consolidados Técnicos
5968,3,Consolidados Técnicos
5969,1,Activos Operarios
5970,3,Consolidados Técnicos
5971,2,Activos Directivos
5972,3,Consolidados Técnicos
5973,1,Activos Operarios
5974,3,Consolidados Técnicos
5975,2,Activos Directivos
5976,2,Activos Directivos
5977,3,Consolidados Técnicos
5978,2,Activos Directivos
5979,3,Consolidados Técnicos
5980,2,Activos Directivos
5981,2,Activos Directivos
5982,1,Activos Operarios
5983,3,Consolidados Técnicos
5984,3,Consolidados Técnicos
5985,2,Activos Directivos
5986,1,Activos Operarios
5987,3,Consolidados Técnicos
5988,1,Activos Operarios
5989,3,Consolidados Técnicos
5990,3,Consolidados Técnicos
5991,3,Consolidados Técnicos
5992,2,Activos Directivos
5993,0,Seniors Jubilados
5994,2,Activos Directivos
5995,2,Activos Directivos
5996,2,Activos Directivos
5997,3,Consolidados Técnicos
5998,3,Consolidados Técnicos
5999,1,Activos Operarios
6000,0,Seniors Jubilados
6001,2,Activos Directivos
6002,3,Consolidados Técnicos
6003,2,Activos Directivos
6004,3,Consolidados Técnicos
6005,1,Activos Operarios
6006,0,Seniors Jubilados
6007,2,Activos Directivos
6008,3,Consolidados Técnicos
6009,1,Activos Operarios
6010,3,Consolidados Técnicos
6011,3,Consolidados Técnicos
6012,3,Consolidados Técnicos
6013,3,Consolidados Técnicos
6014,1,Activos Operarios
6015,1,Activos Operarios
6016,3,Consolidados Técnicos
6017,0,Seniors Jubilados
6018,0,Seniors Jubilados
6019,2,Activos Directivos
6020,1,Activos Operarios
6021,1,Activos Operarios
6022,2,Activos Directivos
6023,3,Consolidados Técnicos
6024,0,Seniors Jubilados
6025,3,Consolidados Técnicos
6026,1,Activos Operarios
6027,2,Activos Directivos
6028,1,Activos Operarios
6029,3,Consolidados Técnicos
6030,0,Seniors Jubilados
6031,2,Activos Directivos
6032,3,Consolidados Técnicos
6033,0,Seniors Jubilados
6034,1,Activos Operarios
6035,0,Seniors Jubilados
6036,1,Activos Operarios
6037,3,Consolidados Técnicos
6038,2,Activos Directivos
6039,3,Consolidados Técnicos
6040,1,Activos Operarios
6041,2,Activos Directivos
6042,2,Activos Directivos
6043,2,Activos Directivos
6044,3,Consolidados Técnicos
6045,1,Activos Operarios
6046,0,Seniors Jubilados
6047,3,Consolidados Técnicos
6048,0,Seniors Jubilados
6049,1,Activos Operarios
6050,3,Consolidados Técnicos
6051,2,Activos Directivos
6052,2,Activos Directivos
6053,3,Consolidados Técnicos
6054,2,Activos Directivos
6055,3,Consolidados Técnicos
6056,2,Activos Directivos
6057,1,Activos Operarios
6058,3,Consolidados Técnicos
6059,3,Consolidados Técnicos
6060,2,Activos Directivos
6061,1,Activos Operarios
6062,1,Activos Operarios
6063,2,Activos Directivos
6064,0,Seniors Jubilados
6065,3,Consolidados Técnicos
6066,1,Activos Operarios
6067,3,Consolidados Técnicos
6068,1,Activos Operarios
6069,3,Consolidados Técnicos
6070,1,Activos Operarios
6071,2,Activos Directivos
6072,3,Consolidados Técnicos
6073,3,Consolidados Técnicos
6074,2,Activos Directivos
6075,1,Activos Operarios
6076,3,Consolidados Técnicos
6077,2,Activos Directivos
6078,1,Activos Operarios
6079,3,Consolidados Técnicos
6080,3,Consolidados Técnicos
6081,3,Consolidados Técnicos
6082,2,Activos Directivos
6083,1,Activos Operarios
6084,2,Activos Directivos
6085,1,Activos Operarios
6086,0,Seniors Jubilados
6087,3,Consolidados Técnicos
6088,1,Activos Operarios
6089,0,Seniors Jubilados
6090,2,Activos Directivos
6091,1,Activos Operarios
6092,2,Activos Directivos
6093,0,Seniors Jubilados
6094,3,Consolidados Técnicos
6095,0,Seniors Jubilados
6096,0,Seniors Jubilados
6097,0,Seniors Jubilados
6098,1,Activos Operarios
6099,1,Activos Operarios
6100,1,Activos Operarios
6101,2,Activos Directivos
6102,0,Seniors Jubilados
6103,3,Consolidados Técnicos
6104,1,Activos Operarios
6105,0,Seniors Jubilados
6106,3,Consolidados Técnicos
6107,1,Activos Operarios
6108,0,Seniors Jubilados
6109,0,Seniors Jubilados
6110,1,Activos Operarios
6111,3,Consolidados Técnicos
6112,3,Consolidados Técnicos
6113,0,Seniors Jubilados
6114,3,Consolidados Técnicos
6115,1,Activos Operarios
6116,2,Activos Directivos
6117,3,Consolidados Técnicos
6118,2,Activos Directivos
6119,2,Activos Directivos
6120,1,Activos Operarios
6121,1,Activos Operarios
6122,1,Activos Operarios
6123,3,Consolidados Técnicos
6124,3,Consolidados Técnicos
6125,1,Activos Operarios
6126,2,Activos Directivos
6127,2,Activos Directivos
6128,1,Activos Operarios
6129,2,Activos Directivos
6130,1,Activos Operarios
6131,1,Activos Operarios
6132,1,Activos Operarios
6133,3,Consolidados Técnicos
6134,1,Activos Operarios
6135,2,Activos Directivos
6136,2,Activos Directivos
6137,1,Activos Operarios
6138,1,Activos Operarios
6139,3,Consolidados Técnicos
6140,0,Seniors Jubilados
6141,3,Consolidados Técnicos
6142,0,Seniors Jubilados
6143,1,Activos Operarios
6144,3,Consolidados Técnicos
6145,2,Activos Directivos
6146,3,Consolidados Técnicos
6147,0,Seniors Jubilados
6148,3,Consolidados Técnicos
6149,1,Activos Operarios
6150,2,Activos Directivos
6151,0,Seniors Jubilados
6152,3,Consolidados Técnicos
6153,1,Activos Operarios
6154,0,Seniors Jubilados
6155,0,Seniors Jubilados
6156,3,Consolidados Técnicos
6157,1,Activos Operarios
6158,2,Activos Directivos
6159,0,Seniors Jubilados
6160,1,Activos Operarios
6161,1,Activos Operarios
6162,3,Consolidados Técnicos
6163,2,Activos Directivos
6164,3,Consolidados Técnicos
6165,1,Activos Operarios
6166,2,Activos Directivos
6167,2,Activos Directivos
6168,0,Seniors Jubilados
6169,3,Consolidados Técnicos
6170,2,Activos Directivos
6171,1,Activos Operarios
6172,1,Activos Operarios
6173,1,Activos Operarios
6174,3,Consolidados Técnicos
6175,2,Activos Directivos
6176,2,Activos Directivos
6177,1,Activos Operarios
6178,3,Consolidados Técnicos
6179,2,Activos Directivos
6180,2,Activos Directivos
6181,1,Activos Operarios
6182,1,Activos Operarios
6183,0,Seniors Jubilados
6184,2,Activos Directivos
6185,3,Consolidados Técnicos
6186,1,Activos Operarios
6187,3,Consolidados Técnicos
6188,2,Activos Directivos
6189,2,Activos Directivos
6190,3,Consolidados Técnicos
6191,2,Activos Directivos
6192,2,Activos Directivos
6193,0,Seniors Jubilados
6194,2,Activos Directivos
6195,1,Activos Operarios
6196,3,Consolidados Técnicos
6197,1,Activos Operarios
6198,1,Activos Operarios
6199,3,Consolidados Técnicos
6200,2,Activos Directivos
6201,0,Seniors Jubilados
6202,0,Seniors Jubilados
6203,1,Activos Operarios
6204,2,Activos Directivos
6205,2,Activos Directivos
6206,3,Consolidados Técnicos
6207,1,Activos Operarios
6208,2,Activos Directivos
6209,3,Consolidados Técnicos
6210,1,Activos Operarios
6211,3,Consolidados Técnicos
6212,1,Activos Operarios
6213,3,Consolidados Técnicos
6214,1,Activos Operarios
6215,2,Activos Directivos
6216,0,Seniors Jubilados
6217,0,Seniors Jubilados
6218,1,Activos Operarios
6219,2,Activos Directivos
6220,3,Consolidados Técnicos
6221,2,Activos Directivos
6222,1,Activos Operarios
6223,1,Activos Operarios
6224,3,Consolidados Técnicos
6225,2,Activos Directivos
6226,0,Seniors Jubilados
6227,0,Seniors Jubilados
6228,2,Activos Directivos
6229,1,Activos Operarios
6230,1,Activos Operarios
6231,3,Consolidados Técnicos
6232,3,Consolidados Técnicos
6233,1,Activos Operarios
6234,1,Activos Operarios
6235,0,Seniors Jubilados
6236,2,Activos Directivos
6237,2,Activos Directivos
6238,2,Activos Directivos
6239,2,Activos Directivos
6240,1,Activos Operarios
6241,1,Activos Operarios
6242,3,Consolidados Técnicos
6243,2,Activos Directivos
6244,3,Consolidados Técnicos
6245,1,Activos Operarios
6246,2,Activos Directivos
6247,3,Consolidados Técnicos
6248,3,Consolidados Técnicos
6249,0,Seniors Jubilados
6250,3,Consolidados Técnicos
6251,3,Consolidados Técnicos
6252,2,Activos Directivos
6253,2,Activos Directivos
6254,2,Activos Directivos
6255,2,Activos Directivos
6256,1,Activos Operarios
6257,3,Consolidados Técnicos
6258,0,Seniors Jubilados
6259,2,Activos Directivos
6260,1,Activos Operarios
6261,3,Consolidados Técnicos
6262,0,Seniors Jubilados
6263,0,Seniors Jubilados
6264,2,Activos Directivos
6265,3,Consolidados Técnicos
6266,0,Seniors Jubilados
6267,3,Consolidados Técnicos
6268,3,Consolidados Técnicos
6269,1,Activos Operarios
6270,2,Activos Directivos
6271,0,Seniors Jubilados
6272,3,Consolidados Técnicos
6273,3,Consolidados Técnicos
6274,1,Activos Operarios
6275,0,Seniors Jubilados
6276,1,Activos Operarios
6277,1,Activos Operarios
6278,3,Consolidados Técnicos
6279,1,Activos Operarios
6280,2,Activos Directivos
6281,3,Consolidados Técnicos
6282,0,Seniors Jubilados
6283,3,Consolidados Técnicos
6284,3,Consolidados Técnicos
6285,3,Consolidados Técnicos
6286,0,Seniors Jubilados
6287,0,Seniors Jubilados
6288,3,Consolidados Técnicos
6289,0,Seniors Jubilados
6290,3,Consolidados Técnicos
6291,2,Activos Directivos
6292,3,Consolidados Técnicos
6293,2,Activos Directivos
6294,2,Activos Directivos
6295,0,Seniors Jubilados
6296,3,Consolidados Técnicos
6297,1,Activos Operarios
6298,1,Activos Operarios
6299,2,Activos Directivos
6300,3,Consolidados Técnicos
6301,0,Seniors Jubilados
6302,3,Consolidados Técnicos
6303,1,Activos Operarios
6304,1,Activos Operarios
6305,2,Activos Directivos
6306,3,Consolidados Técnicos
6307,1,Activos Operarios
6308,1,Activos Operarios
6309,2,Activos Directivos
6310,1,Activos Operarios
6311,0,Seniors Jubilados
6312,3,Consolidados Técnicos
6313,3,Consolidados Técnicos
6314,0,Seniors Jubilados
6315,3,Consolidados Técnicos
6316,1,Activos Operarios
6317,3,Consolidados Técnicos
6318,2,Activos Directivos
6319,3,Consolidados Técnicos
6320,0,Seniors Jubilados
6321,0,Seniors Jubilados
6322,1,Activos Operarios
6323,1,Activos Operarios
6324,0,Seniors Jubilados
6325,0,Seniors Jubilados
6326,2,Activos Directivos
6327,1,Activos Operarios
6328,2,Activos Directivos
6329,1,Activos Operarios
6330,1,Activos Operarios
6331,3,Consolidados Técnicos
6332,2,Activos Directivos
6333,3,Consolidados Técnicos
6334,3,Consolidados Técnicos
6335,1,Activos Operarios
6336,2,Activos Directivos
6337,3,Consolidados Técnicos
6338,1,Activos Operarios
6339,3,Consolidados Técnicos
6340,1,Activos Operarios
6341,2,Activos Directivos
6342,3,Consolidados Técnicos
6343,2,Activos Directivos
6344,1,Activos Operarios
6345,1,Activos Operarios
6346,1,Activos Operarios
6347,1,Activos Operarios
6348,2,Activos Directivos
6349,0,Seniors Jubilados
6350,1,Activos Operarios
6351,2,Activos Directivos
6352,3,Consolidados Técnicos
6353,3,Consolidados Técnicos
6354,3,Consolidados Técnicos
6355,2,Activos Directivos
6356,1,Activos Operarios
6357,2,Activos Directivos
6358,1,Activos Operarios
6359,0,Seniors Jubilados
6360,2,Activos Directivos
6361,0,Seniors Jubilados
6362,1,Activos Operarios
6363,0,Seniors Jubilados
6364,3,Consolidados Técnicos
6365,3,Consolidados Técnicos
6366,1,Activos Operarios
6367,2,Activos Directivos
6368,1,Activos Operarios
6369,0,Seniors Jubilados
6370,1,Activos Operarios
6371,1,Activos Operarios
6372,3,Consolidados Técnicos
6373,1,Activos Operarios
6374,1,Activos Operarios
6375,3,Consolidados Técnicos
6376,2,Activos Directivos
6377,2,Activos Directivos
6378,3,Consolidados Técnicos
6379,1,Activos Operarios
6380,0,Seniors Jubilados
6381,1,Activos Operarios
6382,1,Activos Operarios
6383,1,Activos Operarios
6384,3,Consolidados Técnicos
6385,1,Activos Operarios
6386,2,Activos Directivos
6387,2,Activos Directivos
6388,3,Consolidados Técnicos
6389,1,Activos Operarios
6390,3,Consolidados Técnicos
6391,0,Seniors Jubilados
6392,0,Seniors Jubilados
6393,1,Activos Operarios
6394,3,Consolidados Técnicos
6395,1,Activos Operarios
6396,0,Seniors Jubilados
6397,2,Activos Directivos
6398,3,Consolidados Técnicos
6399,0,Seniors Jubilados
6400,1,Activos Operarios
6401,3,Consolidados Técnicos
6402,3,Consolidados Técnicos
6403,2,Activos Directivos
6404,3,Consolidados Técnicos
6405,1,Activos Operarios
6406,1,Activos Operarios
6407,2,Activos Directivos
6408,2,Activos Directivos
6409,3,Consolidados Técnicos
6410,1,Activos Operarios
6411,2,Activos Directivos
6412,3,Consolidados Técnicos
6413,1,Activos Operarios
6414,1,Activos Operarios
6415,3,Consolidados Técnicos
6416,3,Consolidados Técnicos
6417,1,Activos Operarios
6418,2,Activos Directivos
6419,3,Consolidados Técnicos
6420,0,Seniors Jubilados
6421,1,Activos Operarios
6422,1,Activos Operarios
6423,3,Consolidados Técnicos
6424,2,Activos Directivos
6425,2,Activos Directivos
6426,1,Activos Operarios
6427,2,Activos Directivos
6428,1,Activos Operarios
6429,0,Seniors Jubilados
6430,2,Activos Directivos
6431,2,Activos Directivos
6432,1,Activos Operarios
6433,0,Seniors Jubilados
6434,2,Activos Directivos
6435,1,Activos Operarios
6436,1,Activos Operarios
6437,1,Activos Operarios
6438,3,Consolidados Técnicos
6439,1,Activos Operarios
6440,3,Consolidados Técnicos
6441,1,Activos Operarios
6442,3,Consolidados Técnicos
6443,2,Activos Directivos
6444,3,Consolidados Técnicos
6445,1,Activos Operarios
6446,1,Activos Operarios
6447,2,Activos Directivos
6448,2,Activos Directivos
6449,2,Activos Directivos
6450,2,Activos Directivos
6451,3,Consolidados Técnicos
6452,1,Activos Operarios
6453,3,Consolidados Técnicos
6454,3,Consolidados Técnicos
6455,3,Consolidados Técnicos
6456,1,Activos Operarios
6457,3,Consolidados Técnicos
6458,3,Consolidados Técnicos
6459,2,Activos Directivos
6460,3,Consolidados Técnicos
6461,3,Consolidados Técnicos
6462,1,Activos Operarios
6463,0,Seniors Jubilados
6464,3,Consolidados Técnicos
6465,2,Activos Directivos
6466,3,Consolidados Técnicos
6467,3,Consolidados Técnicos
6468,3,Consolidados Técnicos
6469,2,Activos Directivos
6470,3,Consolidados Técnicos
6471,2,Activos Directivos
6472,3,Consolidados Técnicos
6473,1,Activos Operarios
6474,3,Consolidados Técnicos
6475,2,Activos Directivos
6476,1,Activos Operarios
6477,2,Activos Directivos
6478,0,Seniors Jubilados
6479,2,Activos Directivos
6480,0,Seniors Jubilados
6481,3,Consolidados Técnicos
6482,2,Activos Directivos
6483,3,Consolidados Técnicos
6484,3,Consolidados Técnicos
6485,1,Activos Operarios
6486,2,Activos Directivos
6487,3,Consolidados Técnicos
6488,3,Consolidados Técnicos
6489,3,Consolidados Técnicos
6490,3,Consolidados Técnicos
6491,2,Activos Directivos
6492,2,Activos Directivos
6493,2,Activos Directivos
6494,3,Consolidados Técnicos
6495,2,Activos Directivos
6496,1,Activos Operarios
6497,3,Consolidados Técnicos
6498,2,Activos Directivos
6499,3,Consolidados Técnicos
6500,2,Activos Directivos
6501,1,Activos Operarios
6502,1,Activos Operarios
6503,2,Activos Directivos
6504,3,Consolidados Técnicos
6505,1,Activos Operarios
6506,3,Consolidados Técnicos
6507,3,Consolidados Técnicos
6508,0,Seniors Jubilados
6509,3,Consolidados Técnicos
6510,2,Activos Directivos
6511,2,Activos Directivos
6512,0,Seniors Jubilados
6513,3,Consolidados Técnicos
6514,2,Activos Directivos
6515,3,Consolidados Técnicos
6516,3,Consolidados Técnicos
6517,3,Consolidados Técnicos
6518,2,Activos Directivos
6519,2,Activos Directivos
6520,3,Consolidados Técnicos
6521,0,Seniors Jubilados
6522,3,Consolidados Técnicos
6523,2,Activos Directivos
6524,0,Seniors Jubilados
6525,0,Seniors Jubilados
6526,2,Activos Directivos
6527,0,Seniors Jubilados
6528,1,Activos Operarios
6529,2,Activos Directivos
6530,3,Consolidados Técnicos
6531,3,Consolidados Técnicos
6532,0,Seniors Jubilados
6533,3,Consolidados Técnicos
6534,3,Consolidados Técnicos
6535,3,Consolidados Técnicos
6536,3,Consolidados Técnicos
6537,0,Seniors Jubilados
6538,2,Activos Directivos
6539,1,Activos Operarios
6540,2,Activos Directivos
6541,2,Activos Directivos
6542,3,Consolidados Técnicos
6543,3,Consolidados Técnicos
6544,1,Activos Operarios
6545,1,Activos Operarios
6546,3,Consolidados Técnicos
6547,2,Activos Directivos
6548,3,Consolidados Técnicos
6549,1,Activos Operarios
6550,0,Seniors Jubilados
6551,1,Activos Operarios
6552,0,Seniors Jubilados
6553,1,Activos Operarios
6554,2,Activos Directivos
6555,2,Activos Directivos
6556,3,Consolidados Técnicos
6557,3,Consolidados Técnicos
6558,3,Consolidados Técnicos
6559,2,Activos Directivos
6560,2,Activos Directivos
6561,2,Activos Directivos
6562,1,Activos Operarios
6563,3,Consolidados Técnicos
6564,2,Activos Directivos
6565,3,Consolidados Técnicos
6566,1,Activos Operarios
6567,2,Activos Directivos
6568,3,Consolidados Técnicos
6569,2,Activos Directivos
6570,3,Consolidados Técnicos
6571,1,Activos Operarios
6572,3,Consolidados Técnicos
6573,3,Consolidados Técnicos
6574,1,Activos Operarios
6575,2,Activos Directivos
6576,1,Activos Operarios
6577,3,Consolidados Técnicos
6578,1,Activos Operarios
6579,3,Consolidados Técnicos
6580,0,Seniors Jubilados
6581,3,Consolidados Técnicos
6582,3,Consolidados Técnicos
6583,0,Seniors Jubilados
6584,1,Activos Operarios
6585,1,Activos Operarios
6586,3,Consolidados Técnicos
6587,2,Activos Directivos
6588,1,Activos Operarios
6589,3,Consolidados Técnicos
6590,2,Activos Directivos
6591,0,Seniors Jubilados
6592,3,Consolidados Técnicos
6593,3,Consolidados Técnicos
6594,3,Consolidados Técnicos
6595,1,Activos Operarios
6596,3,Consolidados Técnicos
6597,1,Activos Operarios
6598,1,Activos Operarios
6599,0,Seniors Jubilados
6600,1,Activos Operarios
6601,2,Activos Directivos
6602,1,Activos Operarios
6603,0,Seniors Jubilados
6604,3,Consolidados Técnicos
6605,0,Seniors Jubilados
6606,3,Consolidados Técnicos
6607,1,Activos Operarios
6608,1,Activos Operarios
6609,2,Activos Directivos
6610,1,Activos Operarios
6611,2,Activos Directivos
6612,1,Activos Operarios
6613,3,Consolidados Técnicos
6614,0,Seniors Jubilados
6615,3,Consolidados Técnicos
6616,3,Consolidados Técnicos
6617,1,Activos Operarios
6618,3,Consolidados Técnicos
6619,0,Seniors Jubilados
6620,3,Consolidados Técnicos
6621,3,Consolidados Técnicos
6622,3,Consolidados Técnicos
6623,1,Activos Operarios
6624,0,Seniors Jubilados
6625,0,Seniors Jubilados
6626,2,Activos Directivos
6627,0,Seniors Jubilados
6628,3,Consolidados Técnicos
6629,2,Activos Directivos
6630,3,Consolidados Técnicos
6631,3,Consolidados Técnicos
6632,3,Consolidados Técnicos
6633,1,Activos Operarios
6634,0,Seniors Jubilados
6635,0,Seniors Jubilados
6636,3,Consolidados Técnicos
6637,2,Activos Directivos
6638,2,Activos Directivos
6639,2,Activos Directivos
6640,1,Activos Operarios
6641,2,Activos Directivos
6642,3,Consolidados Técnicos
6643,1,Activos Operarios
6644,2,Activos Directivos
6645,0,Seniors Jubilados
6646,1,Activos Operarios
6647,3,Consolidados Técnicos
6648,2,Activos Directivos
6649,2,Activos Directivos
6650,3,Consolidados Técnicos
6651,0,Seniors Jubilados
6652,3,Consolidados Técnicos
6653,2,Activos Directivos
6654,1,Activos Operarios
6655,0,Seniors Jubilados
6656,3,Consolidados Técnicos
6657,2,Activos Directivos
6658,0,Seniors Jubilados
6659,3,Consolidados Técnicos
6660,0,Seniors Jubilados
6661,3,Consolidados Técnicos
6662,3,Consolidados Técnicos
6663,3,Consolidados Técnicos
6664,2,Activos Directivos
6665,3,Consolidados Técnicos
6666,3,Consolidados Técnicos
6667,3,Consolidados Técnicos
6668,2,Activos Directivos
6669,3,Consolidados Técnicos
6670,3,Consolidados Técnicos
6671,1,Activos Operarios
6672,0,Seniors Jubilados
6673,3,Consolidados Técnicos
6674,2,Activos Directivos
6675,3,Consolidados Técnicos
6676,0,Seniors Jubilados
6677,3,Consolidados Técnicos
6678,1,Activos Operarios
6679,2,Activos Directivos
6680,2,Activos Directivos
6681,2,Activos Directivos
6682,2,Activos Directivos
6683,1,Activos Operarios
6684,3,Consolidados Técnicos
6685,3,Consolidados Técnicos
6686,1,Activos Operarios
6687,2,Activos Directivos
6688,1,Activos Operarios
6689,1,Activos Operarios
6690,3,Consolidados Técnicos
6691,0,Seniors Jubilados
6692,1,Activos Operarios
6693,2,Activos Directivos
6694,3,Consolidados Técnicos
6695,1,Activos Operarios
6696,1,Activos Operarios
6697,3,Consolidados Técnicos
6698,3,Consolidados Técnicos
6699,1,Activos Operarios
6700,3,Consolidados Técnicos
6701,0,Seniors Jubilados
6702,0,Seniors Jubilados
6703,3,Consolidados Técnicos
6704,3,Consolidados Técnicos
6705,2,Activos Directivos
6706,1,Activos Operarios
6707,2,Activos Directivos
6708,2,Activos Directivos
6709,3,Consolidados Técnicos
6710,0,Seniors Jubilados
6711,1,Activos Operarios
6712,2,Activos Directivos
6713,3,Consolidados Técnicos
6714,1,Activos Operarios
6715,3,Consolidados Técnicos
6716,1,Activos Operarios
6717,1,Activos Operarios
6718,1,Activos Operarios
6719,0,Seniors Jubilados
6720,2,Activos Directivos
6721,1,Activos Operarios
6722,2,Activos Directivos
6723,3,Consolidados Técnicos
6724,0,Seniors Jubilados
6725,2,Activos Directivos
6726,3,Consolidados Técnicos
6727,3,Consolidados Técnicos
6728,3,Consolidados Técnicos
6729,1,Activos Operarios
6730,1,Activos Operarios
6731,2,Activos Directivos
6732,3,Consolidados Técnicos
