ID,Reason_absence,Month_absence,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_load_Average_day,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_hours,Month_absence_order,Day_week_order
14,28,Mayo,Jueves,Verano,155,12,14,34,378.884,92,0,High school,2,1,0,0,95,196,25,2,5,5
14,28,Mayo,Lunes,Verano,155,12,14,34,378.884,92,0,High school,2,1,0,0,95,196,25,2,5,2
3,11,Junio,Viernes,Verano,179,51,18,38,377.55,94,0,High school,0,1,0,0,89,170,31,2,6,6
32,28,Junio,Lunes,Invierno,289,48,29,49,377.55,94,0,High school,0,0,0,2,108,172,36,2,6,2
28,28,Junio,Jueves,Invierno,225,26,9,28,377.55,94,0,High school,1,0,0,2,69,169,24,2,6,5
14,25,Julio,Viernes,Invierno,155,12,14,34,275.312,98,0,High school,2,1,0,0,95,196,25,2,7,6
26,14,Agosto,Jueves,Invierno,300,26,13,43,265.615,94,0,High school,2,1,1,1,77,175,25,2,8,5
33,25,Agosto,Lunes,Invierno,248,25,14,47,265.615,94,0,High school,2,0,0,1,86,165,32,2,8,2
5,23,Octubre,Lunes,Primavera,235,20,13,43,265.017,88,0,High school,1,1,0,0,106,167,38,2,10,2
33,23,Noviembre,Lunes,Primavera,248,25,14,47,284.031,97,0,High school,2,0,0,1,86,165,32,2,11,2
1,25,Noviembre,Jueves,Primavera,235,11,14,37,284.031,97,0,Postgraduate,1,0,0,1,88,172,29,2,11,5
3,28,Diciembre,Lunes,Primavera,179,51,18,38,236.629,93,0,High school,0,1,0,0,89,170,31,2,12,2
1,25,Diciembre,Jueves,Primavera,235,11,14,37,236.629,93,0,Postgraduate,1,0,0,1,88,172,29,2,12,5
30,28,Diciembre,Lunes,Otono,157,27,6,29,236.629,93,0,High school,0,1,1,0,75,185,22,2,12,2
14,23,Enero,Lunes,Otono,155,12,14,34,330.061,100,0,High school,2,1,0,0,95,196,25,2,1,2
34,28,Febrero,Martes,Otono,118,10,10,37,251.818,96,0,High school,0,0,0,0,83,172,28,2,2,3
3,27,Febrero,Lunes,Otono,179,51,18,38,251.818,96,0,High school,0,1,0,0,89,170,31,2,2,2
24,23,Febrero,Martes,Otono,246,25,16,41,251.818,96,0,High school,0,1,0,0,67,170,23,2,2,3
15,23,Febrero,Martes,Otono,291,31,12,40,251.818,96,0,High school,1,1,0,1,73,171,25,2,2,3
24,28,Marzo,Viernes,Otono,246,25,16,41,244.387,98,0,High school,0,1,0,0,67,170,23,2,3,6
3,28,Marzo,Lunes,Otono,179,51,18,38,244.387,98,0,High school,0,1,0,0,89,170,31,2,3,2
36,23,Marzo,Viernes,Verano,118,13,18,50,244.387,98,0,High school,1,1,0,0,98,178,31,2,3,6
24,28,Marzo,Martes,Verano,246,25,16,41,244.387,98,0,High school,0,1,0,0,67,170,23,2,3,3
34,11,Abril,Miercoles,Verano,118,10,10,37,239.409,98,0,High school,0,0,0,0,83,172,28,2,4,4
33,23,Mayo,Miercoles,Verano,248,25,14,47,246.074,99,0,High school,2,0,0,1,86,165,32,2,5,4
17,11,Mayo,Lunes,Verano,179,22,17,40,246.074,99,0,Graduate,2,0,1,0,63,170,22,2,5,2
22,25,Mayo,Lunes,Verano,179,26,9,30,246.074,99,0,Postgraduate,0,0,0,0,56,171,19,2,5,2
34,28,Junio,Martes,Verano,118,10,10,37,253.957,95,0,High school,0,0,0,0,83,172,28,2,6,3
3,28,Junio,Lunes,Invierno,179,51,18,38,253.957,95,0,High school,0,1,0,0,89,170,31,2,6,2
28,23,Junio,Miercoles,Invierno,225,26,9,28,253.957,95,0,High school,1,0,0,2,69,169,24,2,6,4
36,23,Junio,Miercoles,Invierno,118,13,18,50,253.957,95,0,High school,1,1,0,0,98,178,31,2,6,4
22,21,Junio,Miercoles,Invierno,179,26,9,30,253.957,95,0,Postgraduate,0,0,0,0,56,171,19,2,6,4
24,28,Junio,Viernes,Invierno,246,25,16,41,253.957,95,0,High school,0,1,0,0,67,170,23,2,6,6
22,23,Julio,Jueves,Invierno,179,26,9,30,230.29,92,0,Postgraduate,0,0,0,0,56,171,19,2,7,5
24,28,Julio,Martes,Invierno,246,25,16,41,230.29,92,0,High school,0,1,0,0,67,170,23,2,7,3
7,23,Julio,Jueves,Invierno,279,5,14,39,230.29,92,0,High school,2,1,1,0,68,168,24,2,7,5
15,28,Agosto,Jueves,Invierno,291,31,12,40,249.797,93,0,High school,1,1,0,1,73,171,25,2,8,5
14,23,Septiembre,Martes,Invierno,155,12,14,34,261.756,87,0,High school,2,1,0,0,95,196,25,2,9,3
15,28,Septiembre,Jueves,Invierno,291,31,12,40,261.756,87,0,High school,1,1,0,1,73,171,25,2,9,5
22,23,Septiembre,Lunes,Invierno,179,26,9,30,261.756,87,0,Postgraduate,0,0,0,0,56,171,19,2,9,2
15,28,Octubre,Miercoles,Primavera,291,31,12,40,284.853,91,0,High school,1,1,0,1,73,171,25,2,10,4
34,23,Octubre,Martes,Primavera,118,10,10,37,284.853,91,0,High school,0,0,0,0,83,172,28,2,10,3
32,23,Octubre,Jueves,Primavera,289,48,29,49,284.853,91,0,High school,0,0,0,2,108,172,36,2,10,5
28,23,Octubre,Martes,Primavera,225,26,9,28,284.853,91,0,High school,1,0,0,2,69,169,24,2,10,3
15,28,Noviembre,Miercoles,Primavera,291,31,12,40,268.519,93,0,High school,1,1,0,1,73,171,25,2,11,4
34,13,Noviembre,Jueves,Primavera,118,10,10,37,268.519,93,0,High school,0,0,0,0,83,172,28,2,11,5
28,23,Noviembre,Martes,Primavera,225,26,9,28,268.519,93,0,High school,1,0,0,2,69,169,24,2,11,3
28,23,Noviembre,Viernes,Primavera,225,26,9,28,268.519,93,0,High school,1,0,0,2,69,169,24,2,11,6
10,28,Noviembre,Lunes,Primavera,361,52,3,28,268.519,93,0,High school,1,1,0,4,80,172,27,2,11,2
17,18,Diciembre,Viernes,Primavera,179,22,17,40,280.549,98,0,Graduate,2,0,1,0,63,170,22,2,12,6
28,23,Diciembre,Martes,Primavera,225,26,9,28,280.549,98,0,High school,1,0,0,2,69,169,24,2,12,3
28,23,Diciembre,Lunes,Primavera,225,26,9,28,280.549,98,0,High school,1,0,0,2,69,169,24,2,12,2
17,25,Enero,Jueves,Otono,179,22,17,40,313.532,96,0,Graduate,2,0,1,0,63,170,22,2,1,5
17,25,Enero,Viernes,Otono,179,22,17,40,313.532,96,0,Graduate,2,0,1,0,63,170,22,2,1,6
17,25,Enero,Miercoles,Otono,179,22,17,40,313.532,96,0,Graduate,2,0,1,0,63,170,22,2,1,4
22,27,Enero,Lunes,Otono,179,26,9,30,313.532,96,0,Postgraduate,0,0,0,0,56,171,19,2,1,2
22,27,Enero,Miercoles,Otono,179,26,9,30,313.532,96,0,Postgraduate,0,0,0,0,56,171,19,2,1,4
3,27,Enero,Viernes,Otono,179,51,18,38,313.532,96,0,High school,0,1,0,0,89,170,31,2,1,6
3,27,Febrero,Miercoles,Otono,179,51,18,38,264.249,97,0,High school,0,1,0,0,89,170,31,2,2,4
3,27,Febrero,Jueves,Otono,179,51,18,38,264.249,97,0,High school,0,1,0,0,89,170,31,2,2,5
22,27,Febrero,Jueves,Otono,179,26,9,30,264.249,97,0,Postgraduate,0,0,0,0,56,171,19,2,2,5
29,28,Febrero,Viernes,Otono,225,15,15,41,264.249,97,0,Master/Doctor,2,1,0,2,94,182,28,2,2,6
3,27,Febrero,Viernes,Otono,179,51,18,38,264.249,97,0,High school,0,1,0,0,89,170,31,2,2,6
12,19,Febrero,Lunes,Otono,233,51,1,31,264.249,97,0,Graduate,1,1,0,8,68,178,21,2,2,2
3,27,Febrero,Lunes,Otono,179,51,18,38,264.249,97,0,High school,0,1,0,0,89,170,31,2,2,2
22,13,Febrero,Jueves,Otono,179,26,9,30,264.249,97,0,Postgraduate,0,0,0,0,56,171,19,2,2,5
17,23,Febrero,Viernes,Otono,179,22,17,40,264.249,97,0,Graduate,2,0,1,0,63,170,22,2,2,6
22,27,Febrero,Miercoles,Otono,179,26,9,30,264.249,97,0,Postgraduate,0,0,0,0,56,171,19,2,2,4
28,7,Febrero,Lunes,Otono,225,26,9,28,264.249,97,0,High school,1,0,0,2,69,169,24,2,2,2
3,27,Febrero,Martes,Otono,179,51,18,38,264.249,97,0,High school,0,1,0,0,89,170,31,2,2,3
33,23,Febrero,Martes,Otono,248,25,14,47,264.249,97,0,High school,2,0,0,1,86,165,32,2,2,3
28,25,Febrero,Martes,Otono,225,26,9,28,264.249,97,0,High school,1,0,0,2,69,169,24,2,2,3
25,25,Febrero,Viernes,Otono,235,16,8,32,264.249,97,0,Postgraduate,0,0,0,0,75,178,25,2,2,6
3,27,Marzo,Lunes,Otono,179,51,18,38,222.196,99,0,High school,0,1,0,0,89,170,31,2,3,2
33,23,Marzo,Lunes,Otono,248,25,14,47,222.196,99,0,High school,2,0,0,1,86,165,32,2,3,2
3,27,Marzo,Miercoles,Otono,179,51,18,38,222.196,99,0,High school,0,1,0,0,89,170,31,2,3,4
28,27,Marzo,Jueves,Otono,225,26,9,28,222.196,99,0,High school,1,0,0,2,69,169,24,2,3,5
28,25,Marzo,Jueves,Otono,225,26,9,28,222.196,99,0,High school,1,0,0,2,69,169,24,2,3,5
22,27,Marzo,Viernes,Otono,179,26,9,30,222.196,99,0,Postgraduate,0,0,0,0,56,171,19,2,3,6
33,13,Marzo,Lunes,Otono,248,25,14,47,222.196,99,0,High school,2,0,0,1,86,165,32,2,3,2
3,27,Marzo,Martes,Otono,179,51,18,38,222.196,99,0,High school,0,1,0,0,89,170,31,2,3,3
9,25,Marzo,Miercoles,Otono,228,14,16,58,222.196,99,0,High school,2,0,0,1,65,172,22,2,3,4
22,23,Marzo,Viernes,Otono,179,26,9,30,222.196,99,0,Postgraduate,0,0,0,0,56,171,19,2,3,6
22,13,Marzo,Lunes,Verano,179,26,9,30,222.196,99,0,Postgraduate,0,0,0,0,56,171,19,2,3,2
22,27,Abril,Viernes,Verano,179,26,9,30,246.288,91,0,Postgraduate,0,0,0,0,56,171,19,2,4,6
17,16,Abril,Martes,Verano,179,22,17,40,246.288,91,0,Graduate,2,0,1,0,63,170,22,2,4,3
10,23,Abril,Martes,Verano,361,52,3,28,246.288,91,0,High school,1,1,0,4,80,172,27,2,4,3
34,10,Abril,Miercoles,Verano,118,10,10,37,246.288,91,0,High school,0,0,0,0,83,172,28,2,4,4
36,14,Abril,Jueves,Verano,118,13,18,50,246.288,91,0,High school,1,1,0,0,98,178,31,2,4,5
25,28,Mayo,Miercoles,Verano,235,16,8,32,237.656,99,0,Postgraduate,0,0,0,0,75,178,25,2,5,4
15,28,Mayo,Jueves,Verano,291,31,12,40,237.656,99,0,High school,1,1,0,1,73,171,25,2,5,5
22,27,Mayo,Viernes,Verano,179,26,9,30,237.656,99,0,Postgraduate,0,0,0,0,56,171,19,2,5,6
36,23,Mayo,Lunes,Verano,118,13,18,50,237.656,99,0,High school,1,1,0,0,98,178,31,2,5,2
22,27,Mayo,Miercoles,Verano,179,26,9,30,237.656,99,0,Postgraduate,0,0,0,0,56,171,19,2,5,4
25,23,Mayo,Jueves,Verano,235,16,8,32,237.656,99,0,Postgraduate,0,0,0,0,75,178,25,2,5,5
14,23,Mayo,Miercoles,Verano,155,12,14,34,237.656,99,0,High school,2,1,0,0,95,196,25,2,5,4
22,27,Junio,Viernes,Verano,179,26,9,30,275.089,96,0,Postgraduate,0,0,0,0,56,171,19,2,6,6
22,13,Junio,Jueves,Verano,179,26,9,30,275.089,96,0,Postgraduate,0,0,0,0,56,171,19,2,6,5
15,28,Junio,Jueves,Verano,291,31,12,40,275.089,96,0,High school,1,1,0,1,73,171,25,2,6,5
34,8,Junio,Viernes,Invierno,118,10,10,37,275.089,96,0,High school,0,0,0,0,83,172,28,2,6,6
12,19,Julio,Viernes,Invierno,233,51,1,31,264.604,93,0,Graduate,1,1,0,8,68,178,21,2,7,6
34,23,Julio,Miercoles,Invierno,118,10,10,37,264.604,93,0,High school,0,0,0,0,83,172,28,2,7,4
3,11,Julio,Miercoles,Invierno,179,51,18,38,239.554,97,0,High school,0,1,0,0,89,170,31,1,7,4
3,11,Agosto,Lunes,Invierno,179,51,18,38,205.917,92,0,High school,0,1,0,0,89,170,31,1,8,2
11,23,Agosto,Martes,Invierno,289,36,13,33,205.917,92,0,High school,2,1,0,1,90,172,30,1,8,3
10,23,Agosto,Lunes,Invierno,361,52,3,28,205.917,92,0,High school,1,1,0,4,80,172,27,1,8,2
33,23,Septiembre,Viernes,Primavera,248,25,14,47,241.476,92,0,High school,2,0,0,1,86,165,32,1,9,6
22,23,Octubre,Jueves,Primavera,179,26,9,30,253.465,93,0,Postgraduate,0,0,0,0,56,171,19,1,10,5
10,23,Octubre,Viernes,Primavera,361,52,3,28,253.465,93,0,High school,1,1,0,4,80,172,27,1,10,6
3,23,Noviembre,Jueves,Primavera,179,51,18,38,306.345,93,0,High school,0,1,0,0,89,170,31,1,11,5
28,23,Noviembre,Miercoles,Primavera,225,26,9,28,306.345,93,0,High school,1,0,0,2,69,169,24,1,11,4
33,28,Noviembre,Lunes,Primavera,248,25,14,47,306.345,93,0,High school,2,0,0,1,86,165,32,1,11,2
33,23,Diciembre,Martes,Primavera,248,25,14,47,261.306,97,0,High school,2,0,0,1,86,165,32,1,12,3
28,23,Enero,Miercoles,Otono,225,26,9,28,308.593,95,0,High school,1,0,0,2,69,169,24,1,1,4
34,19,Enero,Lunes,Otono,118,10,10,37,308.593,95,0,High school,0,0,0,0,83,172,28,1,1,2
34,27,Enero,Martes,Otono,118,10,10,37,308.593,95,0,High school,0,0,0,0,83,172,28,1,1,3
28,27,Enero,Viernes,Otono,225,26,9,28,308.593,95,0,High school,1,0,0,2,69,169,24,1,1,6
28,23,Enero,Martes,Otono,225,26,9,28,308.593,95,0,High school,1,0,0,2,69,169,24,1,1,3
27,23,Febrero,Viernes,Otono,184,42,7,27,302.585,99,0,High school,0,0,0,0,58,167,21,1,2,6
22,23,Febrero,Martes,Otono,179,26,9,30,302.585,99,0,Postgraduate,0,0,0,0,56,171,19,1,2,3
18,23,Febrero,Martes,Otono,330,16,4,28,302.585,99,0,Graduate,0,0,0,0,84,182,25,1,2,3
28,23,Febrero,Miercoles,Otono,225,26,9,28,302.585,99,0,High school,1,0,0,2,69,169,24,1,2,4
28,23,Marzo,Viernes,Otono,225,26,9,28,343.253,95,0,High school,1,0,0,2,69,169,24,1,3,6
22,13,Marzo,Lunes,Verano,179,26,9,30,343.253,95,0,Postgraduate,0,0,0,0,56,171,19,1,3,2
28,28,Marzo,Lunes,Verano,225,26,9,28,343.253,95,0,High school,1,0,0,2,69,169,24,1,3,2
15,28,Abril,Miercoles,Verano,291,31,12,40,326.452,96,0,High school,1,1,0,1,73,171,25,1,4,4
28,23,Abril,Miercoles,Verano,225,26,9,28,326.452,96,0,High school,1,0,0,2,69,169,24,1,4,4
14,28,Abril,Martes,Verano,155,12,14,34,326.452,96,0,High school,2,1,0,0,95,196,25,1,4,3
14,23,Abril,Jueves,Verano,155,12,14,34,326.452,96,0,High school,2,1,0,0,95,196,25,1,4,5
36,23,Abril,Jueves,Verano,118,13,18,50,326.452,96,0,High school,1,1,0,0,98,178,31,1,4,5
15,28,Abril,Viernes,Verano,291,31,12,40,326.452,96,0,High school,1,1,0,1,73,171,25,1,4,6
14,28,Mayo,Lunes,Verano,155,12,14,34,378.884,92,0,High school,2,1,0,0,95,196,25,1,5,2
3,12,Mayo,Martes,Verano,179,51,18,38,378.884,92,0,High school,0,1,0,0,89,170,31,1,5,3
3,11,Mayo,Martes,Verano,179,51,18,38,378.884,92,0,High school,0,1,0,0,89,170,31,1,5,3
36,23,Junio,Martes,Verano,118,13,18,50,377.55,94,0,High school,1,1,0,0,98,178,31,1,6,3
11,23,Agosto,Lunes,Invierno,289,36,13,33,265.615,94,0,High school,2,1,0,1,90,172,30,1,8,2
26,13,Agosto,Jueves,Invierno,300,26,13,43,265.615,94,0,High school,2,1,1,1,77,175,25,1,8,5
33,23,Agosto,Miercoles,Invierno,248,25,14,47,265.615,94,0,High school,2,0,0,1,86,165,32,1,8,4
22,23,Agosto,Jueves,Invierno,179,26,9,30,265.615,94,0,Postgraduate,0,0,0,0,56,171,19,1,8,5
1,23,Agosto,Martes,Invierno,235,11,14,37,265.615,94,0,Postgraduate,1,0,0,1,88,172,29,1,8,3
36,23,Agosto,Jueves,Invierno,118,13,18,50,265.615,94,0,High school,1,1,0,0,98,178,31,1,8,5
3,23,Septiembre,Jueves,Invierno,179,51,18,38,294.217,81,0,High school,0,1,0,0,89,170,31,1,9,5
36,28,Septiembre,Jueves,Primavera,118,13,18,50,294.217,81,0,High school,1,1,0,0,98,178,31,1,9,5
3,28,Octubre,Miercoles,Primavera,179,51,18,38,265.017,88,0,High school,0,1,0,0,89,170,31,1,10,4
36,28,Octubre,Martes,Primavera,118,13,18,50,265.017,88,0,High school,1,1,0,0,98,178,31,1,10,3
36,28,Octubre,Jueves,Primavera,118,13,18,50,265.017,88,0,High school,1,1,0,0,98,178,31,1,10,5
36,23,Octubre,Jueves,Primavera,118,13,18,50,265.017,88,0,High school,1,1,0,0,98,178,31,1,10,5
15,23,Noviembre,Lunes,Primavera,291,31,12,40,284.031,97,0,High school,1,1,0,1,73,171,25,1,11,2
1,18,Noviembre,Miercoles,Primavera,235,11,14,37,284.031,97,0,Postgraduate,1,0,0,1,88,172,29,1,11,4
3,28,Noviembre,Martes,Primavera,179,51,18,38,284.031,97,0,High school,0,1,0,0,89,170,31,1,11,3
3,23,Noviembre,Jueves,Primavera,179,51,18,38,284.031,97,0,High school,0,1,0,0,89,170,31,1,11,5
3,28,Diciembre,Lunes,Primavera,179,51,18,38,236.629,93,0,High school,0,1,0,0,89,170,31,1,12,2
36,28,Diciembre,Martes,Primavera,118,13,18,50,236.629,93,0,High school,1,1,0,0,98,178,31,1,12,3
3,28,Diciembre,Jueves,Primavera,179,51,18,38,236.629,93,0,High school,0,1,0,0,89,170,31,1,12,5
3,28,Diciembre,Viernes,Primavera,179,51,18,38,236.629,93,0,High school,0,1,0,0,89,170,31,1,12,6
22,23,Diciembre,Martes,Primavera,179,26,9,30,236.629,93,0,Postgraduate,0,0,0,0,56,171,19,1,12,3
1,13,Enero,Martes,Otono,235,11,14,37,330.061,100,0,Postgraduate,1,0,0,1,88,172,29,1,1,3
3,28,Enero,Miercoles,Otono,179,51,18,38,330.061,100,0,High school,0,1,0,0,89,170,31,1,1,4
3,28,Enero,Viernes,Otono,179,51,18,38,330.061,100,0,High school,0,1,0,0,89,170,31,1,1,6
28,7,Febrero,Miercoles,Otono,225,26,9,28,251.818,96,0,High school,1,0,0,2,69,169,24,1,2,4
36,23,Abril,Lunes,Verano,118,13,18,50,239.409,98,0,High school,1,1,0,0,98,178,31,1,4,2
10,23,Mayo,Jueves,Verano,361,52,3,28,246.074,99,0,High school,1,1,0,4,80,172,27,1,5,5
34,28,Mayo,Lunes,Verano,118,10,10,37,246.074,99,0,High school,0,0,0,0,83,172,28,1,5,2
18,11,Junio,Martes,Invierno,330,16,4,28,253.957,95,0,Graduate,0,0,0,0,84,182,25,1,6,3
2,23,Julio,Lunes,Invierno,235,29,12,48,230.29,92,0,High school,1,0,1,5,88,163,33,1,7,2
3,28,Julio,Martes,Invierno,179,51,18,38,230.29,92,0,High school,0,1,0,0,89,170,31,1,7,3
36,23,Julio,Viernes,Invierno,118,13,18,50,230.29,92,0,High school,1,1,0,0,98,178,31,1,7,6
15,28,Julio,Jueves,Invierno,291,31,12,40,230.29,92,0,High school,1,1,0,1,73,171,25,1,7,5
17,25,Agosto,Lunes,Invierno,179,22,17,40,249.797,93,0,Graduate,2,0,1,0,63,170,22,1,8,2
24,28,Agosto,Martes,Invierno,246,25,16,41,249.797,93,0,High school,0,1,0,0,67,170,23,1,8,3
24,28,Septiembre,Martes,Invierno,246,25,16,41,261.756,87,0,High school,0,1,0,0,67,170,23,1,9,3
33,23,Septiembre,Viernes,Invierno,248,25,14,47,261.756,87,0,High school,2,0,0,1,86,165,32,1,9,6
28,23,Septiembre,Miercoles,Invierno,225,26,9,28,261.756,87,0,High school,1,0,0,2,69,169,24,1,9,4
32,4,Octubre,Jueves,Primavera,289,48,29,49,284.853,91,0,High school,0,0,0,2,108,172,36,1,10,5
15,23,Octubre,Viernes,Primavera,291,31,12,40,284.853,91,0,High school,1,1,0,1,73,171,25,1,10,6
9,1,Octubre,Miercoles,Primavera,228,14,16,58,284.853,91,0,High school,2,0,0,1,65,172,22,1,10,4
15,23,Octubre,Miercoles,Primavera,291,31,12,40,284.853,91,0,High school,1,1,0,1,73,171,25,1,10,4
28,13,Octubre,Jueves,Primavera,225,26,9,28,284.853,91,0,High school,1,0,0,2,69,169,24,1,10,5
3,21,Noviembre,Martes,Primavera,179,51,18,38,268.519,93,0,High school,0,1,0,0,89,170,31,1,11,3
3,28,Noviembre,Viernes,Primavera,179,51,18,38,268.519,93,0,High school,0,1,0,0,89,170,31,1,11,6
3,28,Noviembre,Lunes,Primavera,179,51,18,38,268.519,93,0,High school,0,1,0,0,89,170,31,1,11,2
15,28,Diciembre,Miercoles,Primavera,291,31,12,40,280.549,98,0,High school,1,1,0,1,73,171,25,1,12,4
22,13,Diciembre,Viernes,Primavera,179,26,9,30,280.549,98,0,Postgraduate,0,0,0,0,56,171,19,1,12,6
22,13,Mayo,Jueves,Verano,179,26,9,30,237.656,99,0,Postgraduate,0,0,0,0,56,171,19,1,5,5
34,28,Mayo,Martes,Verano,118,10,10,37,237.656,99,0,High school,0,0,0,0,83,172,28,1,5,3
17,16,Mayo,Viernes,Verano,179,22,17,40,237.656,99,0,Graduate,2,0,1,0,63,170,22,1,5,6
28,11,Mayo,Lunes,Verano,225,26,9,28,237.656,99,0,High school,1,0,0,2,69,169,24,1,5,2
36,0,Julio,Martes,Invierno,118,13,18,50,239.554,97,1,High school,1,1,0,0,98,178,31,0,7,3
20,0,Septiembre,Lunes,Primavera,260,50,11,36,241.476,92,1,High school,4,1,0,0,65,168,23,0,9,2
29,0,Septiembre,Lunes,Primavera,225,26,9,28,241.476,92,1,High school,1,0,0,2,69,169,24,0,9,2
11,0,Septiembre,Martes,Primavera,289,36,13,33,241.476,92,1,High school,2,1,0,1,90,172,30,0,9,3
36,0,Septiembre,Martes,Primavera,118,13,18,50,241.476,92,1,High school,1,1,0,0,98,178,31,0,9,3
13,0,Septiembre,Miercoles,Primavera,369,17,12,31,241.476,92,1,High school,3,1,0,0,70,169,25,0,9,4
36,0,Octubre,Miercoles,Primavera,118,13,18,50,253.465,93,1,High school,1,1,0,0,98,178,31,0,10,4
34,27,Enero,Lunes,Otono,118,10,10,37,308.593,95,0,High school,0,0,0,0,83,172,28,0,1,2
2,0,Abril,Lunes,Verano,235,29,12,48,326.452,96,1,High school,1,0,1,5,88,163,33,0,4,2
7,0,Mayo,Miercoles,Verano,279,5,14,39,378.884,92,1,High school,2,1,1,0,68,168,24,0,5,4
18,0,Mayo,Miercoles,Verano,330,16,4,28,378.884,92,1,Graduate,0,0,0,0,84,182,25,0,5,4
23,0,Mayo,Miercoles,Verano,378,49,11,36,378.884,92,1,High school,2,0,1,4,65,174,21,0,5,4
31,0,Mayo,Miercoles,Verano,388,15,9,50,378.884,92,1,High school,0,0,0,0,76,178,24,0,5,4
20,0,Julio,Jueves,Invierno,260,50,11,36,275.312,98,1,High school,4,1,0,0,65,168,23,0,7,5
5,0,Septiembre,Jueves,Invierno,235,20,13,43,294.217,81,1,High school,1,1,0,0,106,167,38,0,9,5
8,0,Septiembre,Martes,Invierno,231,35,14,39,294.217,81,1,High school,2,1,0,2,100,170,35,0,9,3
19,0,Septiembre,Martes,Invierno,291,50,12,32,294.217,81,1,High school,0,1,0,0,65,169,23,0,9,3
5,0,Septiembre,Jueves,Primavera,235,20,13,43,294.217,81,1,High school,1,1,0,0,106,167,38,0,9,5
36,0,Octubre,Viernes,Primavera,118,13,18,50,265.017,88,1,High school,1,1,0,0,98,178,31,0,10,6
33,0,Octubre,Viernes,Primavera,248,25,14,47,265.017,88,1,High school,2,0,0,1,86,165,32,0,10,6
5,0,Octubre,Miercoles,Primavera,235,20,13,43,265.017,88,1,High school,1,1,0,0,106,167,38,0,10,4
5,0,Octubre,Viernes,Primavera,235,20,13,43,265.017,88,1,High school,1,1,0,0,106,167,38,0,10,6
20,0,Octubre,Martes,Primavera,260,50,11,36,265.017,88,1,High school,4,1,0,0,65,168,23,0,10,3
15,0,Octubre,Martes,Primavera,291,31,12,40,265.017,88,1,High school,1,1,0,1,73,171,25,0,10,3
30,0,Octubre,Martes,Primavera,157,27,6,29,265.017,88,1,High school,0,1,1,0,75,185,22,0,10,3
18,0,Noviembre,Martes,Primavera,330,16,4,28,284.031,97,1,Graduate,0,0,0,0,84,182,25,0,11,3
23,0,Noviembre,Viernes,Primavera,378,49,11,36,284.031,97,1,High school,2,0,1,4,65,174,21,0,11,6
7,0,Noviembre,Martes,Primavera,279,5,14,39,284.031,97,1,High school,2,1,1,0,68,168,24,0,11,3
13,0,Marzo,Miercoles,Otono,369,17,12,31,244.387,98,1,High school,3,1,0,0,70,169,25,0,3,4
1,0,Marzo,Jueves,Verano,235,11,14,37,244.387,98,1,Postgraduate,1,0,0,1,88,172,29,0,3,5
24,0,Marzo,Jueves,Verano,246,25,16,41,244.387,98,1,High school,0,1,0,0,67,170,23,0,3,5
36,0,Marzo,Jueves,Verano,118,13,18,50,244.387,98,1,High school,1,1,0,0,98,178,31,0,3,5
3,0,Junio,Viernes,Verano,179,51,18,38,253.957,95,1,High school,0,1,0,0,89,170,31,0,6,6
28,0,Octubre,Lunes,Primavera,225,26,9,28,284.853,91,1,High school,1,0,0,2,69,169,24,0,10,2
15,0,Noviembre,Martes,Primavera,291,31,12,40,268.519,93,1,High school,1,1,0,1,73,171,25,0,11,3
11,0,Noviembre,Miercoles,Primavera,289,36,13,33,268.519,93,1,High school,2,1,0,1,90,172,30,0,11,4
5,0,Noviembre,Jueves,Primavera,235,20,13,43,268.519,93,1,High school,1,1,0,0,106,167,38,0,11,5
36,0,Mayo,Martes,Verano,118,13,18,50,237.656,99,1,High school,1,1,0,0,98,178,31,0,5,3
23,0,Mayo,Miercoles,Verano,378,49,11,36,237.656,99,1,High school,2,0,1,4,65,174,21,0,5,4
2,0,Junio,Lunes,Verano,235,29,12,48,275.089,96,1,High school,1,0,1,5,88,163,33,0,6,2
21,0,Junio,Lunes,Verano,268,11,8,33,275.089,96,1,Graduate,0,0,0,0,79,178,25,0,6,2
4,0,0,Martes,Invierno,118,14,13,40,271.219,95,0,High school,1,1,0,8,98,170,34,0,0,3
8,0,0,Miercoles,Otono,231,35,14,39,271.219,95,0,High school,2,1,0,2,100,170,35,0,0,4
35,0,0,Viernes,Verano,179,45,14,53,271.219,95,0,High school,1,0,0,1,77,175,25,0,0,6
