id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,segment,segment_label
5069,22.0,student,single,primary,no,3472,no,no,cellular,20,October,332,1,183,3,failure,1,0,1,Jovenes (18-24),0,0,1,Depósito,1.0,Primary,Student,3,0-3,Student,Estudiantes
5070,46.0,admin.,married,secondary,no,556,yes,yes,unknown,15,May,646,3,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5071,52.0,management,married,tertiary,no,7192,no,no,cellular,4,August,1373,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5072,35.0,technician,single,tertiary,no,13460,yes,no,cellular,15,May,1068,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
5073,71.0,retired,married,primary,no,2988,no,no,telephone,17,April,130,1,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,3,0-3,Retired,Jubilados
5074,30.0,management,single,tertiary,no,102,yes,no,cellular,18,December,364,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
5075,25.0,student,single,secondary,no,1868,no,no,cellular,26,October,259,1,103,2,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Student,4,0-3,Student,Estudiantes
5076,34.0,management,single,tertiary,no,-578,yes,no,cellular,18,May,767,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
5077,51.0,admin.,married,secondary,no,241,no,no,cellular,7,December,308,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5078,25.0,services,single,secondary,no,162,yes,no,cellular,1,September,531,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
5079,48.0,management,married,tertiary,no,5320,yes,no,unknown,20,June,792,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5080,42.0,blue-collar,married,secondary,no,366,yes,no,cellular,22,May,324,1,106,1,failure,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_3,Jovenes en consolidación
5081,55.0,management,married,unknown,no,1504,yes,no,cellular,22,May,338,2,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,,Unknown,White Collar,4,0-3,Cluster_0,Adultos consolidados
5082,38.0,admin.,single,secondary,no,262,no,no,cellular,3,February,315,2,180,6,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
5083,26.0,blue-collar,single,secondary,no,191,yes,no,cellular,6,May,550,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
5084,27.0,admin.,married,tertiary,no,73,no,no,cellular,10,February,159,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
5085,75.0,retired,married,primary,no,358,no,no,cellular,17,February,364,10,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,3,4-10,Retired,Jubilados
5086,32.0,technician,single,secondary,no,483,no,no,cellular,8,August,580,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5087,39.0,management,single,tertiary,no,5047,no,no,cellular,29,April,218,4,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,5,4-10,Cluster_2,Profesionales estudios superiores
5088,46.0,technician,single,secondary,no,5862,no,no,cellular,1,June,84,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5089,40.0,management,married,tertiary,no,0,yes,no,cellular,25,March,506,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
5090,36.0,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,August,186,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
5091,54.0,self-employed,divorced,primary,no,351,yes,no,unknown,6,June,642,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,1.0,Primary,Self-Employed,1,0-3,Cluster_0,Adultos consolidados
5092,42.0,management,married,tertiary,no,372,yes,no,cellular,4,August,153,3,1,2,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
5093,42.0,management,married,tertiary,no,27696,no,no,cellular,12,May,176,2,89,5,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
5094,37.0,blue-collar,single,secondary,no,133,yes,no,cellular,11,May,1373,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
5095,25.0,student,single,unknown,no,3,no,no,cellular,26,May,170,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,,Unknown,Student,4,0-3,Student,Estudiantes
5096,29.0,management,single,tertiary,no,15459,no,no,cellular,18,February,264,7,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,3,4-10,Cluster_1,Trabajadores técnicos
5097,32.0,management,single,tertiary,no,2551,yes,no,cellular,21,July,638,3,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
5098,64.0,retired,married,secondary,no,571,yes,no,cellular,20,April,1373,2,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Retired,3,0-3,Retired,Jubilados
5099,55.0,management,married,tertiary,no,7803,no,no,cellular,15,January,441,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5100,56.0,management,married,primary,no,0,no,no,cellular,3,February,996,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,1.0,Primary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5101,28.0,admin.,single,unknown,no,24,yes,no,cellular,18,July,415,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,,Unknown,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
5102,52.0,management,divorced,tertiary,no,2104,no,no,cellular,3,June,210,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5103,36.0,technician,divorced,secondary,no,3158,yes,no,cellular,3,June,144,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
5104,25.0,student,married,tertiary,no,10,yes,no,cellular,21,July,857,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Student,3,4-10,Student,Estudiantes
5105,66.0,self-employed,married,tertiary,no,147,no,no,telephone,12,January,411,1,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,3.0,Tertiary,Self-Employed,2,0-3,Cluster_0,Adultos consolidados
5106,31.0,management,single,tertiary,no,12857,yes,no,telephone,4,May,483,4,87,2,success,1,0,1,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,4-10,Cluster_1,Trabajadores técnicos
5107,43.0,technician,divorced,unknown,no,4389,no,no,telephone,2,July,632,2,85,1,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,,Unknown,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
5108,59.0,management,married,tertiary,no,474,no,no,cellular,21,August,252,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5109,35.0,management,married,unknown,no,2326,yes,yes,cellular,16,September,319,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,,Unknown,White Collar,3,0-3,Cluster_2,Profesionales estudios superiores
5110,48.0,admin.,married,primary,no,3644,yes,yes,telephone,31,July,1039,9,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,1,3,Hipoteca + Préstamo + Depósito,1.0,Primary,White Collar,5,4-10,Cluster_0,Adultos consolidados
5111,38.0,admin.,married,tertiary,no,1988,no,no,cellular,27,March,164,2,130,2,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
5112,27.0,admin.,married,secondary,no,1595,no,no,cellular,29,December,196,2,197,2,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
5113,25.0,student,single,secondary,no,331,no,no,telephone,26,August,170,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Student,4,4-10,Student,Estudiantes
5114,56.0,management,married,unknown,no,4623,no,no,cellular,25,February,305,1,192,1,success,1,0,1,Mediana edad (55-64),0,0,1,Depósito,,Unknown,White Collar,4,0-3,Cluster_0,Adultos consolidados
5115,54.0,management,divorced,tertiary,no,12018,yes,no,cellular,21,December,267,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5116,36.0,unemployed,married,tertiary,no,154,no,no,cellular,26,August,556,7,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,Unemployed,4,4-10,Cluster_2,Profesionales estudios superiores
5117,31.0,admin.,single,secondary,no,190,no,no,cellular,30,April,514,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
5118,62.0,entrepreneur,married,secondary,no,3904,no,no,telephone,29,January,403,2,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Self-Employed,5,0-3,Cluster_0,Adultos consolidados
5119,31.0,technician,single,tertiary,no,882,no,no,cellular,4,September,293,1,93,1,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
5120,66.0,retired,divorced,unknown,no,53,no,no,cellular,12,July,562,4,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,,Unknown,Retired,2,4-10,Retired,Jubilados
5121,32.0,management,single,tertiary,no,6542,yes,no,cellular,15,May,1373,4,175,5,failure,1,0,1,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,3,4-10,Cluster_1,Trabajadores técnicos
5122,40.0,services,divorced,secondary,no,687,yes,no,cellular,2,February,531,1,208,1,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
5123,43.0,blue-collar,married,primary,no,3064,yes,no,cellular,20,November,1373,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
5124,51.0,housemaid,divorced,secondary,no,9228,no,no,cellular,18,July,655,4,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,Blue Collar,3,4-10,Cluster_0,Adultos consolidados
5125,34.0,blue-collar,married,secondary,no,800,no,no,cellular,5,April,144,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
5126,47.0,management,married,tertiary,no,3505,no,no,cellular,17,November,434,2,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5127,36.0,management,single,tertiary,no,5958,yes,no,cellular,22,September,155,1,184,1,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_2,Profesionales estudios superiores
5128,27.0,technician,single,tertiary,no,667,no,no,cellular,29,January,866,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,5,0-3,Cluster_1,Trabajadores técnicos
5129,52.0,services,divorced,secondary,no,36,yes,yes,cellular,11,May,930,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Blue Collar,2,0-3,Cluster_0,Adultos consolidados
5130,44.0,housemaid,single,primary,no,1059,no,no,unknown,18,June,1373,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
5131,26.0,technician,married,secondary,no,915,no,no,cellular,2,June,384,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
5132,32.0,technician,married,secondary,no,1547,no,no,cellular,26,October,289,1,805,4,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
5133,34.0,management,married,tertiary,no,3050,yes,no,cellular,13,May,469,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
5134,35.0,technician,married,tertiary,no,7050,no,no,cellular,11,August,222,3,182,4,success,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
5135,32.0,management,single,tertiary,no,2,yes,no,cellular,11,September,100,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5136,43.0,self-employed,married,secondary,no,14144,yes,no,cellular,21,November,504,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Self-Employed,3,0-3,Cluster_3,Jovenes en consolidación
5137,50.0,unemployed,married,primary,no,705,no,no,unknown,5,June,504,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,1.0,Primary,Unemployed,1,0-3,Cluster_0,Adultos consolidados
5138,40.0,blue-collar,married,primary,no,1758,yes,no,unknown,16,May,1230,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
5139,29.0,self-employed,single,tertiary,no,476,yes,no,cellular,18,May,427,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,3,0-3,Cluster_1,Trabajadores técnicos
5140,32.0,technician,married,secondary,no,348,yes,no,cellular,17,July,926,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
5141,50.0,management,married,tertiary,no,5969,no,no,cellular,25,January,455,1,544,2,failure,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,4,0-3,Cluster_0,Adultos consolidados
5142,65.0,unemployed,married,secondary,no,3195,no,no,telephone,2,March,904,1,-1,0,unknown,1,1,0,Senior (65+),0,0,1,Depósito,2.0,Secondary,Unemployed,1,0-3,Cluster_0,Adultos consolidados
5143,59.0,self-employed,married,tertiary,no,2013,no,no,cellular,17,November,409,2,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,Self-Employed,3,0-3,Cluster_0,Adultos consolidados
5144,44.0,entrepreneur,married,tertiary,no,121,no,no,cellular,10,August,412,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,Self-Employed,2,0-3,Cluster_2,Profesionales estudios superiores
5145,33.0,admin.,married,secondary,no,82,yes,no,cellular,25,July,735,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,4,0-3,Cluster_1,Trabajadores técnicos
5146,33.0,management,single,tertiary,no,935,no,no,cellular,9,February,385,2,92,8,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5147,57.0,unemployed,married,secondary,no,3754,no,no,cellular,5,February,1063,2,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,2.0,Secondary,Unemployed,1,0-3,Cluster_0,Adultos consolidados
5148,38.0,management,single,tertiary,no,104,yes,no,cellular,6,May,606,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
5149,49.0,management,married,tertiary,no,4751,no,no,cellular,12,August,884,4,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,2,4-10,Cluster_0,Adultos consolidados
5150,45.0,blue-collar,married,unknown,no,1529,yes,no,cellular,13,November,181,1,197,1,success,1,0,1,Adultos maduros (45-54),1,0,2,Hipoteca + Depósito,,Unknown,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
5151,25.0,technician,single,secondary,no,102,no,yes,cellular,8,July,574,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,1,2,Préstamo + Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5152,22.0,housemaid,single,secondary,no,1796,no,no,cellular,28,June,369,3,-1,0,unknown,1,1,0,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
5153,32.0,management,single,tertiary,no,935,no,no,cellular,10,August,161,2,375,5,failure,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5154,36.0,services,single,secondary,no,365,no,no,cellular,4,May,643,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
5155,32.0,management,divorced,tertiary,no,222,no,yes,cellular,15,July,820,4,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,1,2,Préstamo + Depósito,3.0,Tertiary,White Collar,3,4-10,Cluster_2,Profesionales estudios superiores
5156,45.0,blue-collar,single,secondary,no,0,no,no,cellular,5,August,374,2,472,1,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
5157,35.0,housemaid,single,secondary,no,1015,yes,no,unknown,5,June,406,2,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_1,Trabajadores técnicos
5158,23.0,student,single,secondary,no,107,no,no,cellular,14,October,84,1,183,1,success,1,0,1,Jovenes (18-24),0,0,1,Depósito,2.0,Secondary,Student,2,0-3,Student,Estudiantes
5159,50.0,blue-collar,married,primary,no,82,no,no,telephone,5,April,456,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,1.0,Primary,Blue Collar,1,0-3,Cluster_0,Adultos consolidados
5160,31.0,management,married,tertiary,no,877,no,no,cellular,9,June,192,1,93,7,other,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,0-3,Cluster_2,Profesionales estudios superiores
5161,61.0,retired,married,tertiary,no,2557,yes,no,cellular,10,November,89,1,91,4,success,1,0,1,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Retired,2,0-3,Retired,Jubilados
5162,42.0,blue-collar,married,primary,no,1673,yes,no,cellular,17,April,636,3,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
5163,39.0,blue-collar,married,secondary,no,2467,no,no,cellular,19,July,207,2,276,3,other,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_3,Jovenes en consolidación
5164,37.0,technician,single,secondary,no,980,no,no,cellular,8,August,1306,5,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,2,4-10,Cluster_1,Trabajadores técnicos
5165,30.0,blue-collar,single,secondary,no,183,yes,no,cellular,18,July,610,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
5166,55.0,unemployed,divorced,secondary,no,387,yes,no,unknown,6,May,918,1,-1,0,unknown,1,1,0,Mediana edad (55-64),1,0,2,Hipoteca + Depósito,2.0,Secondary,Unemployed,1,0-3,Cluster_0,Adultos consolidados
5167,30.0,services,divorced,primary,no,459,yes,no,cellular,18,July,494,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,1.0,Primary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
5168,57.0,management,married,tertiary,no,1227,no,no,cellular,5,June,232,1,-1,0,unknown,1,1,0,Mediana edad (55-64),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5169,31.0,unemployed,single,tertiary,no,302,no,no,cellular,3,February,349,1,357,3,success,1,0,1,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,Unemployed,1,0-3,Cluster_1,Trabajadores técnicos
5170,37.0,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,May,753,6,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,1,3,Hipoteca + Préstamo + Depósito,2.0,Secondary,Self-Employed,2,4-10,Cluster_3,Jovenes en consolidación
5171,34.0,blue-collar,married,secondary,no,182,no,no,cellular,6,August,938,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,Blue Collar,1,0-3,Cluster_3,Jovenes en consolidación
5172,31.0,technician,married,secondary,yes,-367,yes,no,cellular,18,July,474,2,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,3,0-3,Cluster_1,Trabajadores técnicos
5173,52.0,technician,married,tertiary,no,876,no,no,cellular,4,May,601,3,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,1,0-3,Cluster_0,Adultos consolidados
5174,48.0,unemployed,divorced,secondary,no,201,no,no,cellular,10,November,594,1,91,1,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,2.0,Secondary,Unemployed,2,0-3,Cluster_0,Adultos consolidados
5175,73.0,retired,married,primary,no,796,no,no,cellular,23,October,427,1,182,2,failure,1,0,1,Senior (65+),0,0,1,Depósito,1.0,Primary,Retired,4,0-3,Retired,Jubilados
5176,54.0,retired,divorced,tertiary,no,0,no,no,unknown,13,May,618,1,-1,0,unknown,1,1,0,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,Retired,2,0-3,Retired,Jubilados
5177,38.0,admin.,married,secondary,no,1559,no,no,cellular,3,March,136,2,280,1,failure,1,0,1,Adultos iniciales (35-44),0,0,1,Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_2,Profesionales estudios superiores
5178,39.0,blue-collar,married,primary,no,70,no,no,unknown,8,May,813,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,1.0,Primary,Blue Collar,2,0-3,Cluster_3,Jovenes en consolidación
5179,44.0,self-employed,single,tertiary,no,2734,yes,no,cellular,12,May,897,4,-1,0,unknown,1,1,0,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,3.0,Tertiary,Self-Employed,2,4-10,Cluster_2,Profesionales estudios superiores
5180,29.0,admin.,single,secondary,no,3528,no,no,cellular,8,October,137,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_1,Trabajadores técnicos
5181,51.0,management,married,tertiary,no,469,no,no,cellular,15,April,200,1,181,2,success,1,0,1,Adultos maduros (45-54),0,0,1,Depósito,3.0,Tertiary,White Collar,3,0-3,Cluster_0,Adultos consolidados
5182,31.0,blue-collar,married,secondary,no,3311,yes,no,unknown,20,May,719,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,3,0-3,Cluster_1,Trabajadores técnicos
5183,33.0,services,single,secondary,no,152,yes,no,cellular,25,May,202,2,365,2,success,1,0,1,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,Blue Collar,4,0-3,Cluster_1,Trabajadores técnicos
5184,39.0,self-employed,married,tertiary,no,1047,no,no,unknown,6,June,554,1,-1,0,unknown,1,1,0,Adultos iniciales (35-44),0,0,1,Depósito,3.0,Tertiary,Self-Employed,1,0-3,Cluster_2,Profesionales estudios superiores
5185,30.0,technician,married,secondary,no,484,yes,no,unknown,6,May,703,1,-1,0,unknown,1,1,0,Jovenes adultos (25-34),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,1,0-3,Cluster_1,Trabajadores técnicos
5186,39.0,technician,married,secondary,no,1587,yes,no,cellular,8,September,108,2,98,3,success,1,0,1,Adultos iniciales (35-44),1,0,2,Hipoteca + Depósito,2.0,Secondary,White Collar,2,0-3,Cluster_3,Jovenes en consolidación
5187,25.0,management,married,tertiary,no,4461,no,no,cellular,11,March,796,5,-1,0,unknown,1,1,0,Jovenes adultos (25-34),0,0,1,Depósito,3.0,Tertiary,White Collar,2,4-10,Cluster_1,Trabajadores técnicos
