id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,default_score,housing_score,loan_score,financial_burden,financial_burden_label,education_rank,education_label,job_profile
4641,25.0,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
4642,74.0,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,1,0,1,Senior (65+),0,0,0,0,No burden,3.0,Tertiary,Retired
4643,42.0,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
4644,29.0,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
4645,60.0,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
4646,41.0,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4648,49.0,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
4649,41.0,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4650,31.0,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4651,25.0,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,White Collar
4653,73.0,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,1,1,0,Senior (65+),0,1,0,1,Low burden,3.0,Tertiary,Retired
4654,31.0,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
4655,32.0,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Student
4656,27.0,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,Student
4657,60.0,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,3.0,Tertiary,Retired
4658,34.0,admin.,married,tertiary,no,142,yes,no,cellular,13,may,459,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4660,31.0,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,1,1,3,High burden,3.0,Tertiary,Self-Employed
4661,42.0,management,single,tertiary,no,11008,no,no,cellular,28,jul,822,6,405,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4662,27.0,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4663,57.0,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,1,2,Medium burden,3.0,Tertiary,Retired
4664,30.0,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4665,45.0,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4667,31.0,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4668,41.0,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4669,57.0,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
4670,57.0,management,divorced,unknown,no,854,no,no,cellular,6,oct,480,1,40,5,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,White Collar
4671,58.0,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
4673,36.0,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4674,53.0,services,divorced,primary,no,-291,yes,yes,unknown,7,may,591,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
4675,34.0,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,1,0,1,Young Adult (26-35),0,0,1,1,Low burden,3.0,Tertiary,White Collar
4676,27.0,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
4677,41.0,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
4678,62.0,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
4679,27.0,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,1.0,Primary,Blue Collar
4680,37.0,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
4681,22.0,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Student
4682,27.0,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,Student
4683,30.0,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4684,28.0,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
4685,27.0,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
4686,42.0,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
4687,36.0,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4689,58.0,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4690,55.0,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),1,0,0,1,Low burden,2.0,Secondary,White Collar
4691,52.0,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,1,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,White Collar
4692,42.0,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4693,46.0,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4694,32.0,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
4695,52.0,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,1,1,Low burden,2.0,Secondary,White Collar
4696,57.0,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,other,1,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,White Collar
4697,40.0,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
4698,30.0,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
4699,30.0,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,1,0,1,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
4700,39.0,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,1,0,1,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
4701,28.0,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,1,1,0,Young Adult (26-35),1,1,0,2,Medium burden,2.0,Secondary,White Collar
4702,34.0,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4703,30.0,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4704,24.0,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,1,94,4,success,1,0,1,Young (18-25),0,1,0,1,Low burden,2.0,Secondary,White Collar
4705,59.0,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
4706,38.0,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,Unemployed/Unknown
4707,47.0,unemployed,married,primary,no,324,no,no,cellular,21,nov,462,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,1.0,Primary,Unemployed/Unknown
4709,35.0,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Student
4710,61.0,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,White Collar
4711,46.0,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
4712,55.0,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,,Unknown,White Collar
4713,42.0,technician,single,unknown,no,11115,no,no,cellular,10,aug,187,1,102,1,success,1,0,1,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
4714,26.0,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4715,58.0,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,White Collar
4716,46.0,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
4717,39.0,management,married,secondary,no,2981,no,no,cellular,26,mar,200,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
4718,29.0,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Student
4719,21.0,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,1,1,0,Young (18-25),0,0,0,0,No burden,,Unknown,White Collar
4720,57.0,technician,married,primary,no,3376,yes,no,telephone,2,jun,421,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,1.0,Primary,White Collar
4721,31.0,management,single,tertiary,no,4718,yes,no,cellular,21,nov,536,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4722,49.0,technician,divorced,unknown,no,387,no,no,cellular,28,jan,325,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
4723,56.0,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4724,30.0,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
4725,34.0,technician,single,secondary,no,2085,no,no,cellular,10,aug,356,3,182,2,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
4726,35.0,management,single,tertiary,no,62,yes,no,cellular,20,apr,213,3,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4728,44.0,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4729,36.0,technician,married,tertiary,no,341,no,no,cellular,13,aug,282,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4730,63.0,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
4731,37.0,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4732,58.0,retired,married,primary,no,4158,no,no,cellular,13,aug,455,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
4733,37.0,management,married,tertiary,no,156,no,no,cellular,19,nov,366,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4734,26.0,management,single,tertiary,no,390,no,no,cellular,7,aug,325,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4735,44.0,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
4736,37.0,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4737,53.0,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,1,0,1,Middle-Aged (51-65),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4740,40.0,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4741,31.0,management,married,tertiary,no,3,yes,yes,cellular,11,feb,331,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,3.0,Tertiary,White Collar
4745,39.0,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,1,2,Medium burden,2.0,Secondary,Blue Collar
4746,47.0,admin.,married,unknown,no,66,no,no,cellular,7,aug,358,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,,Unknown,White Collar
4747,49.0,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
4748,32.0,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4750,27.0,technician,single,secondary,no,1742,yes,no,unknown,16,may,787,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
4751,71.0,retired,divorced,primary,no,1729,no,no,cellular,17,nov,456,2,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,1.0,Primary,Retired
4752,32.0,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4753,29.0,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,2,81,3,failure,1,0,1,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4754,64.0,housemaid,married,primary,no,768,no,no,cellular,14,jan,371,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Blue Collar
4755,24.0,student,single,secondary,no,1809,no,no,cellular,11,oct,165,1,95,2,success,1,0,1,Young (18-25),0,0,0,0,No burden,2.0,Secondary,Student
4756,21.0,student,single,primary,no,423,no,no,telephone,18,jan,287,5,285,5,success,1,0,1,Young (18-25),0,0,0,0,No burden,1.0,Primary,Student
4757,42.0,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,may,580,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
4758,47.0,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4759,53.0,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,241,1,92,1,success,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Blue Collar
4760,33.0,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
4761,62.0,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,Retired
4762,33.0,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4763,58.0,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,1,0,1,Low burden,2.0,Secondary,Unemployed/Unknown
4764,52.0,services,married,secondary,no,659,no,no,cellular,27,oct,113,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4766,37.0,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,3,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4767,34.0,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,failure,1,0,1,Young Adult (26-35),0,0,1,1,Low burden,3.0,Tertiary,White Collar
4769,54.0,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
4772,21.0,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409,1,361,3,failure,1,0,1,Young (18-25),0,1,1,2,Medium burden,1.0,Primary,Blue Collar
4775,32.0,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,1.0,Primary,Blue Collar
4777,49.0,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4778,31.0,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4779,32.0,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,Self-Employed
4781,27.0,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
4782,78.0,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,,Unknown,Unemployed/Unknown
4783,60.0,retired,married,secondary,no,5267,no,no,cellular,4,sep,520,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
4784,36.0,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4785,75.0,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,1,0,1,Senior (65+),0,0,0,0,No burden,2.0,Secondary,Retired
4786,30.0,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4787,30.0,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,1,1,Low burden,3.0,Tertiary,White Collar
4788,50.0,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,White Collar
4789,37.0,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4791,26.0,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,3.0,Tertiary,White Collar
4792,49.0,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,2.0,Secondary,Blue Collar
4793,40.0,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4794,46.0,admin.,married,secondary,no,974,no,no,cellular,17,mar,178,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,White Collar
4795,38.0,management,single,tertiary,no,3141,no,no,cellular,9,nov,347,4,189,2,success,1,0,1,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4796,74.0,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,1,1,0,Senior (65+),0,0,0,0,No burden,2.0,Secondary,Retired
4797,35.0,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
4798,50.0,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
4799,54.0,management,married,primary,no,2587,no,no,cellular,2,jun,236,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,1.0,Primary,White Collar
4801,36.0,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,Unemployed/Unknown
4803,36.0,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Blue Collar
4804,41.0,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4805,30.0,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,1,0,1,Young Adult (26-35),0,0,0,0,No burden,2.0,Secondary,White Collar
4806,39.0,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,-1,0,unknown,1,1,0,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Self-Employed
4807,34.0,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Blue Collar
4810,50.0,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,3.0,Tertiary,White Collar
4812,44.0,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,366,4,failure,1,0,1,Adult (36-50),0,1,0,1,Low burden,1.0,Primary,Blue Collar
4813,32.0,blue-collar,married,primary,no,634,no,no,cellular,29,jan,696,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,1.0,Primary,Blue Collar
4814,30.0,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4815,59.0,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
4816,35.0,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,954,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,1,2,Medium burden,2.0,Secondary,White Collar
4818,42.0,management,married,unknown,no,849,yes,no,cellular,8,oct,667,1,321,1,other,1,0,1,Adult (36-50),0,1,0,1,Low burden,,Unknown,White Collar
4819,63.0,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,1,1,0,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Retired
4820,35.0,technician,single,secondary,no,204,yes,no,cellular,25,may,236,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,1,0,1,Low burden,2.0,Secondary,White Collar
4821,43.0,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,1,1,0,Adult (36-50),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
4822,27.0,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,1,-1,0,unknown,1,1,0,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,White Collar
4823,29.0,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,1,0,1,Young Adult (26-35),0,0,0,0,No burden,3.0,Tertiary,Self-Employed
4824,54.0,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure,1,0,1,Middle-Aged (51-65),0,0,0,0,No burden,2.0,Secondary,Unemployed/Unknown
