id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,housing_score,loan_score,vinculacion,productos_detalle,education_rank,education_label,job_profile,week_of_month,campaign_group,2076,2075,2074,2073,2072,2071,2070,2069,2068,2067,2066,2065,2064,2063,2062,2061,2060,2059,2058,2057,2056,2055,2054,2053,2052,2051,2050,2049,2048,2047,2046,2045,2044,2043,2042,2041,2040,2039,2038,2037,2036,2035,2034,2033,2032,2031,2030,2029,2028,2027,2026
6120,42.0,management,married,tertiary,no,9916,yes,no,cellular,21,November,306,1,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,0-3,667349.052476,664261.063623,661232.681156,658245.735766,655306.555064,652449.071581,649729.448493,647246.868735,646264.443138,643341.153204,643398.06843,654285.939667,658431.499768,661591.718357,675692.263462,687435.12225,705359.078613,720862.221839,728469.060135,733964.757032,730344.433692,752755.337057,762923.645781,771641.123265,778066.793046,795294.413696,779302.726408,776563.892445,764180.131431,757555.43482,746963.003622,727692.397496,719442.991595,716053.269556,699020.428236,681903.973235,683026.069978,672126.417994,667465.634641,666651.354281,672691.36873,677988.936082,666900.614559,664298.108318,662509.970125,661596.852367,656999.39699,658686.366688,664908.293275,675594.89771,683455.0
6121,33.0,admin.,single,secondary,no,3160,no,no,unknown,18,June,719,10,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,3,4-10,628883.173482,628786.997403,628044.880152,626251.812986,623946.293497,621239.361314,618256.324309,615117.359506,611917.348577,608720.531822,605573.2019,602501.155558,599512.529679,596614.36774,593832.672707,591215.21792,588856.327228,588090.878849,585089.865402,585303.312748,596877.175423,601434.105016,604856.57749,619770.037179,632446.821625,651542.680359,668133.887759,676350.09773,682288.277887,678525.309876,702020.802189,712685.573083,722065.626555,729011.578551,747218.614761,731468.684807,729797.040987,717464.859626,711327.651351,700772.215616,680836.301157,672239.705939,669076.26492,649743.915806,629388.772505,627810.232629,612308.041166,603131.067065,597111.855311,597003.023629,597031.0
6122,35.0,admin.,single,secondary,no,0,yes,no,cellular,8,May,376,3,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,2,0-3,643683.097025,641912.090851,639683.129521,637051.23113,634121.458576,631012.699619,627826.766793,624636.463252,621494.420969,618429.381736,615449.031561,612557.471998,609776.541839,607149.695919,604767.829519,603944.550923,600955.024527,601109.843296,612481.680682,616909.973818,620246.092622,634934.86518,647359.313535,666146.428334,682453.065546,690512.668848,696335.43813,692605.065885,715800.225818,726310.273668,735481.812472,742256.159097,760176.075225,744341.864154,742394.040687,730105.860816,723954.25747,713575.22291,694087.216239,685931.644707,683107.438253,664896.628222,645978.458139,645671.711389,631946.234413,624373.247431,619956.335542,621471.838955,622379.118596,605884.937187,599627.0
6123,28.0,student,single,tertiary,no,2306,no,no,cellular,29,October,140,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,3.0,Tertiary,Student,5,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
6124,41.0,admin.,divorced,secondary,no,2550,yes,no,cellular,15,May,894,2,347,2,failure,0,0,1,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,White Collar,3,0-3,665539.311217,662426.79285,659350.489489,656307.58027,653305.723518,650361.511658,647510.431318,644806.01089,642343.46981,641388.909321,638463.942875,638535.596303,649482.622878,653658.532135,656833.091494,670998.984529,682818.154487,700843.342954,716442.223459,724104.052977,729641.414543,726009.374983,748521.267684,758733.425687,767504.997085,773968.601926,791273.831159,775284.807534,772625.987873,760239.939406,753665.485002,743101.716964,723823.253257,715625.151619,712365.808309,695285.302998,678080.212836,679186.614411,668134.253077,663323.393149,662283.755027,667988.742154,672910.512633,661257.178657,658140.139921,655733.067695,654191.829997,648897.254939,650004.143846,655896.188792,666610.0
6125,44.0,blue-collar,married,secondary,no,701,no,yes,unknown,3,July,269,2,-1,0,unknown,0,1,0,Adultos iniciales(35-44),0,1,1,Préstamo,2.0,Secondary,Blue Collar,1,0-3,669873.29743,666882.343586,663961.550254,661113.289211,658383.896649,655874.06904,654840.720022,651915.461171,651936.342009,662704.748231,666787.445592,669918.624304,683897.766697,695502.907086,713244.288758,728576.39619,736088.352803,741512.373861,737918.731226,760140.003702,770224.632756,778838.424632,785190.734677,802271.097526,786280.671917,783401.364449,771034.984833,764332.76377,753705.67707,734469.181461,726138.096857,722511.563596,705559.013554,688578.755364,689676.638424,678977.974014,674482.133436,673937.489401,680411.572487,686198.486653,675931.846991,674079.419387,673258.980106,673401.099116,670078.21229,672978.495198,680172.234894,691443.372385,699535.581526,724580.746641,742659.0
6126,26.0,technician,single,secondary,no,3244,no,no,cellular,2,February,141,1,5,1,failure,0,0,1,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,1,0-3,542763.783958,546527.242343,550045.783188,553148.579431,555712.721361,557654.394291,558918.472158,559472.546607,559303.32664,558441.596138,556507.188114,554065.035691,551215.295906,548074.081372,544760.865505,541379.153108,538008.961985,534716.437342,531546.86769,528523.648581,525662.788831,522992.13767,520553.819064,518430.940368,518023.346275,515035.320559,515519.701014,527896.190043,532951.546502,536691.573536,552489.34503,566251.896349,586699.825935,604613.274454,613652.371802,620231.119713,616429.713138,641092.310771,652115.268213,661798.317018,668451.190146,686309.136193,669025.523483,666141.427599,650574.650259,641100.726834,626164.33102,600689.190781,587182.178209,581175.988074,556173.0
6127,40.0,management,single,tertiary,no,402,yes,no,unknown,30,May,243,3,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,5,0-3,663330.93272,660234.729243,657132.200187,654037.421187,650975.259968,647964.510758,645023.600399,642185.410566,639499.352939,637056.86551,636128.427083,633197.830368,633281.679247,644287.975839,648494.854502,651685.377725,665921.290611,677823.080675,695956.655457,711657.98752,719378.900928,724960.408824,721316.068412,743931.393,754187.393955,763013.988736,769516.340043,786902.478092,770920.136437,768350.140685,755967.885956,749452.606833,738925.358062,719642.942344,711498.738226,708371.004139,691226.938931,673904.767054,674959.353898,663698.33035,658669.952338,657321.652614,662590.304112,667032.644319,654703.046217,650986.917719,647896.047993,645708.837958,639752.118633,640403.899383,646214.0
6128,37.0,management,married,tertiary,no,6014,yes,no,cellular,15,July,163,6,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,3,4-10,653676.403778,651069.633545,648209.981142,645165.743023,642020.659034,638846.804615,635703.507889,632627.751881,629633.703173,626728.979751,623935.769986,621295.701412,618896.735674,618031.919062,615066.426611,615183.962242,626388.409746,630710.32541,633973.221454,648459.506448,660653.76841,679158.310075,695205.592523,703122.928407,708845.647832,705154.390108,728098.839193,738493.550564,747504.554611,754146.242656,771818.677413,755900.413896,753669.744764,741341.243881,735051.356918,724652.016098,705328.726832,697287.494152,694469.968601,676907.605486,658905.96524,659428.10164,647030.292048,640793.880816,637901.540737,641182.616962,643605.000811,628732.885257,623079.170718,618107.804335,614688.0
6129,33.0,blue-collar,married,secondary,no,-81,yes,no,cellular,29,January,339,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,5,0-3,628883.173482,628786.997403,628044.880152,626251.812986,623946.293497,621239.361314,618256.324309,615117.359506,611917.348577,608720.531822,605573.2019,602501.155558,599512.529679,596614.36774,593832.672707,591215.21792,588856.327228,588090.878849,585089.865402,585303.312748,596877.175423,601434.105016,604856.57749,619770.037179,632446.821625,651542.680359,668133.887759,676350.09773,682288.277887,678525.309876,702020.802189,712685.573083,722065.626555,729011.578551,747218.614761,731468.684807,729797.040987,717464.859626,711327.651351,700772.215616,680836.301157,672239.705939,669076.26492,649743.915806,629388.772505,627810.232629,612308.041166,603131.067065,597111.855311,597003.023629,597031.0
6130,36.0,admin.,married,secondary,no,898,no,no,cellular,15,July,118,5,-1,0,unknown,0,1,0,Adultos iniciales(35-44),0,0,0,Ninguno,2.0,Secondary,White Collar,3,4-10,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
6131,28.0,unemployed,married,secondary,no,863,yes,yes,unknown,27,May,355,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,2.0,Secondary,Unemployed,4,0-3,572024.424502,575088.357117,577689.691486,579672.458368,580957.558467,581514.006643,581340.530363,580481.122689,578571.133201,576172.898084,573385.01944,570317.61242,567081.550234,563770.884562,560457.060761,557199.464207,554039.406505,550999.374251,548097.209348,545364.680699,542849.096915,540639.09268,540115.848334,537127.75434,537535.978947,549685.291971,554591.833925,558230.645887,573755.247381,587160.733254,607171.308005,624651.190804,633415.900527,639801.102121,636051.320497,660479.181688,671580.497387,681439.128803,688557.281671,707018.596847,690726.711086,688795.361799,674885.017231,667076.119089,654057.672606,630714.312566,618852.33009,613306.454458,589385.489915,564214.198609,559789.0
6132,37.0,self-employed,single,primary,no,235,yes,no,cellular,17,April,191,4,323,9,failure,0,0,1,Adultos iniciales(35-44),1,0,1,Hipoteca,1.0,Primary,Self-Employed,3,4-10,653676.403778,651069.633545,648209.981142,645165.743023,642020.659034,638846.804615,635703.507889,632627.751881,629633.703173,626728.979751,623935.769986,621295.701412,618896.735674,618031.919062,615066.426611,615183.962242,626388.409746,630710.32541,633973.221454,648459.506448,660653.76841,679158.310075,695205.592523,703122.928407,708845.647832,705154.390108,728098.839193,738493.550564,747504.554611,754146.242656,771818.677413,755900.413896,753669.744764,741341.243881,735051.356918,724652.016098,705328.726832,697287.494152,694469.968601,676907.605486,658905.96524,659428.10164,647030.292048,640793.880816,637901.540737,641182.616962,643605.000811,628732.885257,623079.170718,618107.804335,614688.0
6133,32.0,technician,single,secondary,no,12,no,no,cellular,7,August,173,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,White Collar,1,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
6134,49.0,blue-collar,married,secondary,no,298,yes,no,cellular,30,April,264,2,86,3,failure,0,0,1,Adultos maduros (45-54),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,5,0-3,670040.691781,668938.025628,666055.446002,666021.987565,676523.38807,680445.065686,683481.572692,697160.721984,708442.461538,725772.863137,740735.078013,748057.651335,753351.014247,749848.308967,771667.691517,781581.169194,789972.531267,796160.235427,812900.21401,796924.244192,793746.074922,781436.963848,774597.715804,763946.142332,744856.78803,736424.178254,732364.345705,715650.172714,698992.614859,700000.662163,689624.948161,685269.707736,684956.263053,691841.161982,698013.508908,688685.682028,687521.978661,687744.490369,689118.370154,687548.213059,692311.515154,701332.763409,714312.193115,724233.648172,749576.192983,768584.71017,792660.055883,804190.417147,829234.071864,832170.546097,839091.0
6135,36.0,blue-collar,married,secondary,no,3463,yes,no,telephone,21,November,29,4,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,3,4-10,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
6136,39.0,housemaid,married,primary,no,13338,no,no,cellular,11,August,103,4,-1,0,unknown,0,1,0,Adultos iniciales(35-44),0,0,0,Ninguno,1.0,Primary,Blue Collar,2,4-10,660675.771048,657652.383268,654564.740214,651439.884283,648321.399378,645246.183849,642235.191171,639304.261024,636482.106325,633814.229732,631389.477858,630484.233231,627544.226778,627638.48158,638705.871442,642946.136833,646155.778417,660467.739755,672459.201487,690708.656733,706518.870905,714302.29795,719929.584903,716271.40126,738992.411835,749292.453502,758175.81916,764719.096078,782191.401857,766221.812194,763751.567413,751380.337562,744933.554547,734448.718923,715162.428981,707068.719477,704065.876369,686830.562531,669348.339948,670299.299868,658755.989701,653426.18083,651671.287652,656390.940774,660247.830248,647137.9715,642764.127591,638967.894678,636183.592653,629689.565353,630129.0
6137,34.0,blue-collar,married,unknown,no,391,yes,yes,unknown,23,May,34,2,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,1,2,Hipoteca + Préstamo,,Unknown,Blue Collar,4,0-3,636832.378276,636071.909574,634312.826966,632049.819279,629376.78891,626415.161105,623287.541119,620093.359853,616900.97532,613759.012145,610693.825124,607712.324829,604819.565205,602039.051492,599416.343507,597044.2715,596247.11857,593249.987877,593431.493972,604900.416089,609390.881241,612769.299566,627568.333086,640116.620483,659054.905817,675500.373952,683635.848214,689513.476947,685764.971405,709103.063569,719684.902594,728954.678313,735811.17431,753872.243383,738084.221039,736281.044626,723989.278994,717869.755805,707437.897509,687773.001796,679448.848558,676504.970956,657800.11819,638232.330036,637341.35055,622772.946365,614408.792405,609165.59504,609803.771085,610125.601716,593143.0
6138,32.0,technician,single,tertiary,no,569,no,yes,cellular,29,January,348,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,1,1,Préstamo,3.0,Tertiary,White Collar,5,0-3,619772.844429,620379.212879,620306.434987,619534.655485,617698.9107,615358.719457,612629.075014,609632.671515,606484.966099,603276.638611,600069.573142,596909.676175,593824.300982,590823.948089,587918.526838,585136.669907,582527.915264,580187.423122,579460.088396,576458.982258,576708.806513,588394.100676,593020.423998,596487.467042,611518.653935,624328.78669,643589.519758,660335.271461,668639.700319,674647.057466,670875.882503,694544.850708,705303.733418,714803.584339,721840.85612,740189.333065,724456.606215,722887.070959,710457.05676,704229.566727,693455.604026,673130.833492,664138.532798,660646.856716,640549.781869,619278.83377,616940.743412,600465.177743,590536.531391,583905.11335,583324.0
6139,26.0,services,married,secondary,no,54,yes,no,unknown,13,May,116,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,2.0,Secondary,Blue Collar,2,0-3,542763.783958,546527.242343,550045.783188,553148.579431,555712.721361,557654.394291,558918.472158,559472.546607,559303.32664,558441.596138,556507.188114,554065.035691,551215.295906,548074.081372,544760.865505,541379.153108,538008.961985,534716.437342,531546.86769,528523.648581,525662.788831,522992.13767,520553.819064,518430.940368,518023.346275,515035.320559,515519.701014,527896.190043,532951.546502,536691.573536,552489.34503,566251.896349,586699.825935,604613.274454,613652.371802,620231.119713,616429.713138,641092.310771,652115.268213,661798.317018,668451.190146,686309.136193,669025.523483,666141.427599,650574.650259,641100.726834,626164.33102,600689.190781,587182.178209,581175.988074,556173.0
6140,46.0,admin.,divorced,secondary,no,875,yes,yes,cellular,11,May,269,3,353,2,failure,0,0,1,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,2,0-3,670933.138138,668070.996234,665346.62749,662834.414059,661771.814041,658852.689643,658838.842715,669488.590891,673502.790574,676597.902784,690457.82252,701933.534698,719507.928579,734687.71671,742120.257197,747486.919289,743926.528115,765975.873498,775984.762717,784502.050563,790783.689646,807722.664735,791735.646091,788730.100875,776386.680935,769624.576351,758982.244241,739798.62705,731414.113884,727591.034344,710724.396771,693867.24031,694920.383382,684357.935098,679933.546199,679516.45548,686219.393459,692247.775079,682484.925886,681056.001228,680840.55737,681688.338187,679309.552493,683196.509484,691325.720029,703412.419289,712274.799372,737241.434612,755385.13406,779472.971697,790432.0
6141,78.0,retired,divorced,secondary,no,631,no,no,telephone,11,August,95,1,-1,0,unknown,0,1,0,Senior (65+),0,0,0,Ninguno,2.0,Secondary,Retired,2,0-3,542774.70437,534959.583758,531690.270244,532130.379506,539167.450178,545182.207094,538925.99319,538455.997234,539543.464138,541455.591273,541582.713071,546722.5849,554882.179548,565915.856029,574900.017029,594437.465715,610910.807528,629900.846199,641505.621501,662969.420905,667176.714669,675187.183257,667112.68412,659800.422659,642511.954482,636143.659334,624892.274732,613359.945254,605653.563039,597736.586323,600365.304189,585435.797633,579535.792515,585819.289667,557660.221918,539694.844981,528191.59678,528637.196302,514860.390216,502981.649112,490896.459827,458251.148013,444672.390134,424375.592927,424651.939741,422268.322961,397115.327673,387352.694123,401973.609258,420577.097022,384893.0
6142,47.0,admin.,married,secondary,no,3434,yes,yes,telephone,9,July,337,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,1,2,Hipoteca + Préstamo,2.0,Secondary,White Collar,2,0-3,670919.413373,668176.370779,665662.700391,664593.558727,661685.168445,661659.994286,672254.899653,676235.178526,679310.023846,693109.538472,704520.99071,722014.016693,737121.064998,744517.022269,749858.729108,746317.279361,768287.159246,778262.160784,786735.01665,792983.548664,809854.38503,793869.839629,790804.686461,778472.837946,771684.01727,761037.730654,741884.558047,733481.190829,729573.125104,712754.777396,695961.965375,696996.035489,686495.214489,682094.521478,681717.069945,688493.090487,694587.494569,684998.576235,683693.438499,683672.10041,684753.397427,682714.930132,686970.640559,695471.542201,707919.425083,717182.28585,742266.971478,760670.09682,784635.558652,795632.691756,820744.0
6143,80.0,retired,married,secondary,no,1610,no,no,cellular,12,August,71,1,-1,0,unknown,0,1,0,Senior (65+),0,0,0,Ninguno,2.0,Secondary,Retired,2,0-3,500282.754964,500756.261931,507546.774299,513340.089308,507441.657601,507031.590461,508126.608307,509996.869729,510192.859372,515154.786114,522955.485422,533464.042604,542031.160616,560548.029909,576221.657955,594225.865161,605299.064627,625694.73289,629684.687746,637337.144141,629674.851275,622725.432206,606356.22494,600263.402232,589614.21119,578633.231307,571380.094966,563848.234482,566363.789535,552235.450203,546636.812406,552571.135324,525906.292366,508938.832095,498158.881511,498485.146674,485465.125093,474181.018971,462753.381555,431875.908215,419040.340233,399877.546708,400093.677973,397751.296085,374093.744152,364790.125133,378574.293394,395938.291814,362249.008177,346877.87521,362346.0
6144,25.0,student,single,tertiary,no,505,yes,no,cellular,6,May,37,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),1,0,1,Hipoteca,3.0,Tertiary,Student,1,0-3,527426.252226,531382.890854,535199.967465,538708.482642,541789.977309,544342.375362,546285.078298,547557.870346,548120.708455,547953.572756,547083.302397,545125.909853,542651.211934,539762.90487,536581.759902,533232.057479,529821.440301,526433.022619,523134.559968,519971.703426,516966.829305,514134.180435,511499.402321,509102.295156,507024.029302,506674.884689,503685.918412,504210.64162,516701.860958,521840.804697,525642.984489,541586.3066,555541.366331,576213.29666,594340.921952,603499.439579,610133.936367,606236.814281,630904.065713,641741.043333,651157.733186,657360.905884,674664.813973,656657.650416,653088.140856,636486.885257,626047.65832,610113.13228,583664.373102,569634.440341,564026.0
6145,50.0,management,married,tertiary,no,11528,yes,no,unknown,30,May,57,1,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,3.0,Tertiary,White Collar,5,0-3,670486.942533,667601.238734,667563.535508,678025.073649,681924.28328,684946.145489,698568.015284,709785.953824,727035.015215,741924.303376,749209.145679,754477.34842,750992.9878,772739.338306,782624.064576,790977.779793,797137.890155,813815.533832,797846.692653,794615.671164,782318.67502,775455.815161,764802.595425,745745.952476,737301.276882,733171.967839,716512.214529,699924.674417,700924.762148,690614.458161,686285.350396,686003.139765,692934.852781,699133.97281,689913.334146,688789.946293,689088.565335,690549.056349,689134.884204,694060.416525,703243.677871,716391.462863,726549.877339,751976.709699,771253.077071,795438.01859,807316.236926,832522.464122,835618.6564,842587.063285,829373.0
6146,36.0,management,divorced,tertiary,no,102,yes,no,cellular,14,April,114,1,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,0,1,Hipoteca,3.0,Tertiary,White Collar,2,0-3,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
6147,42.0,unemployed,married,primary,yes,-581,yes,no,cellular,13,May,224,1,370,2,failure,0,0,1,Adultos iniciales(35-44),1,0,1,Hipoteca,1.0,Primary,Unemployed,2,0-3,667349.052476,664261.063623,661232.681156,658245.735766,655306.555064,652449.071581,649729.448493,647246.868735,646264.443138,643341.153204,643398.06843,654285.939667,658431.499768,661591.718357,675692.263462,687435.12225,705359.078613,720862.221839,728469.060135,733964.757032,730344.433692,752755.337057,762923.645781,771641.123265,778066.793046,795294.413696,779302.726408,776563.892445,764180.131431,757555.43482,746963.003622,727692.397496,719442.991595,716053.269556,699020.428236,681903.973235,683026.069978,672126.417994,667465.634641,666651.354281,672691.36873,677988.936082,666900.614559,664298.108318,662509.970125,661596.852367,656999.39699,658686.366688,664908.293275,675594.89771,683455.0
6148,54.0,management,married,tertiary,no,0,yes,no,cellular,24,July,140,2,-1,0,unknown,0,1,0,Adultos maduros (45-54),1,0,1,Hipoteca,3.0,Tertiary,White Collar,4,0-3,683790.016016,686765.003945,700187.694137,711179.135042,728121.512945,742726.043773,749853.173184,755010.029038,751582.899797,773031.578203,782795.513212,791000.118818,797054.698631,813492.686095,797569.745154,794149.128894,781910.250959,774965.467402,764313.616507,745392.658085,736907.115142,732520.914682,716079.448284,699770.670975,700749.181342,690705.363089,686494.430631,686347.137186,693454.711059,699747.459859,690912.861952,689891.286586,690377.153623,692010.754832,690962.364966,696196.975889,705617.378445,718966.173787,729540.118633,754858.887277,774684.695172,799032.116206,812000.85944,837913.891399,842098.435068,850156.642239,838096.623574,827566.680208,802588.692362,794143.690789,777262.0
6149,43.0,retired,married,primary,no,7298,no,no,unknown,11,June,36,2,-1,0,unknown,0,1,0,Adultos iniciales(35-44),0,0,0,Ninguno,1.0,Primary,Retired,2,0-3,668790.46519,665748.772676,662772.660104,659844.484818,656988.752381,654260.367101,651761.079297,650751.430667,647827.332571,647866.946519,658695.38409,662810.063,665956.259636,679995.067098,691667.065831,709496.813698,724911.22693,732468.132719,737925.869165,734318.069805,756631.833477,766757.367163,775422.113622,781810.696992,798963.547694,782971.804455,780160.087312,767783.472686,761116.723351,750503.575518,731247.027435,722952.741239,719439.696469,702447.614158,685403.26064,686519.003894,675732.727179,671171.867872,670517.052535,676807.621149,682388.619823,671758.684362,669577.086324,668320.433152,667976.004687,664048.791842,666353.909756,673038.679381,683949.01087,691806.405527,717240.0
6150,29.0,blue-collar,married,secondary,no,0,no,no,cellular,10,July,45,1,-1,0,unknown,0,1,0,Jovenes adultos (25-34),0,0,0,Ninguno,2.0,Secondary,Blue Collar,2,0-3,585528.684068,588083.738584,590083.214554,591397.93242,591976.65778,591814.546979,590959.678287,589056.908178,586670.626727,583902.389761,580862.565193,577659.710416,574384.191595,571103.019552,567871.250192,564726.739659,561689.747895,558777.571318,556022.700631,553474.558125,551224.490823,550644.875602,547654.146511,548023.463503,560057.58323,564894.115505,568489.462448,583886.113638,597130.017659,616936.967255,634213.575321,642845.880215,649124.129181,645368.062899,669615.305627,680661.38095,690482.038471,697665.303094,716218.919016,700210.708841,698536.326868,685209.046552,678017.876342,665788.576667,643416.809896,632426.639002,627410.732708,604429.593839,580081.756681,575773.714632,557162.0
6151,36.0,management,married,tertiary,no,909,yes,yes,cellular,25,July,250,3,-1,0,unknown,0,1,0,Adultos iniciales(35-44),1,1,2,Hipoteca + Préstamo,3.0,Tertiary,White Collar,4,0-3,649110.630995,646872.23162,644273.498041,641382.533496,638302.69323,635132.352098,631946.705998,628802.70453,625733.064234,622747.960257,619852.449183,617067.637126,614435.65559,612045.557021,611200.381439,608221.863129,608355.566097,619639.340123,624011.232004,627308.501975,641892.741376,654198.969791,672841.505802,689015.66561,697002.945994,702774.707539,699064.107557,722129.121876,732577.62802,741663.542043,748366.404911,766156.145948,750276.841935,748183.971574,735879.522548,729666.125866,719291.7966,699910.575644,691842.186473,689054.124321,671217.842137,652817.07635,652980.628251,639981.325064,633126.845827,629509.678964,631929.668179,633571.927347,617826.191207,611721.853726,606505.0
6152,59.0,blue-collar,married,unknown,no,337,no,no,unknown,18,June,100,4,-1,0,unknown,0,1,0,Mediana edad (55-64),0,0,0,Ninguno,,Unknown,Blue Collar,3,4-10,734710.229019,741652.101895,746672.045139,743305.556195,764361.161481,773946.755702,781941.114447,787840.687439,803956.963925,788103.588342,784462.73656,772307.173014,765279.548478,754649.668213,735923.140981,727405.280532,722728.943653,706564.128026,690596.481571,691535.269071,681808.310844,677734.435581,677735.538767,685013.86837,691397.46858,683023.723652,682118.567982,682783.075588,684541.903556,683787.542044,689155.383726,698525.850299,711670.63864,722181.085802,746748.968896,766414.51182,790201.134572,803510.652698,829396.807155,834221.464579,843127.730444,832515.661711,823224.514406,800452.479702,792766.161789,777449.325559,763013.056517,751374.270664,740894.151756,742537.19468,722151.0
