id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,no_previous_contact,had_previous_contact,age_group,financial_burden,financial_burden_label,education_rank,education_label,job_profile,week_of_month,campaign_group
5623,31.0,blue-collar,married,primary,no,55,yes,yes,cellular,17,April,340,2,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,1.0,Primary,Blue Collar,3,0-3
5624,37.0,management,married,tertiary,no,-666,yes,no,cellular,18,November,204,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5625,45.0,blue-collar,married,secondary,no,87,yes,no,cellular,14,May,96,1,360,3,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
5626,45.0,management,married,primary,no,4629,no,no,telephone,2,April,285,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,White Collar,1,0-3
5627,36.0,blue-collar,single,primary,no,2176,yes,no,unknown,28,May,52,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,4,0-3
5628,57.0,management,married,tertiary,no,3431,yes,no,cellular,21,November,55,2,189,1,failure,0,0,1,Middle-Aged (51-65),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5629,39.0,management,married,tertiary,no,208,no,no,cellular,20,August,170,4,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,4-10
5630,47.0,services,married,secondary,no,0,yes,no,cellular,9,July,173,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
5631,44.0,services,divorced,secondary,no,240,yes,no,unknown,8,May,155,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
5632,39.0,admin.,married,secondary,no,1388,yes,no,cellular,15,July,150,5,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,4-10
5633,40.0,services,married,secondary,no,5807,yes,no,unknown,20,June,98,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5634,48.0,management,divorced,secondary,no,17,yes,no,cellular,17,November,195,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
5635,56.0,services,married,secondary,no,0,no,no,cellular,13,August,112,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Blue Collar,2,4-10
5636,50.0,blue-collar,single,primary,no,1743,yes,no,unknown,6,June,49,5,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,1,4-10
5637,29.0,services,single,secondary,no,1008,yes,no,unknown,23,May,426,9,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,4,4-10
5638,33.0,technician,single,secondary,no,151,yes,no,cellular,20,April,104,3,236,6,failure,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,3,0-3
5639,57.0,blue-collar,married,unknown,no,3196,no,no,cellular,28,August,161,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,,Unknown,Blue Collar,4,4-10
5640,54.0,management,married,tertiary,no,1411,no,no,cellular,12,August,56,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,2,0-3
5641,64.0,retired,divorced,secondary,no,630,no,no,cellular,21,August,97,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,3,0-3
5642,61.0,retired,married,primary,no,0,yes,yes,telephone,18,August,280,10,-1,0,unknown,0,1,0,Middle-Aged (51-65),2,High burden,1.0,Primary,Retired,3,4-10
5643,36.0,blue-collar,married,secondary,no,561,yes,no,unknown,9,June,198,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
5644,50.0,management,married,secondary,no,0,yes,no,unknown,14,May,94,4,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,4-10
5645,30.0,technician,single,secondary,no,281,no,no,cellular,12,August,105,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,2,0-3
5646,40.0,technician,married,secondary,no,40,yes,no,cellular,21,November,73,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
5647,40.0,management,married,tertiary,no,0,no,no,cellular,14,July,109,8,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,4-10
5648,30.0,admin.,divorced,primary,no,1032,yes,no,unknown,29,May,52,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,1.0,Primary,White Collar,5,4-10
5649,55.0,management,divorced,tertiary,no,-207,no,no,cellular,2,February,211,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,1,0-3
5650,59.0,housemaid,married,primary,no,235,no,no,cellular,13,August,119,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,2,0-3
5651,37.0,admin.,married,tertiary,no,0,yes,no,cellular,17,November,65,2,119,1,failure,0,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5652,53.0,services,married,secondary,no,367,yes,yes,cellular,29,January,155,1,261,2,failure,0,0,1,Middle-Aged (51-65),2,High burden,2.0,Secondary,Blue Collar,5,0-3
5653,56.0,management,married,tertiary,no,505,yes,yes,cellular,5,May,221,1,169,3,failure,0,0,1,Middle-Aged (51-65),2,High burden,3.0,Tertiary,White Collar,1,0-3
5654,33.0,services,married,secondary,no,804,yes,yes,unknown,8,May,266,1,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,2,0-3
5655,49.0,services,married,secondary,no,-301,yes,no,cellular,12,May,187,4,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,2,4-10
5656,47.0,technician,married,tertiary,yes,-813,yes,yes,unknown,16,June,179,10,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,3.0,Tertiary,White Collar,3,4-10
5657,34.0,admin.,married,secondary,no,79,yes,no,unknown,23,May,83,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,4,0-3
5658,33.0,blue-collar,married,primary,no,50,yes,no,cellular,7,May,246,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,1.0,Primary,Blue Collar,1,0-3
5659,31.0,blue-collar,single,secondary,no,1205,yes,no,cellular,16,April,462,1,328,2,other,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5660,44.0,technician,single,secondary,no,365,yes,no,unknown,8,May,169,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
5661,50.0,admin.,married,secondary,no,-1415,no,no,cellular,19,August,358,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,3,0-3
5662,39.0,admin.,single,secondary,no,223,no,no,cellular,4,February,277,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,1,0-3
5663,41.0,management,married,tertiary,no,1897,yes,no,unknown,19,May,335,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5664,33.0,management,married,tertiary,no,22867,yes,no,cellular,10,August,73,1,440,2,failure,0,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5665,40.0,housemaid,married,secondary,no,949,no,no,cellular,8,August,182,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,2,0-3
5666,42.0,services,married,secondary,no,1165,yes,no,cellular,18,May,485,6,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,4-10
5667,37.0,management,divorced,secondary,no,1655,yes,no,cellular,12,May,178,1,175,2,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
5668,56.0,blue-collar,married,unknown,no,260,yes,no,telephone,30,July,250,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,,Unknown,Blue Collar,5,0-3
5669,49.0,blue-collar,divorced,primary,no,0,yes,no,cellular,29,July,468,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,5,0-3
5670,35.0,entrepreneur,single,tertiary,no,-880,no,yes,cellular,24,July,77,3,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,Self-Employed,4,0-3
5671,41.0,management,divorced,tertiary,no,107,yes,no,cellular,17,July,122,10,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,4-10
5672,52.0,blue-collar,married,primary,no,1624,no,no,unknown,20,June,114,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,3,0-3
5673,33.0,technician,single,tertiary,no,1257,yes,no,cellular,22,July,66,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,4,0-3
5674,40.0,admin.,single,unknown,no,355,yes,no,cellular,7,April,345,2,138,6,other,0,0,1,Adult (36-50),1,Low burden,,Unknown,White Collar,1,0-3
5675,44.0,blue-collar,divorced,secondary,no,579,yes,no,unknown,6,May,198,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
5676,39.0,blue-collar,married,secondary,no,1403,no,no,cellular,11,May,214,8,326,2,failure,0,0,1,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,2,4-10
5677,39.0,blue-collar,married,primary,no,-176,no,no,cellular,9,July,176,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,0-3
5678,28.0,management,single,secondary,no,-513,no,yes,cellular,29,July,95,8,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,5,4-10
5679,45.0,technician,single,secondary,no,586,no,yes,cellular,28,July,32,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,4,0-3
5680,63.0,retired,divorced,primary,no,1840,no,no,cellular,12,March,71,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,2,0-3
5681,39.0,technician,single,tertiary,no,720,no,no,cellular,12,August,234,4,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,2,4-10
5682,28.0,blue-collar,single,secondary,no,97,yes,no,unknown,7,May,67,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
5683,36.0,management,single,tertiary,no,13,no,yes,cellular,18,November,106,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5684,34.0,admin.,divorced,secondary,no,140,yes,no,cellular,8,May,81,2,365,1,failure,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,2,0-3
5685,45.0,blue-collar,married,secondary,no,521,yes,no,unknown,17,June,259,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5686,30.0,blue-collar,married,secondary,no,364,yes,yes,cellular,4,February,331,1,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,1,0-3
5687,59.0,blue-collar,married,primary,no,416,no,no,unknown,16,June,92,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,3,0-3
5688,54.0,housemaid,married,primary,no,3304,no,yes,cellular,25,July,90,7,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,Blue Collar,4,4-10
5689,47.0,unknown,married,unknown,no,1880,no,no,unknown,18,June,64,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,,Unknown,Unknown,3,0-3
5690,41.0,admin.,single,tertiary,no,982,no,no,cellular,23,July,105,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,4,0-3
5691,35.0,technician,divorced,secondary,no,0,no,no,cellular,25,August,124,4,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,4,4-10
5692,38.0,services,married,secondary,no,173,yes,no,unknown,20,May,130,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5693,36.0,technician,married,tertiary,no,911,yes,yes,cellular,4,May,275,3,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,3.0,Tertiary,White Collar,1,0-3
5694,39.0,admin.,single,unknown,no,0,yes,no,cellular,11,May,62,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,,Unknown,White Collar,2,0-3
5695,48.0,management,divorced,unknown,no,549,yes,no,unknown,6,May,427,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,,Unknown,White Collar,1,0-3
5696,42.0,blue-collar,married,primary,no,704,yes,yes,telephone,31,July,88,10,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,1.0,Primary,Blue Collar,5,4-10
5697,24.0,blue-collar,single,secondary,no,476,yes,no,unknown,4,June,161,1,-1,0,unknown,0,1,0,Young (18-25),1,Low burden,2.0,Secondary,Blue Collar,1,0-3
5698,57.0,retired,married,secondary,no,3738,yes,no,cellular,19,April,220,1,367,7,success,0,0,1,Middle-Aged (51-65),1,Low burden,2.0,Secondary,Retired,3,0-3
5699,35.0,unknown,married,primary,no,634,no,no,cellular,7,July,185,2,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,1.0,Primary,Unknown,1,0-3
5700,32.0,management,single,tertiary,no,1134,no,no,cellular,28,August,85,4,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,4-10
5701,26.0,blue-collar,single,secondary,no,-128,no,yes,cellular,8,July,392,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,2,0-3
5702,27.0,technician,married,secondary,no,7102,yes,no,unknown,30,May,141,9,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,5,4-10
5703,47.0,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,February,112,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Self-Employed,1,0-3
5704,32.0,blue-collar,single,primary,no,1918,yes,no,cellular,8,May,318,1,172,1,failure,0,0,1,Young Adult (26-35),1,Low burden,1.0,Primary,Blue Collar,2,0-3
5705,48.0,self-employed,single,unknown,no,0,no,no,unknown,18,June,453,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,,Unknown,Self-Employed,3,0-3
5706,43.0,blue-collar,married,primary,no,250,yes,no,cellular,12,May,144,5,342,16,failure,0,0,1,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,2,4-10
5707,30.0,student,single,tertiary,no,31,yes,no,cellular,14,May,23,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,Student,2,0-3
5708,28.0,technician,single,secondary,no,631,no,no,cellular,29,April,835,7,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,5,4-10
5709,32.0,management,married,tertiary,no,62,yes,no,cellular,14,May,166,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5710,26.0,self-employed,married,tertiary,no,479,yes,no,cellular,9,February,133,3,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,Self-Employed,2,0-3
5711,38.0,blue-collar,single,secondary,no,1121,no,no,unknown,18,June,203,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,3,0-3
5712,30.0,services,single,unknown,no,138,yes,no,cellular,20,April,187,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,,Unknown,Blue Collar,3,0-3
5713,33.0,management,single,tertiary,no,0,yes,no,telephone,5,May,399,2,358,5,other,0,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
5714,37.0,services,divorced,secondary,no,239,yes,no,unknown,23,May,140,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,4,0-3
5715,47.0,management,married,tertiary,no,866,no,no,unknown,20,June,23,7,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,3,4-10
5716,36.0,technician,married,secondary,no,1466,yes,no,unknown,29,May,441,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,5,0-3
5717,48.0,housemaid,married,secondary,no,3570,no,no,cellular,5,June,58,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,1,0-3
5718,47.0,technician,divorced,secondary,no,440,no,no,cellular,29,January,147,1,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,2.0,Secondary,White Collar,5,0-3
5719,34.0,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,May,166,4,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,Self-Employed,2,4-10
5720,28.0,blue-collar,married,primary,no,674,yes,no,telephone,14,May,921,4,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,1.0,Primary,Blue Collar,2,4-10
5721,54.0,housemaid,married,primary,no,127,no,no,cellular,19,August,176,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,3,4-10
5722,33.0,management,married,secondary,no,588,yes,no,cellular,18,May,23,5,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,3,4-10
5723,41.0,entrepreneur,divorced,tertiary,no,-413,yes,no,unknown,8,May,170,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,Self-Employed,2,0-3
5724,41.0,admin.,single,secondary,no,882,yes,yes,unknown,28,May,145,2,-1,0,unknown,0,1,0,Adult (36-50),2,High burden,2.0,Secondary,White Collar,4,0-3
5725,42.0,management,married,tertiary,no,877,yes,no,unknown,14,May,238,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5726,32.0,admin.,married,secondary,no,337,no,no,cellular,15,May,51,3,368,1,failure,0,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,White Collar,3,0-3
5727,47.0,self-employed,married,tertiary,no,192,no,no,telephone,30,July,120,6,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,Self-Employed,5,4-10
5728,36.0,technician,married,primary,no,3350,yes,no,cellular,16,April,86,1,269,3,other,0,0,1,Adult (36-50),1,Low burden,1.0,Primary,White Collar,3,0-3
5729,34.0,management,married,tertiary,no,99,no,yes,cellular,3,February,264,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
5730,36.0,management,married,tertiary,no,806,yes,no,cellular,3,February,106,2,259,1,failure,0,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,1,0-3
5731,50.0,management,married,tertiary,no,6739,yes,no,cellular,14,July,68,3,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5732,53.0,admin.,married,primary,no,228,yes,no,unknown,16,May,97,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,White Collar,3,0-3
5733,49.0,blue-collar,married,primary,no,-232,no,yes,cellular,11,August,106,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,1.0,Primary,Blue Collar,2,0-3
5734,39.0,technician,single,secondary,no,556,yes,no,unknown,29,May,322,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,5,0-3
5735,47.0,management,married,tertiary,no,761,yes,no,cellular,11,July,80,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5736,57.0,retired,married,primary,no,207,yes,no,unknown,8,May,193,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,Retired,2,0-3
5737,30.0,unemployed,married,secondary,no,221,no,no,cellular,8,August,61,4,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,2.0,Secondary,Unemployed,2,4-10
5738,54.0,admin.,married,secondary,no,865,yes,no,cellular,17,November,71,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,White Collar,3,0-3
5739,35.0,management,single,tertiary,no,0,no,no,cellular,18,August,276,5,-1,0,unknown,0,1,0,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,3,4-10
5740,47.0,technician,divorced,secondary,no,1851,yes,no,unknown,19,May,140,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,3,0-3
5741,38.0,entrepreneur,married,secondary,no,-272,no,yes,unknown,17,June,143,2,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Self-Employed,3,0-3
5742,40.0,admin.,married,secondary,no,367,yes,no,telephone,5,February,89,1,274,1,failure,0,0,1,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,1,0-3
5743,51.0,blue-collar,married,primary,no,0,no,no,cellular,20,November,85,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,3,0-3
5744,51.0,blue-collar,married,primary,no,230,yes,no,unknown,6,May,673,1,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,1.0,Primary,Blue Collar,1,0-3
5745,57.0,housemaid,married,primary,no,0,no,no,cellular,13,August,189,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Blue Collar,2,0-3
5746,41.0,blue-collar,married,secondary,no,1954,no,no,cellular,18,November,65,1,110,2,success,0,0,1,Adult (36-50),0,No burden,2.0,Secondary,Blue Collar,3,0-3
5747,31.0,entrepreneur,single,secondary,no,379,yes,no,cellular,18,July,570,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Self-Employed,3,0-3
5748,59.0,retired,single,secondary,yes,-341,no,yes,cellular,14,July,94,3,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,2.0,Secondary,Retired,2,0-3
5749,26.0,services,single,primary,no,179,yes,yes,cellular,28,July,333,4,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,1.0,Primary,Blue Collar,4,4-10
5750,41.0,technician,married,tertiary,no,13,no,no,unknown,5,June,189,2,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,1,0-3
5751,39.0,management,married,tertiary,no,839,no,yes,cellular,11,October,365,2,774,11,failure,0,0,1,Adult (36-50),1,Low burden,3.0,Tertiary,White Collar,2,0-3
5752,25.0,blue-collar,single,secondary,no,192,no,no,telephone,4,July,112,2,-1,0,unknown,0,1,0,Young (18-25),0,No burden,2.0,Secondary,Blue Collar,1,0-3
5753,33.0,management,single,tertiary,no,576,no,no,cellular,25,May,220,1,111,2,other,0,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,4,0-3
5754,35.0,management,single,tertiary,no,643,yes,no,unknown,23,May,322,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,4,0-3
5755,49.0,management,married,tertiary,no,342,no,no,cellular,30,January,433,2,228,1,failure,0,0,1,Adult (36-50),0,No burden,3.0,Tertiary,White Collar,5,0-3
5756,31.0,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,May,134,1,-1,0,unknown,0,1,0,Young Adult (26-35),2,High burden,2.0,Secondary,Blue Collar,2,0-3
5757,40.0,unemployed,married,secondary,no,219,yes,no,unknown,5,May,357,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Unemployed,1,0-3
5758,32.0,management,married,tertiary,no,141,yes,no,cellular,4,May,78,3,89,9,success,0,0,1,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,1,0-3
5759,42.0,blue-collar,married,primary,no,402,no,no,cellular,13,May,31,7,330,17,failure,0,0,1,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,4-10
5760,33.0,technician,married,tertiary,no,8023,no,no,cellular,30,November,107,1,105,3,failure,0,0,1,Young Adult (26-35),0,No burden,3.0,Tertiary,White Collar,5,0-3
5761,48.0,admin.,married,secondary,no,1131,no,yes,cellular,8,May,49,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,White Collar,2,0-3
5762,28.0,student,single,secondary,no,1925,no,no,cellular,26,February,139,1,93,3,success,0,0,1,Young Adult (26-35),0,No burden,2.0,Secondary,Student,4,0-3
5763,43.0,blue-collar,single,primary,no,0,no,no,unknown,9,May,71,3,-1,0,unknown,0,1,0,Adult (36-50),0,No burden,1.0,Primary,Blue Collar,2,0-3
5764,30.0,blue-collar,single,secondary,no,103,yes,no,cellular,17,April,1381,2,317,1,other,0,0,1,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5765,41.0,admin.,married,secondary,no,1395,yes,yes,cellular,11,May,85,1,308,2,failure,0,0,1,Adult (36-50),2,High burden,2.0,Secondary,White Collar,2,0-3
5766,55.0,management,married,primary,no,621,no,yes,cellular,2,February,114,1,208,1,failure,0,0,1,Middle-Aged (51-65),1,Low burden,1.0,Primary,White Collar,1,0-3
5767,55.0,management,married,tertiary,no,1161,yes,no,cellular,20,November,23,6,-1,0,unknown,0,1,0,Middle-Aged (51-65),1,Low burden,3.0,Tertiary,White Collar,3,4-10
5768,54.0,management,married,unknown,no,24,no,no,cellular,31,July,23,10,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,,Unknown,White Collar,5,4-10
5769,55.0,retired,married,primary,no,2,no,no,unknown,27,June,392,4,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,1.0,Primary,Retired,4,4-10
5770,57.0,technician,married,secondary,no,295,no,no,cellular,19,August,151,10,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,White Collar,3,4-10
5771,27.0,blue-collar,single,secondary,no,-208,yes,no,unknown,21,May,127,2,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,3,0-3
5772,28.0,management,married,tertiary,no,258,no,yes,cellular,17,April,93,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,3.0,Tertiary,White Collar,3,0-3
5773,51.0,management,divorced,tertiary,no,119,no,no,cellular,17,November,200,1,165,2,failure,0,0,1,Middle-Aged (51-65),0,No burden,3.0,Tertiary,White Collar,3,0-3
5774,27.0,management,single,secondary,no,967,yes,no,unknown,21,May,162,1,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,White Collar,3,0-3
5775,40.0,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,May,130,1,-1,0,unknown,0,1,0,Adult (36-50),1,Low burden,2.0,Secondary,Blue Collar,4,0-3
5776,56.0,retired,married,secondary,no,0,no,no,cellular,26,January,413,2,-1,0,unknown,0,1,0,Middle-Aged (51-65),0,No burden,2.0,Secondary,Retired,4,0-3
5777,35.0,services,married,secondary,no,0,yes,no,cellular,30,July,251,3,-1,0,unknown,0,1,0,Young Adult (26-35),1,Low burden,2.0,Secondary,Blue Collar,5,0-3
