id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
12115;26.0;management;single;tertiary;no;943;no;no;cellular;11;nov;166;1;195;1;success;yes;26 - 35
12116;48.0;management;divorced;secondary;no;769;no;yes;cellular;28;jan;58;2;184;15;other;no;46 - 55
12117;26.0;administrative;single;secondary;no;2509;no;no;cellular;27;may;776;3;97;3;success;yes;26 - 35
12118;63.0;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes;56 - 65
12119;66.0;retired;married;secondary;no;3473;no;no;cellular;14;apr;441;2;-1;0;unknown;no;66 + 
12120;51.0;management;married;tertiary;no;-3;no;no;cellular;21;aug;79;2;-1;0;unknown;no;46 - 55
12121;26.0;technician;married;secondary;no;915;no;no;cellular;2;jun;384;1;-1;0;unknown;yes;26 - 35
12122;32.0;blue-collar;married;secondary;yes;-53;yes;no;cellular;16;apr;648;1;272;1;other;yes;26 - 35
12123;36.0;entrepreneur;divorced;tertiary;no;3407;no;no;cellular;9;jun;993;4;85;4;success;yes;36 - 45
12124;33.0;entrepreneur;married;tertiary;no;114;no;yes;cellular;28;jul;57;3;-1;0;unknown;no;26 - 35
12125;34.0;blue-collar;married;secondary;no;640;yes;no;cellular;29;apr;636;2;-1;0;unknown;yes;26 - 35
12126;26.0;management;single;tertiary;no;170;no;no;cellular;15;jun;129;1;-1;0;unknown;yes;26 - 35
12127;44.0;management;single;secondary;no;421;no;yes;cellular;5;aug;307;1;-1;0;unknown;no;36 - 45
12128;45.0;blue-collar;divorced;secondary;no;-184;yes;no;cellular;7;may;878;3;170;5;failure;yes;36 - 45
12129;45.0;blue-collar;divorced;primary;no;844;no;no;unknown;5;jun;1018;3;-1;0;unknown;yes;36 - 45
12130;64.0;retired;divorced;primary;no;315;no;no;cellular;17;feb;154;1;-1;0;unknown;yes;56 - 65
12131;27.0;services;single;secondary;no;194;yes;no;unknown;16;may;326;1;-1;0;unknown;no;26 - 35
12132;58.0;management;married;tertiary;no;1318;no;no;cellular;16;jul;184;1;179;5;failure;no;56 - 65
12133;28.0;blue-collar;single;secondary;no;517;no;yes;cellular;8;jul;681;1;-1;0;unknown;yes;26 - 35
12134;32.0;services;married;secondary;no;289;yes;no;cellular;2;feb;63;1;257;2;failure;no;26 - 35
12135;58.0;self-employed;married;tertiary;no;-364;yes;no;unknown;5;may;355;1;-1;0;unknown;no;56 - 65
12136;34.0;technician;married;secondary;no;47;no;no;cellular;25;aug;132;6;-1;0;unknown;no;26 - 35
12137;32.0;technician;single;tertiary;no;4665;yes;no;unknown;21;may;860;2;-1;0;unknown;yes;26 - 35
12138;33.0;self-employed;divorced;tertiary;no;454;no;yes;cellular;18;nov;134;1;-1;0;unknown;no;26 - 35
12139;41.0;blue-collar;married;secondary;yes;720;no;yes;cellular;24;jul;651;1;-1;0;unknown;yes;36 - 45
12140;52.0;retired;married;primary;no;6;no;no;cellular;22;aug;82;2;-1;0;unknown;no;46 - 55
12141;47.0;blue-collar;married;secondary;no;116;yes;no;unknown;8;may;376;2;-1;0;unknown;no;46 - 55
12142;32.0;management;single;tertiary;no;0;yes;no;cellular;30;apr;370;3;-1;0;unknown;yes;26 - 35
12143;33.0;blue-collar;married;secondary;no;263;yes;no;unknown;21;may;206;3;-1;0;unknown;no;26 - 35
12144;35.0;management;single;tertiary;no;0;no;no;cellular;29;aug;131;2;-1;0;unknown;no;26 - 35
12145;47.0;management;married;tertiary;no;1128;no;no;cellular;28;jan;65;2;-1;0;unknown;no;46 - 55
12146;26.0;technician;single;tertiary;no;15161;no;no;cellular;2;feb;280;1;-1;0;unknown;yes;26 - 35
12147;41.0;management;single;tertiary;no;1567;no;no;cellular;1;jul;291;2;-1;0;unknown;no;36 - 45
12148;46.0;blue-collar;divorced;primary;no;219;yes;no;cellular;21;nov;729;1;-1;0;unknown;yes;46 - 55
12149;28.0;blue-collar;single;secondary;no;322;no;no;telephone;11;sep;240;2;95;3;other;yes;26 - 35
12150;34.0;technician;married;secondary;no;294;yes;no;cellular;9;dec;265;1;184;3;success;yes;26 - 35
12151;40.0;unemployed;single;secondary;no;334;no;no;cellular;5;mar;219;1;91;6;other;yes;36 - 45
12152;24.0;student;single;secondary;no;1809;no;no;cellular;11;oct;165;1;95;2;success;yes;18 - 25
12153;41.0;technician;married;secondary;no;457;yes;yes;unknown;26;may;181;2;-1;0;unknown;no;36 - 45
12154;35.0;management;single;tertiary;no;0;no;yes;cellular;14;aug;370;4;-1;0;unknown;no;26 - 35
12155;33.0;blue-collar;single;primary;no;447;yes;no;unknown;9;may;180;2;-1;0;unknown;no;26 - 35
12156;45.0;administrative;married;secondary;no;434;no;no;cellular;26;aug;76;4;-1;0;unknown;no;36 - 45
12157;34.0;entrepreneur;married;primary;no;7279;yes;no;cellular;12;may;882;1;-1;0;unknown;yes;26 - 35
12158;57.0;management;married;tertiary;no;256;no;no;cellular;6;mar;227;1;-1;0;unknown;yes;56 - 65
12159;32.0;services;single;secondary;no;5806;yes;no;cellular;20;nov;1503;2;-1;0;unknown;yes;26 - 35
12160;30.0;management;single;tertiary;no;199;no;yes;cellular;28;jul;131;7;-1;0;unknown;no;26 - 35
12161;42.0;services;married;secondary;no;508;yes;no;unknown;30;may;70;1;-1;0;unknown;no;36 - 45
12162;34.0;management;single;tertiary;no;3821;yes;no;cellular;13;may;649;2;-1;0;unknown;yes;26 - 35
12163;44.0;administrative;married;secondary;no;0;no;no;cellular;31;jul;209;1;-1;0;unknown;no;36 - 45
12164;44.0;unemployed;married;secondary;yes;-505;yes;no;unknown;3;jun;113;11;-1;0;unknown;no;36 - 45
12165;63.0;retired;married;tertiary;no;1795;no;no;cellular;7;sep;219;1;-1;0;unknown;yes;56 - 65
12166;42.0;technician;married;tertiary;no;1079;no;no;cellular;31;jul;61;2;-1;0;unknown;no;36 - 45
12167;51.0;blue-collar;married;tertiary;no;7816;yes;no;unknown;12;may;76;2;-1;0;unknown;no;46 - 55
12168;56.0;management;divorced;tertiary;no;382;no;no;cellular;19;nov;117;2;-1;0;unknown;no;56 - 65
12169;53.0;management;married;tertiary;no;34230;yes;yes;cellular;7;may;279;1;358;9;other;no;46 - 55
12170;29.0;blue-collar;married;primary;no;258;yes;no;unknown;26;may;130;1;-1;0;unknown;no;26 - 35
12171;33.0;services;married;secondary;no;703;no;no;cellular;18;nov;160;2;-1;0;unknown;no;26 - 35
12172;46.0;blue-collar;married;primary;no;143;yes;no;unknown;7;may;279;1;-1;0;unknown;no;46 - 55
12173;72.0;retired;married;primary;no;1388;no;no;telephone;20;oct;513;1;-1;0;unknown;yes;66 + 
12174;37.0;management;married;tertiary;no;2987;yes;no;cellular;13;may;216;1;87;10;success;yes;36 - 45
12175;34.0;management;single;tertiary;no;1228;no;no;cellular;30;apr;580;2;84;8;success;yes;26 - 35
12176;40.0;administrative;married;secondary;no;1060;yes;no;cellular;17;apr;14;3;-1;0;unknown;no;36 - 45
12177;46.0;blue-collar;married;secondary;no;640;yes;no;cellular;6;may;246;1;55;5;success;yes;46 - 55
12178;58.0;retired;married;secondary;no;-324;yes;no;cellular;7;may;229;2;-1;0;unknown;no;56 - 65
12179;38.0;administrative;married;secondary;no;1559;no;no;cellular;3;mar;136;2;280;1;failure;yes;36 - 45
12180;76.0;self-employed;married;tertiary;no;4984;no;no;telephone;28;apr;403;1;182;1;success;yes;66 + 
12181;33.0;services;married;secondary;no;227;yes;yes;cellular;13;aug;477;2;-1;0;unknown;yes;26 - 35
12182;41.0;blue-collar;married;secondary;no;140;yes;no;cellular;3;jun;96;1;125;2;failure;no;36 - 45
12183;31.0;blue-collar;single;tertiary;no;761;no;no;telephone;18;nov;514;2;-1;0;unknown;yes;26 - 35
12184;42.0;entrepreneur;married;secondary;no;324;yes;no;cellular;15;jul;528;3;-1;0;unknown;no;36 - 45
12185;30.0;housemaid;single;tertiary;no;19;no;no;cellular;4;aug;139;1;92;5;success;yes;26 - 35
12186;26.0;administrative;single;secondary;no;-326;yes;no;unknown;19;may;128;3;-1;0;unknown;no;26 - 35
12187;23.0;services;single;secondary;no;279;yes;no;cellular;18;may;843;1;370;1;failure;yes;18 - 25
12188;68.0;retired;married;secondary;no;19317;yes;no;cellular;4;aug;249;1;-1;0;unknown;yes;66 + 
12189;44.0;entrepreneur;married;tertiary;no;624;no;no;telephone;14;aug;552;2;-1;0;unknown;yes;36 - 45
12190;35.0;management;single;tertiary;no;2707;no;no;cellular;5;feb;699;1;-1;0;unknown;yes;26 - 35
12191;72.0;retired;married;primary;no;2304;no;no;telephone;5;may;510;4;-1;0;unknown;yes;66 + 
12192;45.0;blue-collar;married;primary;no;804;yes;no;unknown;16;may;528;1;-1;0;unknown;yes;36 - 45
12193;49.0;technician;single;secondary;no;1202;yes;no;unknown;18;jun;122;1;-1;0;unknown;no;46 - 55
12194;35.0;management;married;tertiary;no;0;yes;no;cellular;11;nov;229;2;96;3;success;yes;26 - 35
12195;30.0;administrative;single;secondary;no;265;yes;no;cellular;25;may;681;1;181;2;success;yes;26 - 35
12196;40.0;student;married;secondary;no;260;no;no;cellular;19;nov;52;1;152;6;failure;no;36 - 45
12197;43.0;retired;married;primary;no;7298;no;no;unknown;11;jun;36;2;-1;0;unknown;no;36 - 45
12198;53.0;blue-collar;divorced;secondary;no;640;yes;no;cellular;11;may;321;2;-1;0;unknown;no;46 - 55
12199;32.0;technician;single;secondary;no;10;no;no;cellular;19;aug;190;2;-1;0;unknown;no;26 - 35
12200;46.0;unemployed;married;secondary;no;594;no;no;cellular;4;feb;197;2;-1;0;unknown;no;46 - 55
12201;51.0;administrative;single;secondary;no;895;no;no;cellular;23;jul;638;2;-1;0;unknown;yes;46 - 55
12202;61.0;retired;married;tertiary;no;32685;no;no;cellular;2;mar;1447;2;-1;0;unknown;yes;56 - 65
12203;57.0;retired;married;secondary;no;230;no;no;cellular;6;apr;177;2;210;3;failure;yes;56 - 65
12204;29.0;blue-collar;single;primary;no;213;yes;no;unknown;6;jun;2653;3;-1;0;unknown;yes;26 - 35
12205;37.0;entrepreneur;married;secondary;no;-170;yes;no;unknown;28;may;39;1;-1;0;unknown;no;36 - 45
12206;44.0;housemaid;married;secondary;no;192;no;no;unknown;11;jun;232;2;-1;0;unknown;no;36 - 45
12207;48.0;management;married;secondary;no;0;yes;no;telephone;23;jul;90;2;-1;0;unknown;no;46 - 55
12208;35.0;administrative;married;secondary;no;907;no;yes;unknown;2;jul;97;4;-1;0;unknown;no;26 - 35
12209;29.0;blue-collar;married;secondary;no;-565;yes;no;unknown;18;jun;164;3;-1;0;unknown;no;26 - 35
12210;34.0;technician;single;secondary;no;5731;yes;no;cellular;21;jul;101;3;-1;0;unknown;no;26 - 35
12211;44.0;management;married;primary;no;4758;yes;no;cellular;22;jul;712;6;-1;0;unknown;yes;36 - 45
12212;49.0;blue-collar;married;primary;no;408;no;no;cellular;12;aug;559;4;-1;0;unknown;yes;46 - 55
12213;26.0;unemployed;single;secondary;no;461;no;no;cellular;28;jan;214;1;-1;0;unknown;no;26 - 35
12214;56.0;self-employed;married;tertiary;yes;0;no;no;cellular;19;nov;122;1;-1;0;unknown;no;56 - 65
12215;23.0;student;single;secondary;no;151;yes;no;unknown;9;may;97;1;-1;0;unknown;no;18 - 25
12216;70.0;retired;divorced;secondary;no;0;no;no;cellular;8;sep;206;1;-1;0;unknown;yes;66 + 
12217;45.0;technician;married;secondary;no;2834;no;no;cellular;4;aug;112;1;-1;0;unknown;no;36 - 45
12218;53.0;management;married;secondary;no;2693;no;no;cellular;5;mar;90;1;104;1;failure;yes;46 - 55
12219;29.0;services;married;secondary;no;6567;yes;no;cellular;15;may;792;2;298;1;failure;yes;26 - 35
12220;49.0;self-employed;single;tertiary;no;-341;no;yes;cellular;18;nov;920;2;-1;0;unknown;no;46 - 55
12221;35.0;blue-collar;married;secondary;no;74;no;no;cellular;23;jul;248;2;-1;0;unknown;no;26 - 35
12222;56.0;management;married;primary;no;870;no;no;cellular;16;nov;257;1;-1;0;unknown;yes;56 - 65
12223;31.0;management;divorced;tertiary;no;-6;no;yes;cellular;22;aug;119;6;-1;0;unknown;no;26 - 35
12224;34.0;technician;single;tertiary;no;370;no;no;cellular;11;aug;116;2;-1;0;unknown;no;26 - 35
12225;52.0;management;married;tertiary;no;601;yes;no;unknown;14;may;249;2;-1;0;unknown;no;46 - 55
12226;31.0;administrative;single;secondary;no;1129;yes;no;cellular;18;may;145;3;-1;0;unknown;no;26 - 35
12227;35.0;management;single;tertiary;no;1750;yes;no;cellular;30;apr;687;1;9;3;success;yes;26 - 35
12228;58.0;blue-collar;single;secondary;no;119;yes;yes;cellular;12;may;985;1;-1;0;unknown;yes;56 - 65
12229;23.0;student;single;secondary;no;1298;no;no;cellular;14;jul;603;1;-1;0;unknown;yes;18 - 25
12230;40.0;management;married;tertiary;no;2487;no;no;cellular;30;apr;126;1;-1;0;unknown;no;36 - 45
12231;30.0;administrative;married;tertiary;no;26;yes;no;cellular;16;apr;62;1;323;1;failure;no;26 - 35
12232;33.0;administrative;married;secondary;no;1077;yes;no;cellular;18;may;432;3;374;3;other;no;26 - 35
12233;73.0;retired;divorced;secondary;no;7111;yes;no;cellular;12;oct;146;1;-1;0;unknown;yes;66 + 
12234;41.0;blue-collar;married;primary;no;0;yes;yes;unknown;6;may;238;1;-1;0;unknown;no;36 - 45
12235;35.0;management;married;tertiary;no;0;yes;no;cellular;11;feb;391;2;92;5;success;yes;26 - 35
12236;60.0;housemaid;married;primary;no;491;no;no;cellular;14;aug;503;4;-1;0;unknown;no;56 - 65
12237;32.0;blue-collar;married;secondary;no;254;yes;no;cellular;19;nov;1720;3;-1;0;unknown;yes;26 - 35
12238;44.0;self-employed;married;secondary;no;680;yes;no;telephone;30;jul;84;4;-1;0;unknown;no;36 - 45
12239;52.0;unemployed;married;secondary;no;1416;no;no;cellular;13;sep;218;3;187;3;success;yes;46 - 55
12240;24.0;administrative;single;tertiary;no;674;yes;no;cellular;6;jul;267;1;-1;0;unknown;yes;18 - 25
12241;43.0;technician;married;secondary;no;7876;yes;no;cellular;11;aug;209;2;-1;0;unknown;no;36 - 45
12242;33.0;administrative;single;tertiary;no;272;yes;no;cellular;1;sep;293;2;92;3;success;yes;26 - 35
12243;85.0;retired;married;primary;no;98;no;no;cellular;30;apr;416;1;-1;0;unknown;yes;66 + 
12244;34.0;blue-collar;single;secondary;no;859;no;no;cellular;28;jan;829;1;-1;0;unknown;yes;26 - 35
12245;25.0;administrative;single;secondary;no;1871;no;no;cellular;8;sep;260;1;96;1;success;yes;18 - 25
12246;51.0;administrative;married;secondary;no;2662;no;no;telephone;28;jan;148;2;-1;0;unknown;no;46 - 55
12247;40.0;administrative;married;secondary;no;260;yes;no;cellular;13;may;306;1;181;5;success;yes;36 - 45
12248;25.0;blue-collar;single;secondary;no;0;no;no;cellular;23;apr;163;1;-1;0;unknown;yes;18 - 25
12249;44.0;technician;married;secondary;no;267;no;no;cellular;22;aug;520;2;-1;0;unknown;yes;36 - 45
12250;32.0;management;married;tertiary;no;169;no;yes;cellular;20;aug;119;2;-1;0;unknown;no;26 - 35
12251;52.0;retired;divorced;primary;no;353;no;no;cellular;31;jul;395;4;-1;0;unknown;no;46 - 55
12252;32.0;management;married;tertiary;no;578;no;yes;cellular;22;jul;29;2;-1;0;unknown;no;26 - 35
12253;33.0;blue-collar;married;secondary;no;202;yes;no;cellular;17;apr;377;1;-1;0;unknown;no;26 - 35
12254;30.0;management;single;tertiary;no;1675;no;no;cellular;4;sep;181;1;-1;0;unknown;no;26 - 35
12255;37.0;housemaid;married;secondary;no;187;no;no;unknown;12;jun;165;1;-1;0;unknown;no;36 - 45
12256;35.0;services;married;secondary;no;2918;no;yes;cellular;16;jul;815;2;407;3;success;yes;26 - 35
12257;53.0;technician;married;secondary;no;480;no;no;unknown;6;jun;648;2;-1;0;unknown;yes;46 - 55
12258;52.0;blue-collar;married;primary;no;924;no;no;cellular;21;aug;93;4;-1;0;unknown;no;46 - 55
12259;49.0;management;divorced;tertiary;no;755;no;no;cellular;31;jul;1212;4;-1;0;unknown;yes;46 - 55
12260;27.0;management;single;tertiary;no;12956;yes;no;unknown;29;may;789;3;-1;0;unknown;yes;26 - 35
12261;32.0;self-employed;single;tertiary;no;46;yes;no;cellular;14;jun;485;2;-1;0;unknown;yes;26 - 35
12262;28.0;blue-collar;married;secondary;no;61;yes;no;cellular;11;feb;253;1;174;4;success;yes;26 - 35
12263;50.0;entrepreneur;married;secondary;no;854;no;no;cellular;16;apr;198;1;-1;0;unknown;no;46 - 55
12264;27.0;administrative;married;secondary;no;1293;yes;no;cellular;8;apr;1665;3;-1;0;unknown;yes;26 - 35
12265;26.0;student;single;secondary;no;689;no;no;cellular;25;may;678;2;-1;0;unknown;yes;26 - 35
12266;37.0;management;married;tertiary;no;108;yes;yes;cellular;4;jun;262;2;-1;0;unknown;yes;36 - 45
12267;46.0;management;married;tertiary;yes;-337;no;yes;cellular;21;aug;120;2;-1;0;unknown;no;46 - 55
12268;45.0;administrative;married;secondary;no;205;no;no;cellular;3;feb;373;1;92;1;success;yes;36 - 45
12269;32.0;blue-collar;single;secondary;no;811;yes;no;cellular;14;may;563;1;-1;0;unknown;yes;26 - 35
12270;44.0;self-employed;married;secondary;no;163;yes;no;cellular;4;may;364;3;-1;0;unknown;yes;36 - 45
12271;35.0;technician;married;tertiary;no;7050;no;no;cellular;11;aug;222;3;182;4;success;yes;26 - 35
12272;46.0;blue-collar;married;secondary;no;456;no;yes;cellular;18;aug;618;6;-1;0;unknown;yes;46 - 55
12273;25.0;management;single;tertiary;no;2506;no;no;cellular;17;feb;485;1;-1;0;unknown;yes;18 - 25
12274;52.0;technician;single;secondary;no;436;no;yes;unknown;22;mar;95;1;-1;0;unknown;yes;46 - 55
12275;38.0;technician;married;tertiary;no;206;no;no;cellular;8;apr;350;2;-1;0;unknown;yes;36 - 45
12276;38.0;management;divorced;tertiary;no;162;no;no;cellular;25;aug;323;4;-1;0;unknown;no;36 - 45
12277;29.0;blue-collar;single;secondary;no;2;yes;yes;cellular;21;apr;379;5;-1;0;unknown;yes;26 - 35
12278;60.0;blue-collar;divorced;secondary;no;1310;no;no;unknown;7;may;152;2;-1;0;unknown;no;56 - 65
12279;43.0;blue-collar;single;secondary;no;740;yes;no;unknown;20;jun;585;2;-1;0;unknown;yes;36 - 45
12280;59.0;services;divorced;secondary;no;1;yes;no;cellular;28;jan;602;1;253;5;other;yes;56 - 65
12281;29.0;management;married;tertiary;no;0;yes;no;cellular;6;may;667;2;-1;0;unknown;yes;26 - 35
12282;52.0;management;married;tertiary;no;7135;no;no;cellular;19;aug;1032;3;-1;0;unknown;yes;46 - 55
12283;34.0;administrative;divorced;secondary;no;479;yes;no;cellular;12;may;515;1;350;5;failure;yes;26 - 35
12284;53.0;technician;married;tertiary;no;988;no;no;cellular;20;aug;1408;5;-1;0;unknown;yes;46 - 55
12285;28.0;services;single;secondary;no;339;no;no;cellular;3;dec;350;1;182;1;success;yes;26 - 35
12286;31.0;technician;single;tertiary;no;424;no;no;cellular;29;jan;106;1;161;2;failure;no;26 - 35
12287;45.0;technician;divorced;tertiary;no;206;no;no;cellular;13;aug;376;4;-1;0;unknown;no;36 - 45
12288;44.0;services;married;secondary;no;850;no;yes;cellular;16;jul;220;5;-1;0;unknown;no;36 - 45
12289;45.0;management;married;tertiary;no;81;no;yes;cellular;30;jul;61;3;-1;0;unknown;no;36 - 45
12290;52.0;management;married;tertiary;no;3634;no;no;cellular;8;feb;341;8;-1;0;unknown;yes;46 - 55
12291;41.0;services;married;tertiary;no;881;no;no;cellular;30;oct;257;3;-1;0;unknown;yes;36 - 45
12292;36.0;administrative;single;tertiary;no;994;no;no;cellular;5;feb;195;1;176;5;failure;yes;36 - 45
12293;54.0;management;married;tertiary;no;1938;yes;no;telephone;31;jul;81;7;-1;0;unknown;no;46 - 55
12294;33.0;self-employed;single;tertiary;no;658;yes;no;cellular;21;oct;307;1;208;1;success;yes;26 - 35
12295;41.0;blue-collar;married;secondary;no;849;yes;yes;cellular;12;may;100;4;-1;0;unknown;no;36 - 45
12296;37.0;unemployed;single;secondary;no;48;no;no;cellular;31;jul;40;10;-1;0;unknown;no;36 - 45
12297;47.0;management;single;tertiary;no;6651;no;no;cellular;8;jul;229;1;412;2;failure;yes;46 - 55
12298;31.0;management;single;tertiary;no;4331;yes;no;cellular;22;jul;318;1;-1;0;unknown;no;26 - 35
12299;35.0;management;single;tertiary;no;62;yes;no;cellular;5;may;214;4;15;3;success;no;26 - 35
12300;51.0;self-employed;married;secondary;no;1178;no;no;cellular;6;aug;530;2;-1;0;unknown;no;46 - 55
12301;32.0;administrative;single;tertiary;no;291;no;no;telephone;28;jan;223;6;275;5;other;no;26 - 35
12302;57.0;blue-collar;married;secondary;no;773;yes;yes;unknown;18;jun;97;8;-1;0;unknown;no;56 - 65
12303;49.0;management;divorced;tertiary;no;914;no;no;cellular;4;aug;185;1;-1;0;unknown;yes;46 - 55
12304;30.0;technician;single;secondary;no;2734;no;no;cellular;21;nov;459;3;-1;0;unknown;yes;26 - 35
12305;55.0;management;divorced;tertiary;no;2383;no;no;cellular;5;aug;1019;2;63;2;success;yes;46 - 55
12306;38.0;management;single;tertiary;no;8669;yes;no;telephone;20;apr;5;3;150;6;failure;no;36 - 45
12307;35.0;blue-collar;single;secondary;no;484;no;no;cellular;8;jul;344;1;87;3;failure;yes;26 - 35
12308;57.0;retired;married;primary;no;333;no;no;unknown;22;aug;336;2;-1;0;unknown;no;56 - 65
12309;36.0;blue-collar;married;secondary;no;4438;yes;no;unknown;20;may;446;1;-1;0;unknown;yes;36 - 45
12310;37.0;blue-collar;divorced;secondary;no;811;yes;yes;cellular;6;apr;185;3;-1;0;unknown;no;36 - 45
12311;39.0;administrative;single;tertiary;no;22086;no;no;cellular;4;jun;160;1;-1;0;unknown;yes;36 - 45
12312;57.0;entrepreneur;divorced;tertiary;no;873;no;no;unknown;17;jun;441;3;-1;0;unknown;no;56 - 65
12313;21.0;blue-collar;married;primary;no;-172;yes;yes;cellular;15;may;409;1;361;3;failure;yes;18 - 25
12314;34.0;blue-collar;married;secondary;no;1207;yes;no;unknown;21;may;905;1;-1;0;unknown;yes;26 - 35
12315;29.0;management;married;tertiary;no;247;no;no;cellular;16;sep;143;2;587;3;failure;yes;26 - 35
12316;36.0;management;married;tertiary;no;3770;yes;no;cellular;31;jul;150;4;-1;0;unknown;no;36 - 45
12317;59.0;unemployed;married;secondary;no;1625;no;no;cellular;4;aug;198;1;180;2;success;yes;56 - 65
12318;32.0;technician;single;tertiary;no;0;no;no;cellular;20;aug;72;4;-1;0;unknown;no;26 - 35
12319;37.0;management;married;tertiary;no;578;yes;no;cellular;8;aug;401;4;-1;0;unknown;no;36 - 45
12320;57.0;administrative;married;secondary;no;169;no;no;cellular;3;feb;369;1;-1;0;unknown;yes;56 - 65
12321;51.0;technician;married;secondary;no;117;no;no;cellular;18;feb;442;2;-1;0;unknown;yes;46 - 55
12322;40.0;entrepreneur;married;tertiary;no;3571;no;no;unknown;9;jun;222;3;-1;0;unknown;no;36 - 45
12323;36.0;blue-collar;married;secondary;no;0;no;no;cellular;15;jul;794;1;-1;0;unknown;no;36 - 45
12324;37.0;entrepreneur;divorced;secondary;no;175;yes;yes;unknown;13;may;753;6;-1;0;unknown;yes;36 - 45
12325;34.0;administrative;married;secondary;no;79;yes;no;unknown;23;may;83;1;-1;0;unknown;no;26 - 35
12326;59.0;management;married;tertiary;no;7049;no;no;cellular;21;nov;530;1;163;2;failure;yes;56 - 65
12327;41.0;blue-collar;married;primary;no;1461;yes;no;unknown;6;jun;554;2;-1;0;unknown;yes;36 - 45
12328;44.0;administrative;single;secondary;no;4492;no;yes;cellular;31;jul;19;13;-1;0;unknown;no;36 - 45
12329;29.0;services;single;secondary;no;192;no;no;cellular;30;jan;327;4;-1;0;unknown;no;26 - 35
12330;58.0;technician;single;secondary;no;382;no;no;cellular;13;aug;460;2;-1;0;unknown;no;56 - 65
12331;80.0;retired;married;secondary;no;8304;no;no;telephone;9;jun;712;1;64;12;failure;yes;66 + 
12332;46.0;blue-collar;married;primary;no;333;yes;no;cellular;31;jul;284;4;-1;0;unknown;no;46 - 55
12333;30.0;services;single;secondary;no;438;yes;no;cellular;18;may;98;1;178;1;failure;no;26 - 35
12334;61.0;management;married;tertiary;no;264;no;no;telephone;29;jul;270;1;178;1;success;yes;56 - 65
12335;42.0;services;married;secondary;no;3465;yes;yes;cellular;16;jul;1039;2;-1;0;unknown;yes;36 - 45
12336;46.0;unemployed;divorced;secondary;no;41;yes;no;unknown;12;may;249;4;-1;0;unknown;no;46 - 55
12337;38.0;technician;married;secondary;no;1696;no;no;cellular;20;nov;267;2;-1;0;unknown;no;36 - 45
12338;51.0;blue-collar;married;primary;no;2095;yes;yes;cellular;2;feb;438;4;-1;0;unknown;no;46 - 55
12339;31.0;student;single;secondary;no;1776;no;no;cellular;15;jun;220;1;207;1;other;yes;26 - 35
12340;46.0;management;married;tertiary;no;0;no;no;cellular;18;nov;716;2;110;3;other;yes;46 - 55
12341;44.0;self-employed;married;primary;no;414;yes;no;cellular;4;feb;138;1;272;2;other;no;36 - 45
12342;40.0;blue-collar;married;primary;no;570;yes;no;unknown;12;may;109;3;-1;0;unknown;no;36 - 45
12343;40.0;services;married;secondary;no;-192;yes;no;cellular;11;may;666;1;-1;0;unknown;yes;36 - 45
12344;34.0;technician;single;secondary;no;4943;yes;yes;cellular;19;nov;117;2;-1;0;unknown;no;26 - 35
12345;31.0;technician;married;tertiary;no;165;no;no;cellular;15;may;218;4;-1;0;unknown;no;26 - 35
12346;39.0;technician;married;secondary;no;0;yes;no;unknown;5;may;203;1;-1;0;unknown;no;36 - 45
12347;72.0;retired;married;primary;no;1612;no;no;cellular;7;aug;530;2;-1;0;unknown;yes;66 + 
12348;27.0;technician;single;secondary;no;0;no;no;cellular;6;feb;161;1;-1;0;unknown;no;26 - 35
12349;28.0;blue-collar;married;primary;no;115;yes;no;unknown;28;may;78;4;-1;0;unknown;no;26 - 35
12350;31.0;services;divorced;primary;no;459;yes;no;cellular;7;may;623;1;293;1;success;yes;26 - 35
12351;34.0;administrative;married;secondary;no;2374;yes;no;cellular;9;nov;161;1;209;2;failure;yes;26 - 35
12352;43.0;technician;single;secondary;no;1195;yes;no;unknown;15;may;516;9;-1;0;unknown;no;36 - 45
12353;49.0;technician;married;tertiary;no;2611;no;no;cellular;20;apr;194;2;-1;0;unknown;yes;46 - 55
12354;46.0;technician;married;secondary;no;2149;yes;no;cellular;15;apr;282;2;-1;0;unknown;yes;46 - 55
12355;27.0;services;single;secondary;no;195;yes;no;cellular;25;feb;416;3;-1;0;unknown;yes;26 - 35
12356;45.0;management;single;tertiary;no;2048;yes;no;cellular;18;oct;310;1;804;1;failure;yes;36 - 45
12357;34.0;administrative;married;secondary;no;0;yes;no;cellular;9;feb;30;4;-1;0;unknown;no;26 - 35
12358;50.0;administrative;married;secondary;no;-195;no;no;cellular;22;aug;119;4;-1;0;unknown;no;46 - 55
12359;38.0;services;married;secondary;no;797;yes;no;cellular;20;apr;62;4;-1;0;unknown;no;36 - 45
12360;58.0;management;married;secondary;no;-382;no;no;telephone;5;feb;398;4;189;12;success;no;56 - 65
12361;53.0;technician;married;secondary;no;7984;yes;no;cellular;2;feb;151;1;-1;0;unknown;no;46 - 55
12362;54.0;technician;divorced;secondary;no;2156;yes;no;cellular;30;apr;258;1;86;5;success;yes;46 - 55
12363;57.0;services;divorced;primary;no;2225;yes;no;cellular;18;may;8;4;-1;0;unknown;no;56 - 65
12364;30.0;services;single;secondary;no;140;yes;no;cellular;15;may;760;1;-1;0;unknown;yes;26 - 35
