id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group;age_clusters;job_cat;education_level;Cluster
13828;27.0;blue-collar;single;secondary;no;535;no;no;cellular;16;aug;265;3;95;4;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13829;33.0;management;single;tertiary;no;1240;yes;no;cellular;4;feb;505;2;260;1;other;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13830;59.0;housemaid;married;primary;no;88;yes;no;cellular;28;jul;63;5;-1;0;unknown;no;55-64;Baby Boomers;otros inactivos;Primaria;2
13831;39.0;services;married;secondary;no;2;yes;no;cellular;25;jul;174;10;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13832;29.0;self-employed;single;tertiary;no;1579;no;no;cellular;13;oct;190;1;92;5;success;yes;18-34;Generation Z y Millenials;cuenta propia;Universitaria;1
13833;54.0;housemaid;married;primary;no;3151;no;no;unknown;18;jun;350;7;-1;0;unknown;no;45-54;Generation X;otros inactivos;Primaria;0
13834;57.0;blue-collar;single;primary;no;3495;no;yes;cellular;19;nov;362;3;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;1
13835;42.0;technician;single;tertiary;no;-411;yes;no;cellular;24;jul;212;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;1
13836;26.0;management;single;secondary;no;2613;no;no;cellular;1;jun;326;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13837;26.0;student;single;secondary;no;620;no;no;cellular;17;feb;104;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;otros inactivos;Secundaria;1
13838;59.0;retired;married;secondary;no;178;yes;no;telephone;11;jul;330;2;-1;0;unknown;no;55-64;Baby Boomers;jubilación;Secundaria;2
13839;41.0;administrative;married;tertiary;no;1536;no;no;cellular;7;aug;273;1;95;2;failure;yes;35-44;Generation X;cuenta ajena;Universitaria;0
13840;30.0;administrative;single;secondary;no;1309;no;no;cellular;28;jan;622;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13841;33.0;management;single;tertiary;no;1304;yes;no;cellular;18;may;536;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13842;32.0;management;single;secondary;no;131;yes;yes;cellular;23;jul;1152;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13843;38.0;blue-collar;married;secondary;no;360;yes;no;unknown;14;may;220;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13844;35.0;management;married;tertiary;no;323;no;no;cellular;11;jan;261;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
13845;39.0;entrepreneur;married;tertiary;no;2644;yes;no;unknown;20;may;253;1;-1;0;unknown;no;35-44;Generation X;cuenta propia;Universitaria;0
13846;42.0;technician;divorced;tertiary;no;2611;yes;no;cellular;25;jun;300;1;389;3;failure;yes;35-44;Generation X;cuenta ajena;Universitaria;0
13847;36.0;blue-collar;married;secondary;no;2103;no;yes;unknown;26;jun;71;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13848;30.0;unemployed;married;secondary;no;142;yes;no;unknown;20;may;350;4;-1;0;unknown;no;18-34;Generation Z y Millenials;desempleo;Secundaria;0
13849;27.0;management;single;tertiary;no;1720;no;no;cellular;15;jun;910;1;224;3;success;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13850;37.0;services;divorced;secondary;no;49;yes;no;unknown;16;may;619;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13851;31.0;technician;single;secondary;no;1222;yes;no;cellular;20;apr;186;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13852;27.0;unemployed;single;tertiary;no;3060;no;no;cellular;30;jan;533;1;-1;0;unknown;no;18-34;Generation Z y Millenials;desempleo;Universitaria;1
13853;29.0;technician;married;secondary;no;1180;yes;no;cellular;17;apr;367;3;323;3;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13854;36.0;management;single;tertiary;no;219;no;no;cellular;3;feb;22;6;196;6;failure;no;35-44;Generation X;cuenta ajena;Universitaria;1
13855;39.0;administrative;married;secondary;no;1595;yes;no;unknown;5;jun;102;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13856;32.0;blue-collar;married;primary;no;-6;yes;no;cellular;6;may;169;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
13857;52.0;management;married;primary;no;48;no;no;unknown;9;jun;135;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
13858;33.0;management;single;tertiary;no;1150;yes;no;telephone;12;may;109;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13859;60.0;technician;married;primary;no;65;yes;no;unknown;9;may;1028;2;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
13860;32.0;management;married;secondary;no;1477;yes;no;cellular;18;nov;111;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13861;35.0;self-employed;single;tertiary;no;353;no;no;cellular;12;aug;582;1;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;1
13862;54.0;technician;married;secondary;no;895;no;no;cellular;7;oct;335;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13863;42.0;blue-collar;divorced;primary;no;301;yes;no;cellular;17;jul;1175;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Primaria;0
13864;33.0;management;married;secondary;no;333;no;no;cellular;28;aug;80;6;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13865;57.0;administrative;married;secondary;no;0;yes;no;unknown;15;may;215;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
13866;33.0;unemployed;married;tertiary;no;3335;no;no;cellular;15;jun;92;1;301;6;failure;no;18-34;Generation Z y Millenials;desempleo;Universitaria;1
13867;38.0;technician;married;secondary;no;497;no;no;unknown;14;apr;173;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13868;52.0;administrative;divorced;secondary;no;361;no;yes;cellular;20;nov;147;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
13869;31.0;management;divorced;tertiary;no;-547;yes;yes;cellular;31;jul;101;10;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13870;54.0;management;married;secondary;no;2895;yes;no;cellular;9;feb;20;2;256;1;failure;no;45-54;Generation X;cuenta ajena;Secundaria;0
13871;36.0;administrative;divorced;secondary;no;246;yes;no;unknown;16;may;206;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13872;31.0;administrative;single;secondary;no;-302;yes;yes;unknown;27;may;235;5;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13873;50.0;services;married;secondary;no;901;yes;no;unknown;20;jun;8;6;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
13874;27.0;management;single;tertiary;no;831;no;no;cellular;30;mar;1081;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13875;38.0;services;single;secondary;no;1315;no;no;unknown;20;jun;23;12;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13876;42.0;technician;divorced;secondary;no;314;yes;no;unknown;30;oct;234;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13877;30.0;management;married;secondary;no;850;no;no;cellular;12;aug;507;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13878;39.0;administrative;married;secondary;no;1577;yes;no;unknown;4;jun;282;15;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13879;33.0;unemployed;single;secondary;no;682;no;no;cellular;5;feb;251;1;-1;0;unknown;no;18-34;Generation Z y Millenials;desempleo;Secundaria;1
13880;50.0;technician;married;secondary;no;2497;yes;no;cellular;21;nov;35;1;176;1;failure;no;45-54;Generation X;cuenta ajena;Secundaria;0
13881;29.0;management;single;tertiary;no;983;yes;no;cellular;11;jul;963;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13882;46.0;blue-collar;married;secondary;no;229;yes;no;cellular;17;apr;191;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
13883;46.0;management;married;tertiary;no;4693;no;yes;cellular;7;aug;79;1;394;2;failure;yes;45-54;Generation X;cuenta ajena;Universitaria;0
13884;57.0;retired;married;secondary;no;19268;no;no;unknown;23;oct;301;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
13885;39.0;blue-collar;married;secondary;no;180;yes;no;cellular;16;apr;237;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13886;41.0;management;divorced;tertiary;no;1401;no;no;unknown;16;jun;110;4;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
13887;36.0;administrative;married;secondary;no;96;no;no;cellular;2;feb;302;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13888;37.0;management;married;tertiary;no;2951;no;no;cellular;21;nov;101;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
13889;55.0;self-employed;married;secondary;no;12159;yes;no;cellular;20;nov;142;2;174;2;failure;no;55-64;Baby Boomers;cuenta propia;Secundaria;0
13890;49.0;technician;married;secondary;no;808;yes;no;cellular;28;jan;1232;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13891;32.0;services;single;tertiary;no;1743;yes;no;cellular;1;apr;1156;1;261;3;other;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13892;27.0;management;single;tertiary;no;107;no;no;cellular;18;oct;767;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13893;40.0;blue-collar;married;secondary;no;679;yes;no;cellular;17;apr;642;2;304;1;failure;no;35-44;Generation X;cuenta ajena;Secundaria;0
13894;37.0;administrative;married;secondary;no;0;yes;no;cellular;2;jun;107;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13895;42.0;technician;divorced;secondary;no;-78;yes;yes;cellular;29;jul;10;23;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13896;54.0;blue-collar;divorced;primary;no;-473;yes;no;cellular;14;may;239;1;351;2;failure;no;45-54;Generation X;cuenta ajena;Primaria;0
13897;56.0;unemployed;married;primary;no;3391;no;no;cellular;21;apr;243;1;-1;0;unknown;yes;55-64;Baby Boomers;desempleo;Primaria;2
13898;26.0;services;single;primary;no;179;yes;yes;cellular;28;jul;333;4;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Primaria;1
13899;35.0;technician;divorced;tertiary;no;0;yes;no;unknown;15;may;759;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
13900;32.0;administrative;married;tertiary;no;0;yes;no;unknown;5;may;138;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13901;55.0;administrative;married;primary;no;319;no;no;cellular;21;nov;124;3;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;2
13902;32.0;student;single;secondary;no;1102;no;no;telephone;8;oct;194;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;otros inactivos;Secundaria;1
13903;31.0;management;married;tertiary;no;0;yes;yes;cellular;28;jul;664;8;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13904;40.0;technician;single;tertiary;no;1175;no;no;cellular;14;apr;184;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
13905;31.0;management;married;tertiary;no;141;yes;no;cellular;4;feb;572;2;238;7;other;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13906;40.0;blue-collar;married;secondary;no;10;yes;no;unknown;9;may;1692;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13907;45.0;unemployed;divorced;secondary;no;-44;yes;no;cellular;7;jul;256;2;-1;0;unknown;no;45-54;Generation X;desempleo;Secundaria;0
13908;38.0;blue-collar;divorced;secondary;no;1817;yes;no;cellular;28;jul;1096;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13909;28.0;blue-collar;single;secondary;no;455;yes;no;cellular;11;jul;166;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13910;77.0;retired;married;primary;no;2590;no;no;telephone;15;feb;112;5;94;15;success;no;65-79;Baby Boomers;jubilación;Primaria;2
13911;54.0;unemployed;single;secondary;no;3611;yes;no;cellular;5;feb;81;1;-1;0;unknown;no;45-54;Generation X;desempleo;Secundaria;0
13912;36.0;blue-collar;divorced;primary;no;17;yes;no;cellular;16;jul;329;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
13913;56.0;blue-collar;married;primary;no;0;no;no;cellular;7;aug;152;6;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;2
13914;43.0;management;married;tertiary;no;3518;no;no;cellular;15;jun;181;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;0
13915;44.0;management;married;tertiary;no;-1636;yes;yes;cellular;11;may;257;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
13916;53.0;technician;married;tertiary;no;2557;no;no;cellular;29;jul;95;4;182;7;success;no;45-54;Generation X;cuenta ajena;Universitaria;0
13917;43.0;administrative;married;secondary;no;132;no;no;cellular;19;aug;574;1;84;3;success;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13918;33.0;technician;single;secondary;no;2085;no;no;cellular;9;feb;501;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13919;48.0;blue-collar;married;secondary;no;1000;yes;no;unknown;12;jun;1268;2;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13920;56.0;blue-collar;single;secondary;no;663;no;yes;cellular;8;jul;819;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Secundaria;0
13921;59.0;management;married;tertiary;no;553;yes;no;cellular;7;jul;1272;3;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;0
13922;27.0;technician;single;tertiary;no;1075;no;no;cellular;2;mar;658;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13923;68.0;retired;married;secondary;no;1443;no;no;telephone;21;dec;2062;2;257;1;success;yes;65-79;Baby Boomers;jubilación;Secundaria;2
13924;50.0;blue-collar;married;primary;no;12519;yes;no;cellular;21;nov;615;3;34;1;failure;yes;45-54;Generation X;cuenta ajena;Primaria;0
13925;71.0;technician;married;secondary;no;3020;no;no;telephone;30;jul;304;1;270;3;failure;yes;65-79;Baby Boomers;cuenta ajena;Secundaria;0
13926;38.0;entrepreneur;single;secondary;no;2543;no;no;cellular;10;aug;223;1;414;4;failure;yes;35-44;Generation X;cuenta propia;Secundaria;0
13927;36.0;administrative;married;secondary;no;165;yes;no;unknown;23;may;456;4;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13928;34.0;housemaid;divorced;primary;no;46;yes;no;telephone;11;jul;31;2;-1;0;unknown;no;18-34;Generation Z y Millenials;otros inactivos;Primaria;1
13929;33.0;technician;single;tertiary;no;1393;yes;no;cellular;18;jul;1127;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13930;55.0;blue-collar;married;secondary;yes;67;no;no;cellular;8;jul;267;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
13931;34.0;blue-collar;married;primary;no;455;yes;no;unknown;20;jun;372;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Primaria;0
13932;36.0;technician;married;tertiary;no;911;yes;yes;cellular;4;may;275;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Universitaria;0
13933;38.0;blue-collar;single;secondary;no;1012;yes;yes;telephone;17;nov;69;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13934;48.0;technician;married;secondary;yes;0;no;no;unknown;30;may;682;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13935;36.0;technician;single;secondary;no;12264;no;no;cellular;11;oct;285;1;182;2;success;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13936;36.0;technician;married;secondary;no;1368;no;no;cellular;1;jun;516;1;292;5;failure;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13937;50.0;management;single;tertiary;no;490;no;no;cellular;14;aug;273;5;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Universitaria;1
13938;58.0;blue-collar;married;secondary;no;1298;yes;no;unknown;29;may;516;4;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Secundaria;0
13939;27.0;blue-collar;single;secondary;no;181;no;no;unknown;13;may;147;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13940;39.0;blue-collar;married;secondary;no;785;yes;no;cellular;11;may;1232;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13941;58.0;self-employed;married;tertiary;no;327;no;yes;cellular;14;jul;145;2;-1;0;unknown;no;55-64;Baby Boomers;cuenta propia;Universitaria;2
13942;30.0;administrative;married;secondary;no;-170;yes;yes;unknown;26;may;130;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13943;30.0;technician;single;tertiary;no;880;yes;yes;unknown;19;may;967;6;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13944;33.0;management;divorced;tertiary;yes;280;no;yes;cellular;18;nov;155;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13945;43.0;housemaid;married;primary;no;0;yes;no;cellular;25;aug;152;3;-1;0;unknown;no;35-44;Generation X;otros inactivos;Primaria;0
13946;69.0;management;married;tertiary;no;840;no;no;telephone;5;feb;128;3;-1;0;unknown;yes;65-79;Baby Boomers;cuenta ajena;Universitaria;0
13947;35.0;blue-collar;married;secondary;no;1949;yes;no;unknown;2;jun;200;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13948;48.0;technician;married;secondary;no;10655;no;no;telephone;31;jul;5;3;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
13949;58.0;management;divorced;tertiary;no;372;no;yes;unknown;29;oct;11;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Universitaria;1
13950;35.0;management;single;tertiary;no;18111;no;no;cellular;14;aug;172;4;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Universitaria;1
13951;36.0;technician;married;primary;no;3350;yes;no;cellular;16;apr;86;1;269;3;other;no;35-44;Generation X;cuenta ajena;Primaria;0
13952;45.0;management;divorced;secondary;no;644;yes;no;unknown;4;jun;633;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13953;43.0;blue-collar;single;primary;no;548;yes;no;unknown;7;may;98;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
13954;35.0;administrative;married;secondary;no;-257;no;no;cellular;28;jan;117;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13955;51.0;management;married;tertiary;no;4917;no;no;cellular;23;apr;113;1;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Universitaria;0
13956;40.0;technician;married;secondary;no;2266;no;no;cellular;26;may;175;3;89;7;other;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13957;61.0;retired;married;secondary;no;2917;no;no;cellular;6;oct;215;1;-1;0;unknown;yes;55-64;Baby Boomers;jubilación;Secundaria;2
13958;37.0;services;married;secondary;no;1498;yes;no;cellular;20;apr;107;1;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13959;35.0;administrative;single;secondary;no;0;yes;no;cellular;13;may;1073;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13960;32.0;technician;married;secondary;no;348;yes;no;cellular;17;jul;926;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13961;50.0;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130;2;160;1;failure;no;45-54;Generation X;cuenta ajena;Universitaria;0
13962;51.0;technician;married;tertiary;no;1347;yes;yes;cellular;10;feb;160;1;243;1;failure;yes;45-54;Generation X;cuenta ajena;Universitaria;0
13963;41.0;blue-collar;single;secondary;yes;-386;no;yes;cellular;20;nov;477;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13964;42.0;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250;4;415;2;failure;yes;35-44;Generation X;desempleo;Secundaria;0
13965;36.0;entrepreneur;divorced;tertiary;no;3407;no;no;cellular;16;mar;392;4;-1;0;unknown;yes;35-44;Generation X;cuenta propia;Universitaria;0
13966;53.0;services;married;primary;no;8918;yes;no;telephone;23;jul;173;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
13967;26.0;blue-collar;single;secondary;no;-29;yes;no;cellular;10;jul;998;4;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13968;39.0;administrative;single;secondary;no;2263;yes;yes;telephone;21;nov;1158;9;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13969;44.0;administrative;divorced;secondary;no;21;yes;no;cellular;13;apr;681;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13970;36.0;unemployed;single;tertiary;no;1291;no;no;cellular;3;feb;298;1;-1;0;unknown;yes;35-44;Generation X;desempleo;Universitaria;1
13971;30.0;blue-collar;single;secondary;no;155;yes;yes;cellular;9;jul;1426;3;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13972;33.0;blue-collar;single;primary;no;910;yes;no;cellular;20;apr;42;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Primaria;1
13973;31.0;blue-collar;married;secondary;no;625;yes;no;cellular;2;jul;135;2;49;3;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;0
13974;45.0;retired;divorced;secondary;no;1735;no;yes;unknown;17;jun;306;1;-1;0;unknown;no;45-54;Generation X;jubilación;Secundaria;0
13975;43.0;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;83;1;113;3;success;yes;35-44;Generation X;cuenta ajena;Universitaria;0
13976;43.0;self-employed;married;secondary;no;5704;yes;no;cellular;6;aug;139;2;-1;0;unknown;no;35-44;Generation X;cuenta propia;Secundaria;0
13977;47.0;administrative;single;secondary;no;3696;no;no;cellular;12;jan;758;4;-1;0;unknown;yes;45-54;Generation X;cuenta ajena;Secundaria;0
13978;49.0;blue-collar;married;secondary;no;298;yes;no;cellular;30;apr;264;2;86;3;failure;no;45-54;Generation X;cuenta ajena;Secundaria;0
13979;31.0;technician;single;secondary;no;1970;no;no;telephone;17;apr;284;3;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13980;36.0;blue-collar;divorced;secondary;no;638;yes;no;unknown;16;jun;1395;2;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13981;33.0;blue-collar;single;secondary;no;-416;yes;no;unknown;16;may;767;2;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13982;27.0;administrative;single;tertiary;no;832;no;no;cellular;21;apr;336;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13983;40.0;blue-collar;married;secondary;no;-438;no;no;cellular;11;may;1017;1;-1;0;unknown;yes;35-44;Generation X;cuenta ajena;Secundaria;0
13984;33.0;management;married;tertiary;no;0;yes;no;cellular;9;jul;310;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13985;31.0;blue-collar;single;secondary;no;1979;yes;yes;cellular;6;may;1205;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13986;32.0;management;married;tertiary;no;713;yes;no;cellular;11;aug;76;7;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13987;48.0;technician;married;secondary;no;862;no;no;cellular;30;jul;160;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Secundaria;0
13988;43.0;administrative;married;secondary;no;1996;no;yes;cellular;31;jul;34;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
13989;28.0;services;single;secondary;no;3331;yes;no;unknown;28;may;229;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13990;34.0;management;married;tertiary;no;402;no;no;cellular;26;may;147;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13991;46.0;management;single;tertiary;no;593;yes;no;cellular;29;jan;190;3;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Universitaria;1
13992;25.0;technician;single;secondary;no;173;yes;no;cellular;15;may;186;2;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
13993;33.0;management;married;tertiary;no;1514;no;no;cellular;10;aug;447;1;728;2;failure;yes;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13994;37.0;unemployed;single;secondary;no;2722;no;no;telephone;27;apr;426;2;179;3;other;yes;35-44;Generation X;desempleo;Secundaria;0
13995;41.0;blue-collar;married;primary;no;943;yes;no;unknown;29;may;242;3;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Primaria;0
13996;71.0;retired;divorced;primary;no;392;no;no;telephone;7;jul;276;2;-1;0;unknown;yes;65-79;Baby Boomers;jubilación;Primaria;2
13997;26.0;unemployed;married;secondary;no;285;yes;no;cellular;6;may;265;2;342;2;failure;no;18-34;Generation Z y Millenials;desempleo;Secundaria;0
13998;32.0;management;married;tertiary;no;-383;yes;no;unknown;27;may;241;1;-1;0;unknown;no;18-34;Generation Z y Millenials;cuenta ajena;Universitaria;1
13999;37.0;services;divorced;secondary;no;241;yes;no;cellular;14;may;189;1;371;1;failure;no;35-44;Generation X;cuenta ajena;Secundaria;0
14000;39.0;technician;single;secondary;no;175;no;yes;unknown;16;jun;757;2;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
14001;54.0;management;divorced;tertiary;no;7010;no;no;cellular;11;mar;275;2;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Universitaria;0
14002;56.0;blue-collar;married;primary;no;551;no;no;unknown;29;may;27;1;-1;0;unknown;no;55-64;Baby Boomers;cuenta ajena;Primaria;2
14003;30.0;student;single;tertiary;no;3026;no;no;cellular;23;jul;251;1;535;1;failure;yes;18-34;Generation Z y Millenials;otros inactivos;Universitaria;1
14004;46.0;blue-collar;single;primary;no;96;yes;no;cellular;19;nov;217;1;-1;0;unknown;no;45-54;Generation X;cuenta ajena;Primaria;0
14005;38.0;technician;married;secondary;no;185;no;yes;cellular;29;aug;44;16;-1;0;unknown;no;35-44;Generation X;cuenta ajena;Secundaria;0
14006;26.0;technician;single;secondary;no;941;no;yes;cellular;25;jul;784;1;-1;0;unknown;yes;18-34;Generation Z y Millenials;cuenta ajena;Secundaria;1
14007;59.0;blue-collar;married;primary;no;1939;no;no;cellular;23;apr;172;1;-1;0;unknown;yes;55-64;Baby Boomers;cuenta ajena;Primaria;2
