id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit;age_group
10258;29.0;blue-collar;married;secondary;no;-565;yes;no;unknown;18;jun;164;3;-1;0;unknown;no;26 - 35
10259;33.0;technician;single;secondary;no;930;yes;no;cellular;15;may;163;5;359;1;failure;no;26 - 35
10260;49.0;technician;married;secondary;no;1091;no;no;telephone;30;jul;47;2;-1;0;unknown;no;46 - 55
10261;53.0;blue-collar;divorced;secondary;no;640;yes;no;cellular;11;may;321;2;-1;0;unknown;no;46 - 55
10262;54.0;retired;single;primary;no;767;no;no;unknown;9;jun;42;2;-1;0;unknown;no;46 - 55
10263;33.0;technician;married;secondary;no;480;yes;no;cellular;30;jan;272;1;270;1;other;no;26 - 35
10264;39.0;management;married;tertiary;no;1363;no;no;cellular;21;aug;294;3;-1;0;unknown;no;36 - 45
10265;38.0;admin.;single;unknown;no;446;yes;no;unknown;13;may;386;1;-1;0;unknown;no;36 - 45
10266;49.0;admin.;married;secondary;no;167;no;yes;cellular;9;jul;51;1;-1;0;unknown;no;46 - 55
10267;33.0;technician;married;secondary;no;0;no;no;cellular;19;aug;78;3;-1;0;unknown;no;26 - 35
10268;59.0;admin.;married;secondary;no;4196;no;no;telephone;31;jul;10;2;-1;0;unknown;no;56 - 65
10269;35.0;admin.;married;secondary;no;725;yes;no;cellular;20;nov;219;7;133;1;failure;no;26 - 35
10270;40.0;technician;married;secondary;no;1716;yes;no;cellular;12;aug;226;8;-1;0;unknown;no;36 - 45
10271;31.0;services;single;secondary;no;-45;no;no;unknown;7;may;246;2;-1;0;unknown;no;26 - 35
10272;35.0;technician;married;secondary;no;410;yes;no;cellular;20;nov;67;2;-1;0;unknown;no;26 - 35
10273;42.0;blue-collar;married;primary;no;-97;yes;no;cellular;3;feb;216;4;271;5;failure;no;36 - 45
10274;55.0;self-employed;married;secondary;no;12159;yes;no;cellular;20;nov;142;2;174;2;failure;no;46 - 55
10275;33.0;blue-collar;married;secondary;no;395;yes;no;unknown;2;jun;122;1;-1;0;unknown;no;26 - 35
10276;31.0;technician;single;tertiary;no;969;no;no;cellular;15;jun;95;1;-1;0;unknown;no;26 - 35
10277;30.0;technician;single;secondary;no;86;no;no;unknown;20;aug;45;1;-1;0;unknown;no;26 - 35
10278;30.0;blue-collar;single;primary;no;395;no;no;cellular;21;nov;429;1;-1;0;unknown;no;26 - 35
10279;37.0;blue-collar;married;secondary;no;0;yes;no;cellular;2;apr;473;1;-1;0;unknown;no;36 - 45
10280;30.0;technician;single;tertiary;no;0;no;no;cellular;22;aug;34;2;-1;0;unknown;no;26 - 35
10281;47.0;admin.;married;secondary;no;829;yes;yes;unknown;14;may;339;1;-1;0;unknown;no;46 - 55
10282;41.0;technician;married;tertiary;no;-15;yes;no;cellular;6;may;33;1;-1;0;unknown;no;36 - 45
10283;44.0;technician;married;secondary;no;135;yes;no;cellular;8;may;262;3;-1;0;unknown;no;36 - 45
10284;59.0;management;married;tertiary;no;1585;no;no;telephone;28;aug;91;5;-1;0;unknown;no;56 - 65
10285;29.0;technician;married;secondary;no;-910;yes;no;cellular;21;jul;260;1;-1;0;unknown;no;26 - 35
10286;51.0;services;married;primary;no;8806;yes;no;unknown;19;may;131;1;-1;0;unknown;no;46 - 55
10287;32.0;blue-collar;married;secondary;no;43;yes;no;unknown;21;may;173;2;-1;0;unknown;no;26 - 35
10288;36.0;blue-collar;married;secondary;no;136;yes;no;unknown;4;jun;38;2;-1;0;unknown;no;36 - 45
10289;30.0;management;married;tertiary;no;1195;no;no;cellular;18;jul;146;2;-1;0;unknown;no;26 - 35
10290;34.0;housemaid;married;tertiary;no;11219;no;no;cellular;25;may;112;1;-1;0;unknown;no;26 - 35
10291;42.0;blue-collar;married;primary;no;2003;yes;no;cellular;17;apr;177;3;-1;0;unknown;no;36 - 45
10292;37.0;technician;married;secondary;no;494;yes;no;cellular;2;feb;247;2;269;3;failure;no;36 - 45
10293;42.0;blue-collar;single;secondary;no;419;no;no;cellular;7;jul;88;3;-1;0;unknown;no;36 - 45
10294;31.0;services;married;unknown;no;-82;yes;no;cellular;31;jul;543;31;-1;0;unknown;no;26 - 35
10295;34.0;admin.;single;tertiary;no;64;yes;no;cellular;28;jul;76;2;-1;0;unknown;no;26 - 35
10296;32.0;self-employed;married;tertiary;no;14522;no;no;cellular;21;nov;221;7;-1;0;unknown;no;26 - 35
10297;46.0;technician;divorced;secondary;no;3455;yes;no;unknown;14;may;566;2;-1;0;unknown;no;46 - 55
10298;32.0;blue-collar;married;primary;no;1076;yes;no;unknown;19;may;67;1;-1;0;unknown;no;26 - 35
10299;37.0;admin.;single;secondary;no;-261;no;yes;cellular;10;jul;259;1;-1;0;unknown;no;36 - 45
10300;39.0;management;married;tertiary;no;309;no;no;cellular;26;aug;94;14;-1;0;unknown;no;36 - 45
10301;37.0;management;single;secondary;no;655;no;yes;cellular;4;feb;258;6;-1;0;unknown;no;36 - 45
10302;32.0;self-employed;married;tertiary;no;102;no;no;cellular;22;aug;398;5;-1;0;unknown;no;26 - 35
10303;41.0;blue-collar;married;secondary;no;213;yes;no;unknown;8;may;10;2;-1;0;unknown;no;36 - 45
10304;50.0;self-employed;married;tertiary;no;202;yes;no;cellular;15;apr;107;1;148;4;failure;no;46 - 55
10305;57.0;management;married;unknown;no;0;no;no;cellular;30;sep;585;1;-1;0;unknown;no;56 - 65
10306;37.0;admin.;single;secondary;no;22;yes;no;cellular;7;may;28;2;289;5;failure;no;36 - 45
10307;56.0;entrepreneur;divorced;secondary;no;179;no;no;cellular;14;aug;47;2;-1;0;unknown;no;56 - 65
10308;37.0;unemployed;married;secondary;no;4769;no;no;cellular;29;jan;124;1;-1;0;unknown;no;36 - 45
10309;32.0;blue-collar;married;primary;no;-6;yes;no;cellular;6;may;169;2;-1;0;unknown;no;26 - 35
10310;30.0;management;single;tertiary;no;19358;no;no;cellular;19;nov;258;2;-1;0;unknown;no;26 - 35
10311;27.0;blue-collar;single;secondary;no;5563;yes;no;unknown;30;may;435;2;-1;0;unknown;no;26 - 35
10312;36.0;management;married;tertiary;no;6641;no;no;cellular;30;jul;105;4;-1;0;unknown;no;36 - 45
10313;34.0;management;single;tertiary;no;747;no;no;cellular;31;aug;72;2;98;1;failure;no;26 - 35
10314;53.0;services;married;primary;no;49;no;no;unknown;28;may;152;1;-1;0;unknown;no;46 - 55
10315;58.0;management;married;tertiary;no;287;yes;no;cellular;21;aug;676;8;-1;0;unknown;no;56 - 65
10316;31.0;admin.;single;secondary;no;437;yes;yes;unknown;4;jun;173;14;-1;0;unknown;no;26 - 35
10317;38.0;services;married;secondary;no;1313;no;no;unknown;17;jun;33;2;-1;0;unknown;no;36 - 45
10318;32.0;management;single;tertiary;no;597;no;yes;cellular;24;jul;869;1;-1;0;unknown;no;26 - 35
10319;31.0;services;married;secondary;no;418;yes;yes;cellular;9;jul;219;1;-1;0;unknown;no;26 - 35
10320;59.0;admin.;divorced;secondary;no;-41;yes;yes;unknown;20;may;171;1;-1;0;unknown;no;56 - 65
10321;41.0;blue-collar;married;primary;no;449;yes;no;cellular;20;apr;10;6;-1;0;unknown;no;36 - 45
10322;33.0;technician;married;secondary;no;3572;yes;no;cellular;18;nov;85;2;-1;0;unknown;no;26 - 35
10323;52.0;management;married;tertiary;no;2428;yes;no;cellular;21;nov;294;1;116;3;failure;no;46 - 55
10324;36.0;entrepreneur;married;primary;no;177;yes;no;unknown;12;may;63;5;-1;0;unknown;no;36 - 45
10325;37.0;management;married;secondary;no;80;no;no;cellular;27;aug;155;3;-1;0;unknown;no;36 - 45
10326;39.0;services;single;secondary;no;1048;yes;no;cellular;14;may;149;1;-1;0;unknown;no;36 - 45
10327;36.0;management;married;tertiary;no;3874;no;no;cellular;25;aug;425;6;-1;0;unknown;no;36 - 45
10328;30.0;management;married;tertiary;no;5381;no;no;cellular;17;nov;375;1;-1;0;unknown;no;26 - 35
10329;32.0;management;single;tertiary;no;17;no;no;cellular;22;aug;72;4;-1;0;unknown;no;26 - 35
10330;47.0;blue-collar;married;primary;no;4040;no;no;cellular;11;aug;53;5;-1;0;unknown;no;46 - 55
10331;38.0;management;single;tertiary;no;427;yes;no;cellular;6;may;17;3;169;2;failure;no;36 - 45
10332;51.0;management;married;tertiary;no;385;no;no;cellular;11;aug;39;2;-1;0;unknown;no;46 - 55
10333;27.0;services;single;secondary;no;266;no;yes;cellular;7;jul;232;1;-1;0;unknown;no;26 - 35
10334;58.0;retired;single;tertiary;no;1411;yes;no;cellular;13;may;425;2;-1;0;unknown;no;56 - 65
10335;56.0;management;married;primary;no;7747;no;no;unknown;5;jun;103;2;-1;0;unknown;no;56 - 65
10336;40.0;blue-collar;married;primary;no;2129;yes;no;cellular;20;apr;1156;3;-1;0;unknown;no;36 - 45
10337;47.0;entrepreneur;married;secondary;no;318;no;no;cellular;4;aug;299;2;-1;0;unknown;no;46 - 55
10338;23.0;blue-collar;single;secondary;no;105;yes;no;unknown;16;may;498;2;-1;0;unknown;no;18 - 25
10339;46.0;blue-collar;married;secondary;no;2603;yes;yes;cellular;11;may;50;3;277;2;failure;no;46 - 55
10340;57.0;services;married;primary;no;443;no;no;telephone;17;jul;167;1;-1;0;unknown;no;56 - 65
10341;40.0;services;married;secondary;no;-116;yes;no;unknown;29;may;176;3;-1;0;unknown;no;36 - 45
10342;30.0;admin.;married;tertiary;no;285;no;no;cellular;5;feb;693;2;-1;0;unknown;no;26 - 35
10343;58.0;retired;married;primary;no;5092;no;no;unknown;11;jun;199;6;-1;0;unknown;no;56 - 65
10344;36.0;blue-collar;divorced;secondary;no;719;yes;no;unknown;13;may;1052;1;-1;0;unknown;no;36 - 45
10345;37.0;blue-collar;married;primary;no;0;yes;no;unknown;26;may;24;1;-1;0;unknown;no;36 - 45
10346;51.0;blue-collar;married;primary;no;2095;yes;yes;cellular;2;feb;438;4;-1;0;unknown;no;46 - 55
10347;30.0;blue-collar;single;secondary;no;-390;yes;no;cellular;5;may;275;1;-1;0;unknown;no;26 - 35
10348;39.0;technician;married;tertiary;no;108;no;no;cellular;28;may;589;3;28;2;other;no;36 - 45
10349;33.0;blue-collar;married;secondary;no;1134;yes;no;unknown;23;may;304;2;-1;0;unknown;no;26 - 35
10350;60.0;blue-collar;married;primary;no;228;yes;no;unknown;28;may;249;11;-1;0;unknown;no;56 - 65
10351;29.0;self-employed;married;tertiary;no;1;no;no;cellular;18;jul;167;3;-1;0;unknown;no;26 - 35
10352;31.0;admin.;married;secondary;no;0;yes;yes;cellular;18;nov;79;3;-1;0;unknown;no;26 - 35
10353;52.0;management;married;tertiary;no;1453;no;no;telephone;29;jul;254;21;-1;0;unknown;no;46 - 55
10354;30.0;admin.;single;secondary;no;28;no;no;unknown;20;aug;107;1;-1;0;unknown;no;26 - 35
10355;47.0;blue-collar;married;secondary;no;1388;yes;no;cellular;17;apr;119;2;-1;0;unknown;no;46 - 55
10356;46.0;management;divorced;tertiary;no;0;no;yes;cellular;29;aug;38;6;-1;0;unknown;no;46 - 55
10357;31.0;technician;married;tertiary;no;0;no;no;cellular;29;aug;70;2;-1;0;unknown;no;26 - 35
10358;29.0;blue-collar;married;secondary;no;15;no;no;cellular;3;jun;136;1;-1;0;unknown;no;26 - 35
10359;34.0;services;married;secondary;no;22;yes;no;unknown;6;may;344;1;-1;0;unknown;no;26 - 35
10360;44.0;services;married;secondary;no;983;no;no;cellular;28;jan;123;1;-1;0;unknown;no;36 - 45
10361;60.0;blue-collar;married;secondary;no;2879;yes;no;cellular;5;aug;122;1;-1;0;unknown;no;56 - 65
10362;51.0;services;married;primary;no;-553;yes;no;unknown;4;jun;149;8;-1;0;unknown;no;46 - 55
10363;31.0;housemaid;single;tertiary;no;596;no;no;telephone;28;jan;30;1;-1;0;unknown;no;26 - 35
10364;33.0;blue-collar;married;secondary;no;1402;no;no;cellular;20;nov;63;5;-1;0;unknown;no;26 - 35
10365;53.0;admin.;divorced;secondary;no;223;yes;yes;cellular;22;jul;534;1;-1;0;unknown;no;46 - 55
10366;45.0;admin.;married;secondary;no;46;yes;no;cellular;5;may;234;1;-1;0;unknown;no;36 - 45
10367;51.0;management;married;tertiary;no;0;yes;yes;unknown;29;may;410;5;-1;0;unknown;no;46 - 55
10368;30.0;management;single;tertiary;no;1636;no;no;unknown;6;jun;301;2;-1;0;unknown;no;26 - 35
10369;58.0;blue-collar;married;primary;no;96;no;no;unknown;16;jun;76;3;-1;0;unknown;no;56 - 65
10370;26.0;blue-collar;single;primary;no;-295;yes;no;cellular;6;may;138;1;-1;0;unknown;no;26 - 35
10371;37.0;services;married;secondary;no;1;no;no;unknown;15;may;395;2;-1;0;unknown;no;36 - 45
10372;47.0;management;married;tertiary;no;60;no;no;unknown;2;jun;282;7;-1;0;unknown;no;46 - 55
10373;28.0;management;married;tertiary;yes;84;no;yes;cellular;28;jul;48;21;-1;0;unknown;no;26 - 35
10374;28.0;blue-collar;married;secondary;no;4287;no;no;cellular;30;apr;171;1;-1;0;unknown;no;26 - 35
10375;43.0;management;divorced;tertiary;no;1;yes;yes;unknown;2;jun;28;8;-1;0;unknown;no;36 - 45
10376;43.0;services;married;secondary;no;192;yes;yes;unknown;30;may;273;2;-1;0;unknown;no;36 - 45
10377;57.0;management;married;tertiary;no;1172;yes;no;cellular;20;nov;72;1;-1;0;unknown;no;56 - 65
10378;34.0;entrepreneur;married;tertiary;no;105;yes;no;unknown;28;may;249;2;-1;0;unknown;no;26 - 35
10379;36.0;admin.;divorced;tertiary;no;4708;no;no;cellular;15;jun;104;1;-1;0;unknown;no;36 - 45
10380;32.0;technician;single;secondary;no;-1;yes;no;cellular;12;may;37;1;-1;0;unknown;no;26 - 35
10381;46.0;management;married;unknown;no;802;yes;no;telephone;25;jul;417;1;-1;0;unknown;no;46 - 55
10382;36.0;technician;married;secondary;no;22;no;no;unknown;6;jun;464;1;-1;0;unknown;no;36 - 45
10383;33.0;management;married;tertiary;no;3301;yes;no;cellular;2;nov;131;2;171;2;failure;no;26 - 35
10384;48.0;blue-collar;married;primary;no;2227;no;no;cellular;18;aug;98;12;-1;0;unknown;no;46 - 55
10385;58.0;entrepreneur;married;secondary;no;2;no;no;unknown;16;jun;684;1;-1;0;unknown;no;56 - 65
10386;56.0;housemaid;married;primary;no;445;no;no;cellular;21;nov;13;6;-1;0;unknown;no;56 - 65
10387;53.0;management;married;tertiary;no;241;yes;no;cellular;19;nov;137;1;-1;0;unknown;no;46 - 55
10388;41.0;blue-collar;married;secondary;no;429;yes;no;unknown;13;may;244;1;-1;0;unknown;no;36 - 45
10389;35.0;admin.;married;secondary;no;11;yes;no;cellular;23;jul;103;4;-1;0;unknown;no;26 - 35
10390;31.0;management;married;tertiary;no;50;no;no;cellular;19;aug;37;5;-1;0;unknown;no;26 - 35
10391;51.0;admin.;divorced;secondary;no;2195;yes;no;unknown;13;may;59;1;-1;0;unknown;no;46 - 55
10392;40.0;technician;married;secondary;no;1270;no;no;cellular;17;apr;342;2;-1;0;unknown;no;36 - 45
10393;40.0;technician;divorced;secondary;no;2394;no;no;unknown;9;jun;75;4;-1;0;unknown;no;36 - 45
10394;44.0;services;married;secondary;no;3536;no;no;cellular;31;jul;106;6;-1;0;unknown;no;36 - 45
10395;37.0;blue-collar;married;secondary;no;-4;yes;yes;unknown;29;may;381;1;-1;0;unknown;no;36 - 45
10396;49.0;entrepreneur;married;secondary;no;-1965;no;yes;telephone;10;jul;317;2;-1;0;unknown;no;46 - 55
10397;56.0;retired;married;secondary;no;5879;no;no;unknown;20;jun;237;3;-1;0;unknown;no;56 - 65
10398;25.0;student;single;secondary;no;469;no;no;cellular;24;feb;524;1;187;2;success;no;18 - 25
10399;29.0;management;single;tertiary;no;502;no;no;cellular;12;apr;366;2;199;3;other;no;26 - 35
10400;35.0;admin.;single;tertiary;no;777;no;yes;cellular;28;may;85;1;-1;0;unknown;no;26 - 35
10401;41.0;entrepreneur;divorced;secondary;no;1588;yes;yes;unknown;20;jun;10;8;-1;0;unknown;no;36 - 45
10402;38.0;blue-collar;married;secondary;no;376;yes;no;unknown;7;may;1521;1;-1;0;unknown;no;36 - 45
10403;61.0;housemaid;married;primary;no;848;no;no;cellular;27;apr;605;1;187;1;other;no;56 - 65
10404;36.0;technician;married;secondary;no;-393;no;no;telephone;14;aug;119;4;-1;0;unknown;no;36 - 45
10405;52.0;blue-collar;married;primary;no;4660;no;no;cellular;18;aug;82;3;-1;0;unknown;no;46 - 55
10406;31.0;technician;single;tertiary;no;176;no;no;cellular;21;aug;241;4;-1;0;unknown;no;26 - 35
10407;33.0;unemployed;married;tertiary;no;3335;no;no;cellular;15;jun;92;1;301;6;failure;no;26 - 35
10408;49.0;blue-collar;married;primary;no;-167;no;no;cellular;7;jul;51;1;-1;0;unknown;no;46 - 55
10409;45.0;technician;single;tertiary;no;1591;no;no;cellular;15;jul;392;4;-1;0;unknown;no;36 - 45
10410;71.0;retired;married;secondary;no;2064;no;no;cellular;9;nov;379;2;92;3;failure;no;66 + 
10411;34.0;management;single;tertiary;no;1310;no;yes;cellular;20;nov;90;3;-1;0;unknown;no;26 - 35
10412;33.0;admin.;single;secondary;no;1221;yes;no;unknown;23;may;245;1;-1;0;unknown;no;26 - 35
10413;28.0;blue-collar;married;secondary;no;-26;no;yes;cellular;30;jan;81;1;-1;0;unknown;no;26 - 35
10414;52.0;technician;married;secondary;no;337;yes;no;cellular;8;may;247;1;261;4;failure;no;46 - 55
10415;54.0;blue-collar;married;primary;no;2440;no;yes;cellular;17;nov;334;1;-1;0;unknown;no;46 - 55
10416;51.0;blue-collar;married;unknown;no;0;yes;no;telephone;7;may;10;4;-1;0;unknown;no;46 - 55
10417;59.0;retired;married;secondary;no;25947;no;no;cellular;13;aug;292;2;-1;0;unknown;no;56 - 65
10418;25.0;admin.;single;tertiary;no;1734;no;no;cellular;19;oct;366;1;-1;0;unknown;no;18 - 25
10419;35.0;technician;married;tertiary;no;4;yes;no;cellular;14;may;88;1;-1;0;unknown;no;26 - 35
10420;49.0;blue-collar;married;primary;no;1032;yes;no;unknown;2;jun;41;5;-1;0;unknown;no;46 - 55
10421;33.0;technician;married;secondary;no;8;no;no;cellular;29;aug;462;2;-1;0;unknown;no;26 - 35
10422;30.0;self-employed;single;tertiary;no;3137;yes;no;cellular;31;jul;368;7;-1;0;unknown;no;26 - 35
10423;46.0;services;married;secondary;no;-522;yes;no;cellular;31;jul;61;2;-1;0;unknown;no;46 - 55
10424;43.0;services;single;secondary;no;21;no;no;cellular;3;feb;203;3;-1;0;unknown;no;36 - 45
10425;28.0;blue-collar;single;secondary;no;455;yes;no;cellular;11;jul;166;1;-1;0;unknown;no;26 - 35
10426;41.0;blue-collar;married;primary;no;4;no;no;cellular;23;jul;74;5;-1;0;unknown;no;36 - 45
10427;60.0;housemaid;divorced;primary;no;1412;no;no;cellular;22;jul;127;4;-1;0;unknown;no;56 - 65
10428;49.0;blue-collar;married;secondary;no;141;no;no;cellular;6;aug;275;1;-1;0;unknown;no;46 - 55
10429;30.0;technician;single;tertiary;no;6619;yes;no;cellular;21;aug;239;8;-1;0;unknown;no;26 - 35
10430;45.0;unemployed;married;primary;no;0;yes;no;cellular;2;feb;570;2;-1;0;unknown;no;36 - 45
10431;47.0;management;single;tertiary;no;0;no;no;cellular;21;aug;136;2;-1;0;unknown;no;46 - 55
10432;29.0;blue-collar;single;secondary;no;202;no;no;cellular;30;jan;128;2;-1;0;unknown;no;26 - 35
10433;59.0;admin.;married;secondary;no;2552;no;yes;cellular;5;aug;125;3;-1;0;unknown;no;56 - 65
10434;27.0;technician;married;tertiary;no;276;no;no;unknown;16;may;218;2;-1;0;unknown;no;26 - 35
10435;37.0;technician;married;secondary;yes;0;no;no;unknown;18;jun;236;1;-1;0;unknown;no;36 - 45
10436;25.0;technician;divorced;secondary;no;86;no;yes;cellular;8;jul;483;2;-1;0;unknown;no;18 - 25
10437;39.0;technician;divorced;secondary;no;507;no;no;cellular;20;aug;173;4;-1;0;unknown;no;36 - 45
10438;35.0;blue-collar;married;primary;no;602;yes;no;cellular;14;may;467;6;-1;0;unknown;no;26 - 35
10439;77.0;retired;married;primary;no;1492;no;no;telephone;1;sep;663;1;208;2;other;no;66 + 
10440;58.0;retired;divorced;secondary;no;0;no;no;unknown;17;jun;436;5;-1;0;unknown;no;56 - 65
10441;38.0;management;single;tertiary;no;2117;no;no;cellular;14;aug;81;2;-1;0;unknown;no;36 - 45
10442;50.0;blue-collar;married;primary;no;71;yes;no;unknown;6;may;678;1;-1;0;unknown;no;46 - 55
10443;27.0;management;single;secondary;no;843;no;no;cellular;12;jul;123;2;185;1;success;no;26 - 35
10444;46.0;blue-collar;married;secondary;no;229;yes;no;cellular;17;apr;191;1;-1;0;unknown;no;46 - 55
10445;51.0;admin.;married;secondary;no;176;no;no;cellular;28;jan;214;1;183;2;failure;no;46 - 55
10446;58.0;retired;married;secondary;no;13;no;no;cellular;7;aug;92;4;-1;0;unknown;no;56 - 65
10447;42.0;entrepreneur;married;secondary;no;169;yes;no;telephone;15;may;87;4;-1;0;unknown;no;36 - 45
10448;27.0;technician;married;secondary;no;58;yes;no;unknown;28;may;82;1;-1;0;unknown;no;26 - 35
10449;34.0;technician;single;secondary;no;179;no;no;cellular;19;aug;294;3;-1;0;unknown;no;26 - 35
10450;31.0;admin.;single;secondary;no;50;no;no;cellular;29;jan;395;1;-1;0;unknown;no;26 - 35
10451;39.0;blue-collar;married;secondary;no;11854;yes;no;cellular;15;may;15;9;-1;0;unknown;no;36 - 45
10452;42.0;admin.;single;secondary;no;1022;yes;no;unknown;5;may;146;2;-1;0;unknown;no;36 - 45
10453;44.0;entrepreneur;married;secondary;no;692;no;no;unknown;18;jun;73;4;-1;0;unknown;no;36 - 45
10454;51.0;management;divorced;tertiary;no;1937;yes;no;cellular;18;nov;185;4;152;11;other;no;46 - 55
10455;50.0;admin.;single;secondary;no;26;no;yes;telephone;24;jul;179;4;-1;0;unknown;no;46 - 55
10456;32.0;blue-collar;married;primary;no;0;yes;yes;cellular;8;may;82;2;361;4;failure;no;26 - 35
10457;45.0;blue-collar;married;primary;no;900;yes;no;unknown;9;jun;213;1;-1;0;unknown;no;36 - 45
10458;29.0;admin.;single;secondary;no;260;yes;no;cellular;4;feb;453;2;273;2;failure;no;26 - 35
10459;53.0;blue-collar;married;secondary;yes;-634;no;no;cellular;19;aug;695;3;-1;0;unknown;no;46 - 55
10460;29.0;services;married;secondary;no;30;yes;no;cellular;23;jul;74;3;-1;0;unknown;no;26 - 35
10461;57.0;admin.;married;primary;no;1694;yes;no;telephone;17;nov;378;1;-1;0;unknown;no;56 - 65
10462;41.0;blue-collar;married;secondary;no;167;no;no;unknown;20;jun;48;1;-1;0;unknown;no;36 - 45
10463;58.0;technician;married;secondary;no;4299;yes;no;unknown;29;may;348;3;-1;0;unknown;no;56 - 65
10464;52.0;housemaid;married;primary;no;135;no;no;cellular;8;aug;172;9;-1;0;unknown;no;46 - 55
10465;44.0;admin.;married;unknown;no;40;no;yes;unknown;6;may;160;2;-1;0;unknown;no;36 - 45
10466;34.0;blue-collar;married;primary;no;479;no;no;cellular;11;jul;772;1;-1;0;unknown;no;26 - 35
10467;44.0;management;married;tertiary;no;1945;no;no;unknown;14;may;191;1;-1;0;unknown;no;36 - 45
10468;56.0;technician;married;tertiary;no;1062;no;no;unknown;20;jun;37;2;-1;0;unknown;no;56 - 65
10469;36.0;entrepreneur;married;tertiary;no;0;no;no;unknown;2;jun;87;3;-1;0;unknown;no;36 - 45
10470;45.0;management;divorced;tertiary;no;2406;no;no;cellular;8;aug;248;2;-1;0;unknown;no;36 - 45
10471;57.0;management;married;tertiary;no;337;no;no;cellular;5;feb;59;2;-1;0;unknown;no;56 - 65
10472;49.0;management;married;tertiary;no;413;no;yes;cellular;31;jul;196;4;-1;0;unknown;no;46 - 55
10473;37.0;blue-collar;married;secondary;no;362;yes;no;unknown;20;may;277;2;-1;0;unknown;no;36 - 45
10474;44.0;blue-collar;divorced;unknown;no;284;no;no;cellular;3;feb;167;4;187;5;other;no;36 - 45
10475;40.0;blue-collar;married;primary;no;-66;yes;no;unknown;6;may;288;1;-1;0;unknown;no;36 - 45
10476;28.0;technician;single;secondary;no;922;yes;no;cellular;7;apr;304;1;-1;0;unknown;no;26 - 35
10477;39.0;services;married;secondary;no;93;yes;no;cellular;11;may;72;4;-1;0;unknown;no;36 - 45
10478;40.0;technician;single;tertiary;no;693;no;no;cellular;30;jan;427;1;-1;0;unknown;no;36 - 45
10479;33.0;management;single;tertiary;no;307;no;no;cellular;23;jul;113;6;179;4;failure;no;26 - 35
10480;37.0;management;single;tertiary;no;427;yes;no;unknown;20;may;121;1;-1;0;unknown;no;36 - 45
10481;36.0;services;married;secondary;no;5024;no;no;unknown;21;may;139;1;-1;0;unknown;no;36 - 45
10482;39.0;blue-collar;divorced;unknown;no;463;yes;no;cellular;18;may;169;1;-1;0;unknown;no;36 - 45
10483;26.0;technician;single;tertiary;no;4130;no;no;cellular;28;jan;104;2;-1;0;unknown;no;26 - 35
10484;48.0;management;married;tertiary;no;190;no;no;cellular;25;aug;14;22;-1;0;unknown;no;46 - 55
10485;51.0;technician;married;secondary;no;2682;no;no;unknown;18;jun;56;1;-1;0;unknown;no;46 - 55
10486;35.0;technician;single;tertiary;no;144;yes;yes;cellular;4;feb;202;4;113;20;failure;no;26 - 35
10487;40.0;blue-collar;married;secondary;no;1938;yes;no;cellular;7;may;228;1;-1;0;unknown;no;36 - 45
10488;40.0;admin.;single;secondary;no;90;yes;no;unknown;2;jun;252;4;-1;0;unknown;no;36 - 45
10489;37.0;admin.;married;secondary;no;10465;no;no;unknown;17;jun;144;6;-1;0;unknown;no;36 - 45
10490;43.0;blue-collar;married;secondary;no;917;yes;no;cellular;8;may;87;2;-1;0;unknown;no;36 - 45
10491;48.0;management;married;primary;no;1744;no;no;unknown;9;jun;181;1;-1;0;unknown;no;46 - 55
10492;46.0;admin.;divorced;secondary;no;1198;yes;yes;cellular;7;apr;837;1;307;1;other;no;46 - 55
10493;34.0;services;single;tertiary;no;371;no;no;unknown;20;may;77;1;-1;0;unknown;no;26 - 35
10494;52.0;management;married;tertiary;no;575;no;no;unknown;3;jun;315;1;-1;0;unknown;no;46 - 55
10495;57.0;management;married;secondary;no;123;no;no;cellular;2;feb;154;2;-1;0;unknown;no;56 - 65
10496;36.0;services;married;secondary;no;145;yes;no;cellular;2;feb;109;1;252;2;other;no;36 - 45
10497;33.0;blue-collar;married;secondary;no;312;yes;no;unknown;4;jun;151;2;-1;0;unknown;no;26 - 35
10498;30.0;technician;single;secondary;no;893;no;no;cellular;26;aug;45;3;-1;0;unknown;no;26 - 35
10499;34.0;management;married;tertiary;no;105;yes;no;unknown;6;may;314;3;-1;0;unknown;no;26 - 35
10500;35.0;management;single;tertiary;no;0;yes;no;unknown;2;jun;184;1;-1;0;unknown;no;26 - 35
10501;34.0;blue-collar;single;secondary;no;186;no;no;cellular;2;feb;342;1;-1;0;unknown;no;26 - 35
10502;32.0;technician;single;secondary;no;-114;no;no;cellular;12;aug;155;2;-1;0;unknown;no;26 - 35
10503;30.0;blue-collar;single;secondary;no;228;no;no;cellular;5;feb;232;1;365;1;failure;no;26 - 35
10504;33.0;housemaid;married;primary;no;0;no;no;cellular;11;aug;237;2;-1;0;unknown;no;26 - 35
10505;31.0;technician;single;tertiary;no;279;yes;no;unknown;13;may;198;1;-1;0;unknown;no;26 - 35
10506;33.0;admin.;single;secondary;no;241;no;no;cellular;22;jul;490;1;-1;0;unknown;no;26 - 35
10507;48.0;technician;divorced;tertiary;no;2328;no;no;cellular;27;aug;129;7;-1;0;unknown;no;46 - 55
